KO number	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
K08583	65641.24	63449.268	6.2261505e+08	5.3413962e+08
K01369	NaN	NaN	NaN	NaN
K01370	NaN	NaN	NaN	NaN
K02187	8517.5838	6721.0172	1.6279991e+08	4.4423939e+08
K04396	NaN	NaN	NaN	NaN
K04397	6499.2591	3845.8578	53465080	1.3725985e+08
K04398	8296.4237	2279.3838	1.299084e+08	26592928
K07369	43160.214	25541.858	1.6458134e+08	2.6825571e+08
K01072	NaN	NaN	NaN	NaN
K01307	NaN	NaN	NaN	NaN
K01951	16206.914	9610.8012	1.042176e+09	1.0351769e+09
K11540	36026.533	20238.889	2.3786358e+09	2.4259295e+09
K00764	4827.3427	2694.573	4.8822133e+08	9.6724925e+08
K00820	16361.283	19131.49	9.5489223e+08	1.590754e+09
K01953	10778.549	9283.1475	8.2097682e+08	8.1958829e+08
K08342	3728.7879	4220.1912	89802520	31854266
K05687	NaN	NaN	NaN	NaN
K12348	8939.4396	12991.742	1.9704762e+08	1.4348293e+08
K11140	NaN	NaN	NaN	NaN
K11141	NaN	NaN	NaN	NaN
K01254	22631.868	14820.66	2.2543237e+09	1.8791709e+09
K01256	NaN	NaN	NaN	NaN
K08776	27084.125	22351.275	3.0921459e+09	3.0021453e+09
K01257	34630.035	19527.788	1.2734468e+09	1.205889e+09
K01260	9295.6318	11585.998	4.9935923e+08	1.1836796e+09
K09604	11388.829	13660.497	1.4047384e+09	1.5974573e+09
K01283	NaN	NaN	NaN	NaN
K09708	NaN	NaN	NaN	NaN
K01392	20848.589	17191.79	7.2508396e+08	1.3580609e+09
K01393	5513.1789	2274.0538	7.0622732e+08	3.799413e+08
K01410	5630.0405	4597.9231	1.2573669e+08	1.7102531e+08
K01403	NaN	NaN	NaN	NaN
K07763	NaN	NaN	NaN	NaN
K01395	NaN	NaN	NaN	NaN
K08606	NaN	NaN	NaN	NaN
K06704	8465.6396	8340.4992	66145478	72020113
K06059	NaN	NaN	NaN	NaN
K08626	39.948509	2477.3629	75916195	50535322
K01389	NaN	NaN	NaN	NaN
K08780	NaN	NaN	NaN	NaN
K01298	NaN	NaN	NaN	NaN
K01291	NaN	NaN	NaN	NaN
K01294	NaN	NaN	NaN	NaN
K01408	9111.9286	7527.5874	1.6552794e+09	1.9888367e+09
K01412	31721.389	30419.238	1.5851308e+09	2.5931635e+09
K01411	35998.289	25822.077	6.919141e+08	4.4652796e+08
K11142	38610.538	32585.934	6.2673049e+09	5.1205539e+09
K01255	NaN	NaN	NaN	NaN
K01267	9058.7271	7724.0282	7.9637549e+08	6.6798453e+08
K05604	NaN	NaN	NaN	NaN
K08660	26474.553	30803.323	1.3332303e+09	3.6197614e+09
K14677	NaN	NaN	NaN	NaN
K01409	3161.2778	3274.3872	2.3604924e+08	1.1367305e+08
K01265	25989.628	26727.004	3.2037544e+08	4.9567434e+08
K14213	5020.9092	6534.3206	3.1488347e+08	6.017807e+08
K01262	9105.1524	9002.5218	3.0483472e+08	2.477287e+08
K14208	NaN	NaN	NaN	NaN
K14592	NaN	NaN	NaN	NaN
K08955	48995.755	31635.025	1.5703355e+08	1.4884365e+08
K06013	6938.0875	6711.7025	76707284	61851284
K01277	8768.2553	7872.3458	1.1190033e+09	2.1540598e+09
K01310	NaN	NaN	NaN	NaN
K01352	NaN	NaN	NaN	NaN
K01353	NaN	NaN	NaN	NaN
K01346	NaN	NaN	NaN	NaN
K01345	NaN	NaN	NaN	NaN
K01325	NaN	NaN	NaN	NaN
K01324	NaN	NaN	NaN	NaN
K01312	NaN	NaN	NaN	NaN
K03993	NaN	NaN	NaN	NaN
K01335	NaN	NaN	NaN	NaN
K01334	NaN	NaN	NaN	NaN
K01333	NaN	NaN	NaN	NaN
K01313	NaN	NaN	NaN	NaN
K01321	NaN	NaN	NaN	NaN
K01314	NaN	NaN	NaN	NaN
K01343	NaN	NaN	NaN	NaN
K01348	NaN	NaN	NaN	NaN
K01315	NaN	NaN	NaN	NaN
K08670	NaN	NaN	NaN	NaN
K09635	NaN	NaN	NaN	NaN
K01322	17710.098	8255.028	4.315478e+08	3.1442797e+08
K01278	NaN	NaN	NaN	NaN
K08656	19507.951	8959.6048	3.3305122e+08	3.627664e+08
K01303	10599.534	12753.564	6.084548e+08	1.3558141e+09
K13702	3794.7366	3791.8602	1.6868688e+08	2.6109747e+08
K13704	8756.4378	9224.3664	1.2166135e+08	95107055
K14349	1155.8534	973.29792	71481523	21183033
K09646	7695.2548	14993.247	97303988	1.7276374e+08
K01358	6325.3504	7446.1755	7.5402428e+08	1.1233442e+09
K01338	NaN	NaN	NaN	NaN
K08675	29664.076	38114.4	1.3949599e+09	2.4888251e+09
K01285	NaN	NaN	NaN	NaN
K13700	4257.2873	3284.3885	30718923	48849852
K13703	1372.5149	1025.0887	3.0170027e+08	1.2911172e+08
K13706	1271.0985	3252.291	65539969	5.8374666e+08
K01054	NaN	NaN	NaN	NaN
K13617	3349.4224	2609.7035	4.6258668e+08	7.0288477e+08
K00681	NaN	NaN	NaN	NaN
K12572	NaN	NaN	NaN	NaN
K14442	NaN	NaN	NaN	NaN
K14443	NaN	NaN	NaN	NaN
K12585	25675.55	18959.778	7.1937444e+08	6.4041449e+08
K12584	2321.3403	2255.1838	7.45141e+08	5.8826929e+08
K07573	1425.6021	1452.6954	73773759	83078964
K03679	2158.3083	2310.4134	75112531	1.2795458e+08
K03681	3873.2925	6678.2925	52274475	1.2074691e+08
K12586	3104.9724	4879.2936	53769586	1.0821103e+08
K12587	NaN	NaN	NaN	NaN
K12589	3039.7569	3792.3411	31528715	1.2900141e+08
K11600	2210.4049	2063.14	70409885	1.2097884e+08
K12590	4262.383	5935.019	72577800	1.0432054e+08
K03678	5842.1681	9100.9529	2.0642838e+08	2.3030329e+08
K12591	17458.041	15766.275	2.2953494e+08	3.2303689e+08
K12592	NaN	NaN	NaN	NaN
K12593	1717.6	1134.8528	37382784	16296699
K03514	NaN	NaN	NaN	NaN
K12599	18798.651	13751.479	3.470008e+08	4.7254246e+08
K12600	26421.747	27236.278	3.6113641e+08	7.1299108e+08
K12602	9737.8265	7946.8055	2.0792407e+08	4.9117468e+08
K12603	NaN	NaN	NaN	NaN
K12604	112707.46	69687.367	7.2531377e+08	7.0287074e+08
K12605	3672.324	3983.1966	52312884	59962502
K12580	7054.6386	6590.5723	2.3569383e+08	1.8821485e+08
K12581	787.398	2357.0469	15395713	35016163
K12606	12960.603	10185.367	1.8229533e+08	2.7391192e+08
K12607	8484.1296	7745.6234	40212107	97058245
K12608	NaN	NaN	NaN	NaN
K01148	8736.7275	10187.705	90251855	1.0004047e+08
K12571	NaN	NaN	NaN	NaN
K12610	NaN	NaN	NaN	NaN
K12611	NaN	NaN	NaN	NaN
K12614	7993.3602	2452.447	2.0586906e+09	1.9241546e+09
K12615	6679.1332	6904.736	1.3036229e+08	75578147
K12616	20416.353	19383.395	1.8856671e+09	1.2776068e+09
K12617	25760.119	19056.037	72887792	96882902
K12620	455.14329	435.71731	53592358	57546135
K01689	63009.335	87914.859	1.677722e+09	1.6346282e+09
K00962	8311.6233	16724.958	7.8730446e+08	1.1642022e+09
K12573	NaN	NaN	NaN	NaN
K03628	NaN	NaN	NaN	NaN
K12574	NaN	NaN	NaN	NaN
K03111	1900.0659	1971.8067	1.1863752e+09	1.014203e+09
K02541	35166.204	34397.31	2.0246588e+09	1.6500907e+09
K03763	NaN	NaN	NaN	NaN
K02343	NaN	NaN	NaN	NaN
K02338	NaN	NaN	NaN	NaN
K02314	NaN	NaN	NaN	NaN
K03469	NaN	NaN	NaN	NaN
K03471	NaN	NaN	NaN	NaN
K02335	NaN	NaN	NaN	NaN
K01972	NaN	NaN	NaN	NaN
K02320	13366.727	9650.2063	2.3723325e+08	1.042659e+08
K02321	4902.7449	3511.9703	2.8028094e+08	87641696
K02684	5849.3876	4917.6309	1.6455701e+08	96425435
K02685	NaN	NaN	NaN	NaN
K02327	14227.647	17183.418	5.1090132e+08	6.5177057e+08
K02328	11666.516	7767.7656	3.0140566e+08	2.7181131e+08
K03504	5394.0898	4386.2297	1.2395549e+08	1.1985021e+08
K03505	6910.6352	5119.9104	1.2192701e+09	31934095
K02324	11054.152	14729.65	2.2397743e+08	37733076
K02326	983.05809	848.04153	29118017	65891575
K02540	30580.852	27326.758	2.6572778e+09	3.9500319e+09
K02212	34597.584	23384.452	1.5859197e+09	1.6072617e+09
K02209	21158.724	31168.796	3.2669489e+09	4.4964407e+09
K02542	29339.42	17069.329	2.0079682e+09	2.0259918e+09
K02210	34899.9	41323.015	2.1565501e+09	2.1264151e+09
K10739	8029.449	8413.47	7.2138986e+08	7.7187716e+08
K10740	1536.6395	2247.1031	1.8417031e+08	2.5052513e+08
K04802	50228.406	33679.44	2.8197318e+09	1.824873e+09
K10754	22946.568	18890.11	1.8439018e+08	1.7152201e+08
K10755	23394.382	16065.682	9.5745534e+08	6.187292e+08
K10756	12234.948	14709.337	6.5941804e+08	5.4454755e+08
K10742	NaN	NaN	NaN	NaN
K10743	6413.251	7337.3404	1.2812288e+08	1.3968811e+08
K10744	5601.5792	4754.6826	1.4683259e+08	84055984
K10745	NaN	NaN	NaN	NaN
K04799	NaN	NaN	NaN	NaN
K10747	18091.773	22154.564	2.1906336e+08	3.3439169e+08
K02603	NaN	NaN	NaN	NaN
K02604	6387.1015	5410.4367	46781300	53893262
K02605	5588.1116	5678.0104	87398025	96925411
K02607	3137.2766	2937.6333	26146915	1.4032993e+08
K02608	NaN	NaN	NaN	NaN
K02206	7195.3122	5836.0858	1.8553025e+08	2.113726e+08
K10734	1326.7446	2768.5095	28406204	33845660
K10735	937.61911	541.1095	20528021	55655245
K02332	23743.081	12280.869	65851425	23730996
K02333	NaN	NaN	NaN	NaN
K00558	51117.658	42074.896	7.1048206e+08	5.4183907e+08
K02087	10585.674	14238.863	6.1414922e+08	6.6087014e+08
K11111	5596.3	5044.65	54962335	71378795
K11113	22651.828	35950.977	1.1962955e+08	2.8439418e+08
K11121	NaN	NaN	NaN	NaN
K11127	21853.671	12273.318	2.4870252e+08	86151727
K10865	12334.499	7923.5973	6.2107384e+08	6.9036598e+08
K10866	30701.85	24001.072	4.1784926e+09	5.0424539e+09
K10867	12155.309	16324.854	1.1110393e+08	1.3279007e+08
K04728	23149.383	18084.094	2.4555972e+08	3.0275003e+08
K10901	NaN	NaN	NaN	NaN
K06642	110319.56	75824.755	6.4264452e+09	7.0312249e+09
K10848	NaN	NaN	NaN	NaN
K10798	103541.39	78713.074	3.8051792e+09	7.8048529e+09
K11137	4648.539	6202.17	33865903	80482714
K11138	24906.142	20014.029	1.6066233e+08	97371049
K03163	31746.505	23047.997	1.2631088e+09	1.4483903e+09
K03164	207329.62	121431.81	2.266557e+09	1.7314293e+09
K03165	NaN	NaN	NaN	NaN
K05787	NaN	NaN	NaN	NaN
K03530	NaN	NaN	NaN	NaN
K02313	NaN	NaN	NaN	NaN
K06636	21704.992	17630.667	1.6532025e+09	2.2763868e+09
K06669	43353.313	31867.875	2.2067478e+09	1.9484213e+09
K06670	15072.571	10234.757	4.9172046e+08	2.8002425e+08
K06671	44530.241	34748.514	8.1616764e+08	1.7650355e+09
K06672	31250.86	24603.95	1.8405164e+08	1.6311351e+08
K11266	7061.6987	7106.8155	17671869	1.4303026e+08
K11267	42159.86	40447.968	1.3042007e+09	1.4706413e+09
K11269	6246.5117	10875.679	59576619	24195786
K11274	13831.492	8980.4386	2.9734456e+08	3.03357e+08
K11275	15304.11	8342.8711	1.7490318e+09	1.5195471e+09
K11251	10157.648	9514.5289	1.1733432e+09	1.4934273e+09
K11252	NaN	NaN	NaN	NaN
K11253	NaN	NaN	NaN	NaN
K11254	NaN	NaN	NaN	NaN
K11276	393.08388	36073.212	5.5800045e+09	5.5022291e+09
K11278	11352.021	4456.4258	14229117	37276457
K11279	24489.855	23713.837	3.383999e+09	2.9065776e+09
K11282	14211.632	11900.264	7.9823569e+08	6.396396e+08
K11290	4727.29	12057.156	7.4234272e+08	9.6268687e+08
K10751	3554.7537	3558.7282	1.7569416e+08	2.2470172e+08
K10752	8083.3725	5848.5525	6.275332e+08	5.3923962e+08
K11291	39120.024	48119.929	1.2453654e+09	1.5292387e+09
K11292	40681.475	39583.048	7.7598747e+08	8.0475373e+08
K10802	7644.1752	6296.4	2.2355607e+09	2.4063024e+09
K11295	30250.242	41547.319	1.1619116e+09	1.5562306e+09
K11296	1805.602	1903.624	2.2207078e+08	3.2943916e+08
K11303	8524.555	6810.4679	9.3155222e+08	7.8495703e+08
K11304	NaN	NaN	NaN	NaN
K07739	6504.5958	7383.0778	1.9535975e+08	2.0852325e+08
K11310	10014.262	4852.2989	89065418	72034933
K11256	62306.408	38713.718	7707632.4	27185931
K08874	33659.124	30211.802	2.1869669e+08	2.755557e+08
K11320	22307.121	13419.59	69890708	83944477
K11324	3867.8574	4397.4074	8508863.8	9247976.7
K04499	15958.495	13513.286	2.7062439e+09	3.6120724e+09
K11338	11830.761	18045.656	2.8284418e+09	3.6276641e+09
K11339	27537.231	16803.461	61783192	85098547
K05692	NaN	NaN	NaN	NaN
K11344	2691.6288	3220.2048	7259089.9	6132778.4
K11367	23140.062	20735.631	54592458	26869524
K11368	1066.8933	1108.6669	36783919	68843163
K11373	19717.872	9476.4525	4.0893264e+08	3.7759417e+08
K11374	9930.1059	7853.2829	2.3776987e+08	1.3398864e+08
K06067	16993.058	18818.337	6.7999901e+08	7.6928838e+08
K11404	NaN	NaN	NaN	NaN
K11405	NaN	NaN	NaN	NaN
K11407	NaN	NaN	NaN	NaN
K11413	2417.0861	1820.0904	1.005145e+08	1.2924547e+08
K11415	3480.525	2311.3755	58218034	53869432
K11420	33112.527	38986.398	50882874	1.7181446e+08
K11430	NaN	NaN	NaN	NaN
K11424	NaN	NaN	NaN	NaN
K11422	11644.915	10761.73	7518839.3	18299344
K11423	NaN	NaN	NaN	NaN
K11431	NaN	NaN	NaN	NaN
K11421	NaN	NaN	NaN	NaN
K11433	NaN	NaN	NaN	NaN
K11434	23052.738	21914.83	1.8076088e+09	7.4804052e+09
K11436	8958.978	5562.1452	1.0518115e+08	1.1482363e+08
K05931	22595.043	14091.069	1.0587085e+09	1.1910497e+09
K11447	NaN	NaN	NaN	NaN
K11449	63747.473	43486.877	3.4850264e+08	2.5810351e+08
K11446	27630.72	17494.932	51654519	58653577
K11450	36024.449	31218.976	2.7549359e+08	3.4526727e+08
K11462	6307.5348	4069.3363	86415414	1.0960636e+08
K11463	17407.736	11929.086	52112851	84043396
K06674	27075.781	20069.979	1.5527509e+09	1.6493455e+09
K06675	54425.728	46794.199	1.734071e+09	1.5970875e+09
K06676	13183.798	10155.775	1.4587714e+08	2.7801516e+08
K06677	67209.192	42096.127	4.3878457e+08	7.2002404e+08
K06678	25587.034	24593.349	3.9292666e+08	6.079814e+08
K11491	20677.343	15093.998	53918308	40953822
K11493	5521.1652	10044.347	8.6610019e+08	1.1281854e+09
K11497	3106.0345	3413.9146	37727380	31762627
K11499	89980.473	76648.701	43772767	1.2272337e+08
K11505	1599.966	3166.326	12514736	25748462
K08731	NaN	NaN	NaN	NaN
K11549	2922.0222	2214.5755	61761368	64242212
K11550	4348.4208	4688.1666	63646974	30209454
K06638	6374.9528	8748.1229	1.6673214e+08	2.1779151e+08
K02537	2381.4645	1848.6244	1.2396225e+08	2.7043891e+08
K06637	NaN	NaN	NaN	NaN
K02180	13366.951	23374.592	6.5556166e+08	5.3102646e+08
K11577	16375.14	27185.942	3.7610542e+08	1.5461497e+08
K11578	8082.4366	5909.0967	2.9991586e+08	2.6391518e+08
K11579	4745.2572	4713.8042	25622738	18589563
K10413	127346.4	48461.961	5.3095064e+09	3.6439831e+09
K10414	NaN	NaN	NaN	NaN
K10415	8148.4722	2133.8995	4.9956515e+08	3.2683505e+08
K10416	14728.111	10834.323	6.0287454e+08	4.843671e+08
K10417	NaN	NaN	NaN	NaN
K10393	42028.127	31354.817	5.3048161e+08	5.6583421e+08
K04371	16011.772	12175.84	3.4104674e+08	4.9447411e+08
K11586	2472.8058	5170.116	1.9743908e+08	3.4897933e+08
K11587	3182.633	3483.9355	1.2614788e+08	2.4867484e+08
K11590	52517.991	46397.379	57202651	87352559
K10801	NaN	NaN	NaN	NaN
K11592	21474.506	10331	2.2410958e+08	1.5691466e+08
K11593	8484.6093	6117.5489	76753769	1.4664988e+08
K11594	58951.497	27864.308	2.1692343e+09	1.8761541e+09
K11643	104379.14	82938.162	1.6877033e+09	1.9305563e+09
K11644	19178	17125.924	2.4660779e+08	2.7601126e+08
K14281	27166.174	26813.182	66657449	29615733
K06631	NaN	NaN	NaN	NaN
K11647	138152.23	82634.204	7.5123157e+08	6.547717e+08
K11649	50554.498	54721.417	1.2168529e+09	1.5826793e+09
K11650	24613.282	28003.71	2.8375896e+08	2.7820988e+08
K11651	7948.5756	7205.4465	1.5052247e+08	2.5597346e+08
K11653	65969.126	86546.964	7.5688159e+08	9.7211334e+08
K11757	19667.729	13782.493	1.4048655e+08	1.2712414e+08
K11765	9135.1805	5836.1991	81366124	38236651
K11654	71473.722	39835.558	1.2895975e+09	1.2897867e+09
K11655	26702.827	30374.832	1.746307e+08	1.6633201e+08
K11656	2010.9548	2214.6467	38314606	51842146
K11657	19476.7	11238.013	49735750	26121390
K11658	38369.511	26643.281	5.0880318e+08	4.4331119e+08
K11659	18467.485	14987.88	5.3774719e+08	4.5500425e+08
K11660	38697.419	36898.38	6.1948763e+08	5.7731284e+08
K11728	48438.101	33248.308	59383884	64339132
K11661	33154.981	23278.804	49091216	37727766
K11722	28919.074	17279.83	3.4348853e+08	2.1469495e+08
K04494	36591.869	30398.502	46797484	21754881
K03531	NaN	NaN	NaN	NaN
K03610	NaN	NaN	NaN	NaN
K03609	NaN	NaN	NaN	NaN
K03608	NaN	NaN	NaN	NaN
K03569	NaN	NaN	NaN	NaN
K03495	6346.3678	6494.2849	6156309.3	976324.06
K10563	NaN	NaN	NaN	NaN
K10773	NaN	NaN	NaN	NaN
K10569	NaN	NaN	NaN	NaN
K01247	NaN	NaN	NaN	NaN
K01246	NaN	NaN	NaN	NaN
K03648	NaN	NaN	NaN	NaN
K10800	NaN	NaN	NaN	NaN
K03575	NaN	NaN	NaN	NaN
K03652	10744.986	15815.009	39802054	54397543
K01151	NaN	NaN	NaN	NaN
K10771	18155.097	32562.246	3.5828287e+08	5.546445e+08
K10772	NaN	NaN	NaN	NaN
K07462	NaN	NaN	NaN	NaN
K02330	1584.1011	1752.6396	38418363	26504483
K03512	NaN	NaN	NaN	NaN
K10803	8579.4288	10345.309	1.0352055e+08	1.361635e+08
K10776	5369.9355	3871.8631	1.1731922e+08	1.5410546e+08
K10841	NaN	NaN	NaN	NaN
K03701	NaN	NaN	NaN	NaN
K03702	NaN	NaN	NaN	NaN
K03657	NaN	NaN	NaN	NaN
K10840	NaN	NaN	NaN	NaN
K10846	14196.301	17144.579	15722631	15304322
K03555	NaN	NaN	NaN	NaN
K07456	NaN	NaN	NaN	NaN
K03572	NaN	NaN	NaN	NaN
K03601	NaN	NaN	NaN	NaN
K03602	NaN	NaN	NaN	NaN
K10858	NaN	NaN	NaN	NaN
K08734	10587.326	9807.2856	93342738	2.7950968e+08
K08737	39507.864	28397.208	3.1321723e+09	3.7882807e+09
K08735	12956.355	12887.892	7.8042751e+08	9.2153198e+08
K08736	8594.3442	5995.7307	36226723	65909774
K03629	NaN	NaN	NaN	NaN
K06187	NaN	NaN	NaN	NaN
K03553	NaN	NaN	NaN	NaN
K03550	NaN	NaN	NaN	NaN
K03655	NaN	NaN	NaN	NaN
K04066	NaN	NaN	NaN	NaN
K10869	1441.7126	884.4288	16456659	15211378
K10875	NaN	NaN	NaN	NaN
K08991	NaN	NaN	NaN	NaN
K10884	17476.229	17972.138	7.7757973e+09	8.2584091e+09
K10885	70080.143	65335.465	7.0444508e+09	7.0294519e+09
K10980	NaN	NaN	NaN	NaN
K13295	1153.2912	730.07081	1.2120984e+08	79643857
K08073	7567.7334	4992.4773	89482860	1.3803307e+08
K08741	212.97107	329.72857	50566291	1.2305026e+08
K10899	22954.221	12373.185	2.0583951e+09	2.0250008e+09
K10891	6700.405	5533.1077	1.7609379e+08	1.6470359e+08
K10895	26599.442	23631.627	3.1019254e+08	8.0055426e+08
K10896	NaN	NaN	NaN	NaN
K03509	NaN	NaN	NaN	NaN
K06640	NaN	NaN	NaN	NaN
K02216	NaN	NaN	NaN	NaN
K06641	NaN	NaN	NaN	NaN
K01520	5349.0276	12171.323	37205048	5.1443126e+08
K10807	47779.776	32165.417	1.2605388e+09	8.4219949e+08
K10808	23845.511	22591.589	2.163872e+08	2.5417629e+08
K02331	22887.416	16593.36	1.06693e+09	1.4835028e+09
K10790	NaN	NaN	NaN	NaN
K00525	NaN	NaN	NaN	NaN
K00526	NaN	NaN	NaN	NaN
K17638	NaN	NaN	NaN	NaN
K17630	NaN	NaN	NaN	NaN
K17633	NaN	NaN	NaN	NaN
K17634	NaN	NaN	NaN	NaN
K17636	NaN	NaN	NaN	NaN
K17637	NaN	NaN	NaN	NaN
K14958	NaN	NaN	NaN	NaN
K12380	NaN	NaN	NaN	NaN
K17704	NaN	NaN	NaN	NaN
K17705	NaN	NaN	NaN	NaN
K17706	NaN	NaN	NaN	NaN
K17700	NaN	NaN	NaN	NaN
K17701	NaN	NaN	NaN	NaN
K17702	NaN	NaN	NaN	NaN
K17703	NaN	NaN	NaN	NaN
K17697	NaN	NaN	NaN	NaN
K17698	NaN	NaN	NaN	NaN
K17699	NaN	NaN	NaN	NaN
K08020	NaN	NaN	NaN	NaN
K16682	NaN	NaN	NaN	NaN
K16686	NaN	NaN	NaN	NaN
K16687	NaN	NaN	NaN	NaN
K16684	NaN	NaN	NaN	NaN
K16685	NaN	NaN	NaN	NaN
K12075	NaN	NaN	NaN	NaN
K06685	NaN	NaN	NaN	NaN
K16819	NaN	NaN	NaN	NaN
K16144	NaN	NaN	NaN	NaN
K16822	NaN	NaN	NaN	NaN
K16823	NaN	NaN	NaN	NaN
K16820	NaN	NaN	NaN	NaN
K16072	NaN	NaN	NaN	NaN
K15637	NaN	NaN	NaN	NaN
K16451	NaN	NaN	NaN	NaN
K16333	NaN	NaN	NaN	NaN
K16339	NaN	NaN	NaN	NaN
K02539	NaN	NaN	NaN	NaN
K06237	NaN	NaN	NaN	NaN
K15464	NaN	NaN	NaN	NaN
K16341	NaN	NaN	NaN	NaN
K14752	7033.39	5797.505	99508682	1.0993062e+08
K07657	NaN	NaN	NaN	NaN
K07658	NaN	NaN	NaN	NaN
K01077	NaN	NaN	NaN	NaN
K02040	NaN	NaN	NaN	NaN
K09475	NaN	NaN	NaN	NaN
K09476	NaN	NaN	NaN	NaN
K02406	NaN	NaN	NaN	NaN
K07775	NaN	NaN	NaN	NaN
K02259	9578.092	8116.729	15494509	18735529
K07668	NaN	NaN	NaN	NaN
K10697	NaN	NaN	NaN	NaN
K11329	NaN	NaN	NaN	NaN
K10682	NaN	NaN	NaN	NaN
K11630	NaN	NaN	NaN	NaN
K06347	NaN	NaN	NaN	NaN
K01910	NaN	NaN	NaN	NaN
K07694	NaN	NaN	NaN	NaN
K01915	NaN	NaN	NaN	NaN
K00626	34258.684	25914.969	2.7868139e+09	3.4198798e+09
K02659	NaN	NaN	NaN	NaN
K06596	NaN	NaN	NaN	NaN
K02487	NaN	NaN	NaN	NaN
K02657	NaN	NaN	NaN	NaN
K02658	NaN	NaN	NaN	NaN
K11522	NaN	NaN	NaN	NaN
K11523	NaN	NaN	NaN	NaN
K04344	NaN	NaN	NaN	NaN
K04858	NaN	NaN	NaN	NaN
K04859	NaN	NaN	NaN	NaN
K04860	NaN	NaN	NaN	NaN
K04862	NaN	NaN	NaN	NaN
K04864	NaN	NaN	NaN	NaN
K04865	NaN	NaN	NaN	NaN
K04345	19062.844	7118.8325	6.8689855e+08	2.5947334e+08
K02677	11925.079	14747.238	1.5180302e+08	8.350387e+08
K04347	NaN	NaN	NaN	NaN
K04348	14996.707	12653.303	3.6373409e+08	2.1401695e+08
K06268	5250.258	4060.2705	52249745	76627422
K12326	NaN	NaN	NaN	NaN
K12361	NaN	NaN	NaN	NaN
K08018	NaN	NaN	NaN	NaN
K08052	19815.425	19948.12	26930284	2.04963e+08
K04352	9588.6459	9732.5979	97915648	1.8888253e+08
K04353	7670.2608	6957.408	2.3707579e+08	2.29566e+08
K07836	1301.5626	357.60584	82541824	1.1245686e+08
K04357	NaN	NaN	NaN	NaN
K04358	NaN	NaN	NaN	NaN
K04360	NaN	NaN	NaN	NaN
K04361	NaN	NaN	NaN	NaN
K05089	NaN	NaN	NaN	NaN
K04364	20800.795	19678.71	4.3162619e+08	6.0487025e+08
K03099	NaN	NaN	NaN	NaN
K02833	NaN	NaN	NaN	NaN
K07827	1705.5662	745.28559	26790168	11593113
K07828	9155.8026	6908.8383	47306141	36507098
K07829	3739.4848	1080.0592	31689895	9307694.9
K07830	165.6501	778.5792	1.9642247e+08	2.0805565e+08
K07831	NaN	NaN	NaN	NaN
K04365	NaN	NaN	NaN	NaN
K04366	NaN	NaN	NaN	NaN
K04368	7041.5382	5504.2401	6.8280205e+08	8.2479503e+08
K04369	11320.16	13964.16	2.8007304e+08	2.5345547e+08
K04370	4132.3372	4751.3328	39788406	26810801
K04372	NaN	NaN	NaN	NaN
K04373	35973.399	22034.834	5.2562698e+08	4.8754799e+08
K04380	NaN	NaN	NaN	NaN
K04381	14877.158	15577.503	2.9173872e+08	2.4531385e+08
K01047	1158.2236	3208.6261	13175238	88095560
K04390	109045.95	104915.36	2.1433661e+08	2.1862556e+08
K04392	17217.853	10141.314	1.2076823e+09	8.4532151e+08
K07860	15945.638	17196.768	3.6641004e+08	3.9330132e+08
K04393	NaN	NaN	NaN	NaN
K02308	NaN	NaN	NaN	NaN
K04403	NaN	NaN	NaN	NaN
K04405	8776.9702	6688.0425	31956460	80447508
K04406	NaN	NaN	NaN	NaN
K04407	NaN	NaN	NaN	NaN
K04408	21053.992	28088.51	3.0419354e+08	5.8589831e+08
K04409	NaN	NaN	NaN	NaN
K04410	9258.032	4070.7988	9.6939832e+08	1.4076132e+09
K04411	13519.51	10997.872	7.0694907e+08	9.7002087e+08
K04412	2179.5405	4727.7526	6.3231104e+08	69292411
K04414	NaN	NaN	NaN	NaN
K04427	NaN	NaN	NaN	NaN
K04428	12622.092	12668.387	65580725	44845877
K04429	10989.904	14866.21	2.0015565e+08	3.0497579e+08
K04430	NaN	NaN	NaN	NaN
K04432	5438.4642	5607.3303	32302336	18867688
K04433	NaN	NaN	NaN	NaN
K04436	NaN	NaN	NaN	NaN
K04438	16363.529	11897.55	7.1868936e+08	6.7825299e+08
K04439	NaN	NaN	NaN	NaN
K04441	6021.216	2829.2184	1.739695e+08	1.5251555e+08
K04443	NaN	NaN	NaN	NaN
K04445	7329.368	4853.5717	20010460	20909299
K04456	19106.725	17337.135	1.4331324e+08	1.5199767e+08
K04457	9947.662	7407.2474	1.6031114e+08	2.713136e+08
K04458	NaN	NaN	NaN	NaN
K04459	1974.024	628.5005	75572833	38045209
K04460	3478.1597	4486.1547	3.2279522e+08	4.8799944e+08
K04461	6730.8122	5414.3765	41573674	39009644
K04467	11744.627	6115.5113	74768893	48655653
K07209	9270.828	7619.1192	2.3570613e+08	1.7272158e+08
K07210	NaN	NaN	NaN	NaN
K07293	667.17735	1625.4698	3.7446154e+08	3.3190374e+08
K05859	111707.33	90104.098	3.2958887e+09	3.4982892e+09
K04515	6242.3894	5408.7774	1.134973e+09	3.9516612e+08
K05704	NaN	NaN	NaN	NaN
K05725	NaN	NaN	NaN	NaN
K08887	NaN	NaN	NaN	NaN
K07365	NaN	NaN	NaN	NaN
