Numerator	Denominator	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
-Digestive System	-Cytoskeleton	0.05708	0.08261	0.1492	0.05981	0.06764	0.09276	0.01032	0.02145	0.07555	0.01169	0.02232	0.08382
-Excretory System	-Cytoskeleton	0.05162	0.1536	0.1847	0.05447	0.1614	0.1771	0.02514	0.1296	0.1667	0.03447	0.1687	0.1978
-Nervous System	-Cytoskeleton	0.03121	0.1737	0.2064	0.02939	0.1448	0.2202	0.02355	0.131	0.2282	0.03359	0.1588	0.296
-Sensory System	-Cytoskeleton	0	0	0.002782	0	0	0.002727	0	0	0.007886	0	0	0.003508
-Development	-Cytoskeleton	0.05518	0.06614	0.1249	0.05125	0.06536	0.08684	0.01189	0.01705	0.03059	0.01367	0.02325	0.02847
-Environmental Adaptation	-Cytoskeleton	0	0.01286	0.03075	0	0.01074	0.04351	0	0.009951	0.04114	0	0.01107	0.04394
Human Diseases	-Cytoskeleton	1.057	1.797	2.934	1.15	2.365	4.02	0.9389	1.434	3.875	1.145	1.881	5.098
-Cancers	-Cytoskeleton	0.206	0.2629	0.4019	0.1943	0.2219	0.3838	0.09546	0.1419	0.1857	0.1257	0.1705	0.2687
-Immune System Diseases	-Cytoskeleton	0.03184	0.06017	0.1212	0.03715	0.05968	0.1488	0.03595	0.05656	0.1143	0.0373	0.06459	0.142
-Neurodegenerative Diseases	-Cytoskeleton	0.2912	0.6346	0.9485	0.2853	0.947	1.68	0.4034	0.8229	1.377	0.4831	1.06	1.83
-Cardiovascular Diseases	-Cytoskeleton	0.02708	0.03683	0.09225	0.01411	0.02018	0.07923	0.06125	0.07135	0.2037	0.03691	0.04348	0.1924
-Metabolic Diseases	-Cytoskeleton	0	0.00941	0.03467	0	0.009995	0.0364	0	0.0002783	0.1534	0	0.0003339	0.3062
-Infectious Diseases	-Cytoskeleton	0.3875	0.7796	1.326	0.4715	1.036	1.828	0.2849	0.3711	1.421	0.3437	0.5096	1.772
Not Mapped	-Cytoskeleton	6.714	7.222	10.57	7.283	8.067	13.1	3.594	4.084	7.736	4.444	5.104	10.27
-Not Mapped	-Cytoskeleton	6.714	7.222	10.57	7.283	8.067	13.1	3.594	4.084	7.736	4.444	5.104	10.27
TOTAL	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Cell Motility	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Hemoglobin	-Cell Motility	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Cell Motility	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Metabolism	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Endocrine System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Circulatory System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Digestive System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Excretory System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Nervous System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Sensory System	-Cell Motility	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Development	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Cell Motility	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
Human Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Cell Motility	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Cell Growth and Death	78.05	107.4	175.8	95.43	137.4	201.6	53.38	69.4	175.6	57.17	73.22	162
MAPPED	-Cell Growth and Death	56.38	77.62	127	69.95	100.7	147.8	42.29	54.99	139.1	45.51	58.3	129
Genetic Information Processing	-Cell Growth and Death	22.12	30.85	49.89	30.2	44.12	63.92	16.78	22.66	57.07	18.16	23.5	53.36
-Transcription	-Cell Growth and Death	2.462	3.574	6.102	3.052	4.5	6.959	1.951	2.587	6.624	1.896	2.556	5.692
-Translation	-Cell Growth and Death	10.28	14.41	23.31	17.21	24.85	36.64	5.936	8.081	19.24	6.489	8.691	18.47
-Folding, Sorting and Degradation	-Cell Growth and Death	6.618	9.095	14.36	6.981	10.78	14.39	6.834	8.928	24.64	7.196	9.095	23.06
-DNA Maintenance	-Cell Growth and Death	2.419	3.445	6.109	2.865	4.276	6.484	1.858	3.344	6.568	1.997	3.272	6.131
-RNA Family	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cell Growth and Death	3.605	6.786	10.82	3.68	7.715	10.67	1.173	1.751	4.451	1.127	1.685	3.853
-Signal Transduction	-Cell Growth and Death	0.7435	0.9842	1.652	0.739	0.9635	1.995	0.2825	0.3895	1.109	0.3372	0.4555	1.121
-Signaling Molecules and Interaction	-Cell Growth and Death	2.766	5.951	9.471	2.863	6.601	9.124	0.8793	1.375	3.341	0.7743	1.246	2.763
Cellular Processes	-Cell Growth and Death	5.34	7.47	14.07	6.148	9.225	15.43	3.562	6.258	13.27	3.543	5.657	10.88
-Hemoglobin	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Cell Growth and Death	2.149	2.975	5.35	2.913	4.462	6.562	0.9182	1.239	3.122	0.9581	1.574	3.22
-Cytoskeleton	-Cell Growth and Death	1.758	3.567	6.95	1.747	3.987	7.107	1.433	3.95	8.928	1.135	3.216	6.512
-Cell Motility	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cell Growth and Death	1	1	1	1	1	1	1	1	1	1	1	1
-Cell Communication	-Cell Growth and Death	0.3303	0.4335	1.077	0.319	0.4874	1.094	0.2109	0.3176	1.007	0.2328	0.3231	1.086
Metabolism	-Cell Growth and Death	12.14	16.59	31.09	13.06	20.22	33.57	12.55	16.72	44.7	14.47	18.7	45.27
-Membrane Transport	-Cell Growth and Death	0.1725	0.3302	0.8423	0.1853	0.37	0.8734	0.09915	0.1649	0.3856	0.09348	0.1205	0.3935
-Central Carbon Metabolism	-Cell Growth and Death	1.435	2.06	3.272	1.436	2.242	3.37	2.21	3.348	8.269	2.647	3.992	8.766
-Energy Metabolism	-Cell Growth and Death	0.6609	1.111	1.554	0.7743	1.208	1.857	0.7719	1.625	2.956	1.118	1.786	3.068
-Biosynthesis	-Cell Growth and Death	2.497	4.242	6.885	2.841	5.011	7.789	2.026	4.072	8.696	2.142	4.922	7.885
-Other Enzymes	-Cell Growth and Death	6.663	8.301	18.53	7.122	10.46	20.79	5.696	7.51	26.4	6.334	8.627	26.01
Organismal Systems	-Cell Growth and Death	4.387	6.274	11.39	5.094	7.955	13.09	2.42	3.511	9.745	2.044	2.928	7.107
-Immune System	-Cell Growth and Death	2.712	4.454	6.048	3.52	6.076	7.892	1.015	1.296	2.721	0.9496	1.265	2.242
-Endocrine System	-Cell Growth and Death	0.3681	0.5617	1.13	0.4146	0.6812	1.124	0.7293	1.05	2.294	0.3309	0.5298	0.8727
-Circulatory System	-Cell Growth and Death	0.06776	0.1301	0.57	0.05568	0.09636	0.5772	0.1506	0.3215	0.7214	0.1339	0.2596	0.6067
-Digestive System	-Cell Growth and Death	0.2036	0.4496	0.5742	0.1137	0.2598	0.6051	0.02378	0.07108	0.5846	0.02246	0.05352	0.5459
-Excretory System	-Cell Growth and Death	0.1841	0.5434	1.234	0.2172	0.5352	1.259	0.0993	0.3623	1.297	0.1108	0.3836	1.142
-Nervous System	-Cell Growth and Death	0.09183	0.6586	1.304	0.0914	0.703	1.106	0.03374	0.3661	2.15	0.0381	0.3812	1.927
-Sensory System	-Cell Growth and Death	0	0	0.01758	0	0	0.01703	0	0	0.06385	0	0	0.0184
-Development	-Cell Growth and Death	0.1968	0.3642	0.4597	0.1913	0.274	0.4758	0.03669	0.06735	0.2031	0.03229	0.06539	0.1402
-Environmental Adaptation	-Cell Growth and Death	0	0.05427	0.1079	0	0.06518	0.1625	0	0.04618	0.143	0	0.03898	0.1231
Human Diseases	-Cell Growth and Death	5.083	7.627	9.477	6.464	9.842	12.68	3.709	6.611	12.12	3.683	6.757	12.19
-Cancers	-Cell Growth and Death	0.6061	1.223	1.661	0.5769	1.291	1.428	0.2661	0.5531	1.109	0.219	0.5346	1.108
-Immune System Diseases	-Cell Growth and Death	0.1136	0.2131	0.3802	0.1691	0.2319	0.4184	0.1362	0.2116	0.6892	0.1306	0.202	0.6236
-Neurodegenerative Diseases	-Cell Growth and Death	1.039	2.549	3.775	1.138	3.036	6.25	1.662	3.476	5.624	1.667	3.146	5.675
-Cardiovascular Diseases	-Cell Growth and Death	0.09361	0.2272	0.284	0.05818	0.1434	0.222	0.2053	0.3812	0.6289	0.09733	0.2423	0.3781
-Metabolic Diseases	-Cell Growth and Death	0	0.03357	0.1062	0	0.03985	0.1149	0	0.001044	0.5606	0	0.001013	0.9625
-Infectious Diseases	-Cell Growth and Death	2.694	3.132	4.754	3.152	4.494	6.578	0.8691	2.473	3.84	0.7987	2.522	3.991
Not Mapped	-Cell Growth and Death	21.66	29.82	48.8	25.48	36.68	53.85	11.08	14.41	36.46	11.65	14.93	33.02
-Not Mapped	-Cell Growth and Death	21.66	29.82	48.8	25.48	36.68	53.85	11.08	14.41	36.46	11.65	14.93	33.02
TOTAL	-Cell Communication	152.1	188.4	286.8	183.1	230.6	306.6	132.2	215.3	284.8	128.5	202.7	288.9
MAPPED	-Cell Communication	109.9	136.1	207.2	134.2	169	224.7	104.8	170.6	225.7	102.3	161.4	230
Genetic Information Processing	-Cell Communication	44.92	53.46	82.72	58.02	73.11	98.18	43.66	68.28	89.55	42.68	62.51	86.72
-Transcription	-Cell Communication	5.486	6.539	9.541	6.262	7.539	10.14	4.533	6.691	10.19	4.108	6.729	9.434
-Translation	-Cell Communication	20.54	24.99	38.46	33.48	41.68	55.74	14.69	23.94	33.17	14.76	23.03	33.31
-Folding, Sorting and Degradation	-Cell Communication	12.96	16.39	25.52	12.61	17.78	23.14	18.72	27.89	33.92	18.33	25.98	32.01
-DNA Maintenance	-Cell Communication	4.906	6.547	9.196	5.572	7.417	9.166	5.718	8.638	10.75	5.454	8.469	11.82
-RNA Family	-Cell Communication	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cell Communication	6.519	14.08	19.66	7.221	13.61	18.07	2.724	4.585	6.784	2.509	4.584	6.495
-Signal Transduction	-Cell Communication	1.229	1.773	2.529	1.447	1.977	2.316	0.6467	1.113	1.426	0.7594	1.244	1.658
-Signaling Molecules and Interaction	-Cell Communication	5.289	12.36	17.18	5.605	10.92	16.03	2.077	3.674	5.445	1.749	3.231	4.836
Cellular Processes	-Cell Communication	12.32	14.58	19.94	12.61	16.79	22.45	11.38	16.89	20.21	10.02	14.87	17.25
-Hemoglobin	-Cell Communication	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Cell Communication	4.682	5.734	8.148	5.693	7.361	9.995	2.549	3.412	4.353	2.787	3.625	5.302
-Cytoskeleton	-Cell Communication	4.055	6.771	9.192	3.584	6.79	9.827	6.792	7.938	12.44	4.874	6.045	8.453
-Cell Motility	-Cell Communication	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cell Communication	0.7443	1.802	2.929	0.7591	1.65	2.77	0.8106	3.124	4.105	0.9129	2.629	4.066
-Cell Communication	-Cell Communication	1	1	1	1	1	1	1	1	1	1	1	1
Metabolism	-Cell Communication	23.14	31.26	40.72	25.48	36.18	47.83	26.67	52.11	60.7	28.61	53.83	71.01
-Membrane Transport	-Cell Communication	0.3107	0.7199	1.06	0.3057	0.7547	1.11	0.1947	0.5072	0.5984	0.1254	0.4208	0.7449
-Central Carbon Metabolism	-Cell Communication	2.31	3.83	6.048	2.558	3.699	6.767	3.736	9.156	13.19	4.6	10.77	14.49
-Energy Metabolism	-Cell Communication	0.8752	1.675	3.867	0.9161	2.069	4.125	1.29	3.579	9.308	1.578	4.679	9.339
-Biosynthesis	-Cell Communication	5.125	7.794	10.87	5.828	8.534	12.21	5.828	9.348	13.69	5.95	9.202	16.57
-Other Enzymes	-Cell Communication	13.79	18.94	23.56	14.9	19.73	30.75	14.52	27.2	33.22	15.68	29.97	35.08
Organismal Systems	-Cell Communication	9.578	11.92	18.8	10.45	14.48	22.04	7.414	9.823	13.83	6.012	8.781	10.81
-Immune System	-Cell Communication	5.382	6.686	13.05	7.031	8.926	16.62	1.873	3.244	5.321	1.719	3.102	5.03
-Endocrine System	-Cell Communication	0.5694	1.293	1.479	0.6133	1.286	1.526	1.621	3.017	4.009	0.6308	1.432	1.876
-Circulatory System	-Cell Communication	0.1326	0.2112	0.6654	0.0909	0.2033	0.7678	0.4228	0.6271	1.382	0.3318	0.5539	1.14
-Digestive System	-Cell Communication	0.3851	0.5625	1.2	0.2333	0.5364	0.9295	0.0706	0.241	0.6085	0.06477	0.1605	0.6978
-Excretory System	-Cell Communication	0.4715	1.115	1.473	0.4786	1.147	1.483	0.3127	0.977	1.718	0.2913	1.006	1.46
-Nervous System	-Cell Communication	0.2689	1.137	1.94	0.2342	1.018	1.701	0.16	1.419	1.812	0.1637	1.379	1.896
-Sensory System	-Cell Communication	0	0	0.02391	0	0	0.02507	0	0	0.06577	0	0	0.03359
-Development	-Cell Communication	0.3825	0.504	1.005	0.3846	0.4503	0.6911	0.1088	0.1781	0.2428	0.1193	0.1615	0.2083
-Environmental Adaptation	-Cell Communication	0	0.0803	0.2688	0	0.0729	0.3747	0	0.08951	0.4503	0	0.07007	0.316
Human Diseases	-Cell Communication	6.82	13.37	23.6	7.471	18.03	27.19	9.822	13.15	26.32	9.681	12.45	24.85
-Cancers	-Cell Communication	1.387	1.78	3.69	1.184	1.713	2.979	0.8991	1.187	2.179	0.8545	1.241	1.973
-Immune System Diseases	-Cell Communication	0.2259	0.4897	0.6178	0.2413	0.4685	0.6879	0.4489	0.6472	0.8685	0.3905	0.5094	0.8214
-Neurodegenerative Diseases	-Cell Communication	2.46	3.842	8.674	2.507	4.719	13.4	3.58	8.27	14.05	3.599	8.047	13.69
-Cardiovascular Diseases	-Cell Communication	0.1691	0.3044	0.6407	0.09579	0.1708	0.4339	0.4725	0.7769	1.565	0.2231	0.3452	1.113
-Metabolic Diseases	-Cell Communication	0	0.06719	0.2789	0	0.07879	0.2541	0	0.003263	1.218	0	0.002822	1.851
-Infectious Diseases	-Cell Communication	2.5	7.163	8.36	3.062	8.448	10.74	2.456	3.956	10.71	2.472	4.365	10.11
Not Mapped	-Cell Communication	42.22	52.3	79.61	48.9	61.59	81.87	27.45	44.7	59.14	26.19	41.32	58.88
-Not Mapped	-Cell Communication	42.22	52.3	79.61	48.9	61.59	81.87	27.45	44.7	59.14	26.19	41.32	58.88
TOTAL	Metabolism	5.442	6.027	6.573	5.562	6.364	7.388	3.687	4.089	4.693	3.43	3.748	4.193
MAPPED	Metabolism	3.931	4.354	4.749	4.077	4.664	5.415	2.922	3.24	3.718	2.731	2.984	3.338
Genetic Information Processing	Metabolism	1.547	1.722	1.941	1.762	2.017	2.399	1.131	1.31	1.475	1.058	1.251	1.344
-Transcription	Metabolism	0.1827	0.1922	0.2343	0.1814	0.1988	0.2498	0.1184	0.1482	0.1712	0.1014	0.1257	0.1493
-Translation	Metabolism	0.7344	0.7993	0.8877	1.017	1.163	1.353	0.4063	0.4568	0.5464	0.3897	0.436	0.4977
-Folding, Sorting and Degradation	Metabolism	0.4428	0.5122	0.6043	0.383	0.4728	0.5777	0.4356	0.5444	0.6057	0.3927	0.4983	0.5673
-DNA Maintenance	Metabolism	0.1781	0.2049	0.2159	0.1692	0.2055	0.2252	0.1431	0.162	0.2041	0.1354	0.1486	0.1906
-RNA Family	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Metabolism	0.2817	0.3829	0.4828	0.2817	0.3274	0.4734	0.08419	0.09919	0.114	0.0719	0.08768	0.102
-Signal Transduction	Metabolism	0.03822	0.05753	0.07144	0.03104	0.05449	0.06341	0.01429	0.02291	0.02634	0.01531	0.02425	0.02776
-Signaling Molecules and Interaction	Metabolism	0.2279	0.3236	0.4193	0.2192	0.2873	0.4105	0.06359	0.07787	0.09107	0.05319	0.06114	0.07424
Cellular Processes	Metabolism	0.4133	0.4663	0.5453	0.3847	0.4633	0.5779	0.2837	0.3094	0.3878	0.2388	0.2602	0.3402
-Hemoglobin	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Metabolism	0.1464	0.1793	0.202	0.1705	0.2071	0.247	0.04705	0.07314	0.08535	0.04351	0.07981	0.09849
-Cytoskeleton	Metabolism	0.136	0.2204	0.2455	0.1093	0.1973	0.2452	0.1141	0.1863	0.2362	0.07842	0.1361	0.1719
-Cell Motility	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Metabolism	0.03171	0.05438	0.07739	0.02775	0.04777	0.06258	0.01699	0.05059	0.07264	0.01545	0.04541	0.06869
-Cell Communication	Metabolism	0.01796	0.02813	0.03417	0.01578	0.02759	0.0305	0.01284	0.01899	0.02347	0.01231	0.01728	0.02219
Metabolism	Metabolism	1	1	1	1	1	1	1	1	1	1	1	1
-Membrane Transport	Metabolism	0.0104	0.02127	0.03146	0.008853	0.01948	0.02962	0.00457	0.009862	0.01314	0.002761	0.007272	0.01266
-Central Carbon Metabolism	Metabolism	0.08803	0.1086	0.1594	0.07567	0.1004	0.139	0.0877	0.171	0.2091	0.1013	0.1877	0.2263
-Energy Metabolism	Metabolism	0.0299	0.05328	0.07991	0.02783	0.05861	0.09003	0.02704	0.06148	0.1349	0.03248	0.07246	0.1269
-Biosynthesis	Metabolism	0.1932	0.2215	0.278	0.1778	0.2027	0.2693	0.1584	0.1794	0.2754	0.142	0.1657	0.2818
-Other Enzymes	Metabolism	0.4764	0.5696	0.5959	0.4482	0.5826	0.6429	0.3406	0.5242	0.6029	0.3392	0.5303	0.5799
Organismal Systems	Metabolism	0.3328	0.3612	0.5048	0.3188	0.3713	0.541	0.1776	0.2058	0.2681	0.133	0.157	0.2101
-Immune System	Metabolism	0.1906	0.2084	0.3248	0.219	0.2463	0.3958	0.05435	0.06203	0.08765	0.04804	0.05369	0.07244
-Endocrine System	Metabolism	0.02461	0.03502	0.03985	0.02406	0.03108	0.03824	0.05133	0.0569	0.06604	0.01762	0.02273	0.03175
-Circulatory System	Metabolism	0.003304	0.006849	0.01808	0.001901	0.005619	0.02206	0.007192	0.01225	0.03184	0.005734	0.009843	0.02747
-Digestive System	Metabolism	0.01288	0.01799	0.02981	0.007115	0.01466	0.01952	0.001894	0.00374	0.01002	0.001553	0.002499	0.00987
-Excretory System	Metabolism	0.01186	0.03565	0.04334	0.01152	0.0318	0.04097	0.005938	0.02396	0.03527	0.005926	0.02227	0.03025
-Nervous System	Metabolism	0.007565	0.03582	0.04764	0.006997	0.03476	0.03858	0.002688	0.02242	0.04829	0.002634	0.01942	0.04258
-Sensory System	Metabolism	0	0	0.0006025	0	0	0.0005373	0	0	0.001544	0	0	0.0004738
-Development	Metabolism	0.01268	0.01592	0.02468	0.01084	0.01288	0.01597	0.002608	0.003418	0.005699	0.002174	0.003496	0.00417
-Environmental Adaptation	Metabolism	0	0.003271	0.007454	0	0.002861	0.01036	0	0.001819	0.008553	0	0.001419	0.006954
Human Diseases	Metabolism	0.233	0.4413	0.5646	0.2269	0.4304	0.6813	0.2058	0.3093	0.4845	0.1883	0.2977	0.4352
-Cancers	Metabolism	0.0477	0.05694	0.06649	0.0361	0.04559	0.06383	0.01884	0.02635	0.03818	0.01514	0.02452	0.03485
-Immune System Diseases	Metabolism	0.007316	0.01303	0.01649	0.007328	0.01246	0.01992	0.007885	0.01166	0.01714	0.005932	0.01036	0.01577
-Neurodegenerative Diseases	Metabolism	0.06692	0.1159	0.1838	0.06033	0.1113	0.2647	0.08059	0.1467	0.3101	0.0695	0.1295	0.2815
-Cardiovascular Diseases	Metabolism	0.006636	0.008117	0.01573	0.003174	0.004454	0.01087	0.01323	0.01491	0.02578	0.00584	0.006685	0.01567
-Metabolic Diseases	Metabolism	0	0.002162	0.006848	0	0.002113	0.00617	0	6.573e-05	0.02858	0	5.74e-05	0.04074
-Infectious Diseases	Metabolism	0.08542	0.1842	0.228	0.09301	0.2413	0.254	0.06249	0.08413	0.1806	0.05486	0.07543	0.1627
Not Mapped	Metabolism	1.51	1.673	1.825	1.485	1.699	1.973	0.7656	0.8491	0.9743	0.6991	0.764	0.8547
-Not Mapped	Metabolism	1.51	1.673	1.825	1.485	1.699	1.973	0.7656	0.8491	0.9743	0.6991	0.764	0.8547
TOTAL	-Membrane Transport	172.5	252.3	443.2	212.6	270.6	541.2	294.1	429.9	588.9	271.8	474.5	626.6
MAPPED	-Membrane Transport	124.7	182.3	320.2	155.8	198.3	396.7	233	340.6	466.6	216.4	377.7	498.8
Genetic Information Processing	-Membrane Transport	48.75	71.56	127.8	67.24	85.68	171.6	88.76	137.4	181.9	81.59	150.8	199.5
-Transcription	-Membrane Transport	5.81	7.889	15.07	7.074	8.436	17.74	9.962	13.33	23.12	8.875	17.29	23.25
-Translation	-Membrane Transport	23	34.71	59.43	38.6	50.25	97.8	32.41	47.81	65.19	30.92	54.75	74.37
-Folding, Sorting and Degradation	-Membrane Transport	14.16	21.21	39.43	15.03	20.58	40.09	33.16	58.38	72.52	30.02	61.84	84.18
-DNA Maintenance	-Membrane Transport	5.784	7.754	15.09	6.533	8.178	17.4	11.42	17.03	22.5	11.36	18.62	27.61
-RNA Family	-Membrane Transport	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Membrane Transport	8.955	16.79	35.35	9.567	14.87	40.27	6.41	10.62	14.24	5.497	11.7	15.24
-Signal Transduction	-Membrane Transport	1.32	2.383	5.146	1.162	2.604	5.355	1.088	2.317	3.142	1.171	3.132	4.149
-Signaling Molecules and Interaction	-Membrane Transport	7.266	13.05	30.21	7.426	13.42	34.92	5.071	8.039	11.1	4.269	8.283	11.09
Cellular Processes	-Membrane Transport	13.49	17.87	33.59	15.67	20.22	39.4	23.52	32.73	53.85	19.4	32.83	52.98
-Hemoglobin	-Membrane Transport	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Membrane Transport	4.253	6.888	13.21	5.801	8.749	17.61	3.581	6.855	11.16	3.327	8.185	14.61
-Cytoskeleton	-Membrane Transport	5.633	8.669	15.33	4.722	8.997	15.12	11.54	16.69	29.94	9.416	14.17	24.86
-Cell Motility	-Membrane Transport	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Membrane Transport	1.023	2.469	4.657	1.006	2.684	4.041	1.355	5.29	8.067	1.226	5.83	9.255
-Cell Communication	-Membrane Transport	0.5219	1.374	2.304	0.5015	1.317	2.347	0.9775	1.965	2.689	0.9408	2.218	3.456
Metabolism	-Membrane Transport	29.06	41.41	72.03	31.79	43.2	85.05	71.72	101.1	138.8	76.45	120.1	155.7
-Membrane Transport	-Membrane Transport	1	1	1	1	1	1	1	1	1	1	1	1
-Central Carbon Metabolism	-Membrane Transport	3.157	5.918	9.908	3.39	5.801	12.1	11.92	17.83	28.14	13.92	26.57	35.24
