Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
		10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%
-Cardiovascular Diseases	-Nervous System	NaN	NaN	NaN	0	NaN	NaN	0	0.5113	NaN	0	1.839	NaN	0	0.3075	NaN	0	0.3579	NaN	0.2709	2.755	10.24	0.3264	2.053	6.483	1.336	3.762	6.448	0.6031	2.592	9.908	1.915	6.583	42.87	0.1537	3.522	8.007
-Metabolic Diseases	-Nervous System	Inf	NaN	NaN	0	NaN	NaN	0	11.38	NaN	0	53.75	NaN	0	0	NaN	0	0	NaN	0	0	1.808	0	0	2.925	0.001694	0.01174	3.002	0.0002902	0.00377	2.84	3.743e-15	0.01076	11.82	0	2.723e-10	8.216
-Infectious Diseases	-Nervous System	Inf	Inf	NaN	2.434e+08	Inf	Inf	10.42	80.64	Inf	18.92	210.4	Inf	6.589	51.35	Inf	5.171	41.92	Inf	4.233	8.126	26.35	4.369	9.722	27.02	4.452	7.976	13.56	5.316	8.323	17.96	5.112	14.47	30.6	3.815	10.55	29.39
Not Mapped	-Nervous System	Inf	Inf	Inf	3.507e+09	Inf	Inf	500.6	2307	Inf	491.9	1771	Inf	235	1734	Inf	218.6	1061	Inf	37.87	64.79	185.4	37.51	63.08	182.5	69.6	106.1	186.6	66.49	106.9	190.9	61.07	96.05	198.2	38.16	56.03	156
-Not Mapped	-Nervous System	Inf	Inf	Inf	3.507e+09	Inf	Inf	500.6	2307	Inf	491.9	1771	Inf	235	1734	Inf	218.6	1061	Inf	37.87	64.79	185.4	37.51	63.08	182.5	69.6	106.1	186.6	66.49	106.9	190.9	61.07	96.05	198.2	38.16	56.03	156
TOTAL	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	2640	Inf	Inf	9243	Inf	Inf	3753	Inf	Inf	3469	Inf	Inf	1528	55940	Inf	2829	41710	Inf	1245	5949	5603000	962.2	5072	29740000	4834	11850	195600	593.1	91370	5.122e+12
MAPPED	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	2309	Inf	Inf	8509	Inf	Inf	3206	Inf	Inf	2969	Inf	Inf	1258	46050	Inf	2344	34550	Inf	1009	4823	4542000	778.6	4104	24060000	4199	10300	169900	531.6	81900	4.591e+12
Genetic Information Processing	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	948.8	Inf	Inf	3036	Inf	Inf	1283	Inf	Inf	1030	Inf	Inf	538.5	19280	Inf	984.7	14180	Inf	456.8	2128	2122000	332.6	1751	10630000	1379	3214	57000	203.4	32030	1.835e+12
-Transcription	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	9.939	Inf	Inf	26.95	Inf	Inf	22.54	Inf	Inf	18.21	Inf	Inf	64.39	2255	Inf	105.8	1582	Inf	52.29	246.7	265800	31.99	171.3	1159000	163.7	387.7	6809	21.41	3744	1.874e+11
-Translation	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	619.3	Inf	Inf	1878	Inf	Inf	841.7	Inf	Inf	667.8	Inf	Inf	173.9	6297	Inf	308	4612	Inf	189.6	895.7	878200	131.9	694.2	4222000	354.7	921.4	15630	81.66	12800	7.177e+11
-Folding, Sorting and Degradation	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	268.6	Inf	Inf	1069	Inf	Inf	350.7	Inf	Inf	283.3	Inf	Inf	232.5	8231	Inf	406.9	6029	Inf	144.9	681.6	699700	115.9	613.1	3826000	562	1300	23620	80.25	13250	7.448e+11
-DNA Maintenance	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	37.36	Inf	Inf	69.72	Inf	Inf	50.22	Inf	Inf	43.45	Inf	Inf	81.13	2691	Inf	144.3	2027	Inf	63.97	272.3	361100	46.65	259.4	1855000	248.8	558.8	12950	20.26	3826	2.018e+11
-RNA Family	-Sensory System	NaN	NaN	NaN	Inf	Inf	Inf	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	0	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	17.27	Inf	Inf	57.02	Inf	Inf	18.88	Inf	Inf	15.2	Inf	Inf	34.24	1130	Inf	53.91	807.7	Inf	29.59	135.2	187500	24.43	135	933200	87.1	207.1	3609	13.25	2637	1.192e+11
-Signal Transduction	-Sensory System	Inf	NaN	NaN	Inf	Inf	Inf	3.586	Inf	Inf	13.32	Inf	Inf	8.862	Inf	Inf	7.806	Inf	Inf	11.21	366.4	Inf	18.41	304	Inf	6.381	28.24	55120	5.404	38.33	322400	28.5	71.13	1224	2.139	517.4	2.007e+10
-Signaling Molecules and Interaction	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	14.33	Inf	Inf	40.42	Inf	Inf	9.115	Inf	Inf	7.376	Inf	Inf	22.89	763.5	Inf	35.47	517.2	Inf	22.08	91.4	132400	17.29	92.02	656800	59.07	137.8	2355	10.98	1982	9.912e+10
Cellular Processes	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	33.61	Inf	Inf	131.8	Inf	Inf	99.13	Inf	Inf	93.25	Inf	Inf	151	5657	Inf	256.9	3918	Inf	160.9	705.9	725600	151	811.2	4990000	1344	3452	59740	116	19960	1.038e+12
-Hemoglobin	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	0	NaN	0	0	NaN	0.001006	0.004639	9.259	0.002513	0.01338	78.43	0	0	0	0.003441	0.7336	29580000
-Vesicular Transport	-Sensory System	NaN	NaN	NaN	Inf	NaN	NaN	5.52	Inf	Inf	28.64	Inf	Inf	14.18	Inf	Inf	13.87	Inf	Inf	29.49	1217	Inf	55.37	1006	Inf	16.7	57.64	86200	14.28	68.76	531100	41.81	174.3	2856	10.54	904.6	7.964e+10
-Cytoskeleton	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	7.772	Inf	Inf	50	Inf	Inf	6.478	Inf	Inf	6.642	Inf	Inf	79.51	3170	Inf	121.2	2047	Inf	113.3	501.1	520600	103.1	574.3	3522000	1077	2531	47360	92.54	15230	8.47e+11
-Cell Motility	-Sensory System	NaN	NaN	NaN	Inf	Inf	Inf	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	0	NaN	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	19.95	Inf	Inf	56.91	Inf	Inf	75.75	Inf	Inf	66.49	Inf	Inf	24.27	757.8	Inf	43.46	569.8	Inf	14.01	64.09	72780	12.68	62.96	439200	59.05	145.1	2541	6.888	1319	6.549e+10
-Cell Communication	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	20.31	635	Inf	27.6	537.4	Inf	12.98	66.92	85710	15.39	77.69	850700	117.2	308.9	10990	5.86	1102	8.488e+10
Metabolism	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	1206	Inf	Inf	4973	Inf	Inf	1675	Inf	Inf	1712	Inf	Inf	416.5	15360	Inf	863.1	12470	Inf	256.2	1216	1156000	180.1	944.5	5766000	990.1	2465	41200	155.6	25680	1.409e+12
-Membrane Transport	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	22	Inf	Inf	36.49	Inf	Inf	40.87	Inf	Inf	24.03	Inf	Inf	3.616	165.4	Inf	5.96	91.95	Inf	3.655	17	23170	1.753	11.68	85880	6.371	16.1	273.6	0.4004	67.4	3.589e+09
-Central Carbon Metabolism	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	317.7	Inf	Inf	1225	Inf	Inf	506.5	Inf	Inf	434	Inf	Inf	131.9	4538	Inf	278.4	3905	Inf	53.85	267.2	324700	44.77	221.2	1681000	326.2	808.9	13760	73.25	13280	6.904e+11
-Energy Metabolism	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	53.25	Inf	Inf	326.8	Inf	Inf	72	Inf	Inf	69.4	Inf	Inf	29.44	2219	Inf	43.43	1637	Inf	12.91	50.01	99550	7.285	36.42	454000	21.95	76.29	1370	5.197	488.7	3.528e+10
-Biosynthesis	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	307.9	Inf	Inf	1486	Inf	Inf	433.7	Inf	Inf	540.5	Inf	Inf	79.21	3185	Inf	139.3	2571	Inf	59.78	284.5	333300	40.61	231	1580000	255.7	592.5	10960	24.9	4201	2.57e+11
-Other Enzymes	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	367.6	Inf	Inf	1626	Inf	Inf	464.6	Inf	Inf	529.3	Inf	Inf	185.5	6011	Inf	337.1	4834	Inf	109.6	488	553400	77.36	389.9	2716000	345.6	942.1	16440	52.27	8144	4.509e+11
Organismal Systems	-Sensory System	NaN	NaN	NaN	Inf	Inf	NaN	5.897	Inf	Inf	26.19	Inf	Inf	9.544	Inf	Inf	9.281	Inf	Inf	64.48	2589	Inf	106.8	1751	Inf	30.77	130.1	179200	27.39	135.3	1074000	124.2	324.1	6381	13.36	2419	1.525e+11
-Immune System	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	1.572	Inf	Inf	7.257	Inf	Inf	1.872	Inf	Inf	2.031	Inf	Inf	28.98	1207	Inf	57.44	899.7	Inf	9.091	35.9	72540	7.121	43.49	380700	32.71	105.3	1983	3.651	618.3	3.152e+10
-Endocrine System	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	0.02235	Inf	Inf	0.1949	Inf	Inf	0.1168	Inf	Inf	0	Inf	Inf	11.2	391.2	Inf	12.56	198.4	Inf	3.15	19.14	47110	3.205	16.96	244600	6.306	22.48	2164	1.733	327.7	2.686e+10
-Circulatory System	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	2.947	85.7	Inf	4.212	56.06	Inf	3.536	13.23	24620	4.255	24.84	167600	8.086	24.18	471.7	0.451	115.3	6.364e+09
-Digestive System	-Sensory System	NaN	NaN	NaN	Inf	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	1.164	187.1	Inf	1.767	145.8	Inf	4.156	19.96	33440	2.871	15.95	122100	15.2	52.51	851.5	0.862	153.2	1.168e+10
-Excretory System	-Sensory System	NaN	NaN	NaN	Inf	NaN	NaN	0.5437	Inf	Inf	3.189	Inf	Inf	1.95	Inf	Inf	2.334	Inf	Inf	6.545	437.8	Inf	9.76	269	Inf	2.861	14.47	49950	2.991	17.54	373700	7.057	55.57	1516	2.106	300	1.213e+10
-Nervous System	-Sensory System	NaN	NaN	NaN	Inf	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	4.124	132.4	Inf	5.789	109.6	Inf	1.509	8.961	13150	1.288	9.932	87530	5.025	18.12	334.1	0.7268	91.06	1.034e+10
-Sensory System	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	1	NaN	1	1	NaN	1	1	1	1	1	1	1	1	1	1	1	1
-Development	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	2.488	67.5	Inf	3.381	43.99	Inf	1.093	7.678	5896	1.229	6.857	41380	10.64	23.45	469.9	0.6246	117.1	8.526e+09
-Environmental Adaptation	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	187.9	NaN	0	115.5	NaN	0.007414	0.7433	18140	0.0199	0.5849	87190	0.1709	0.8703	38.56	0.0595	6.008	5.445e+08
Human Diseases	-Sensory System	Inf	Inf	NaN	Inf	Inf	Inf	26.13	Inf	Inf	143.5	Inf	Inf	44.16	Inf	Inf	46.95	Inf	Inf	102.8	4059	Inf	169.3	2691	Inf	71.82	272.8	390000	50.98	231.5	2030000	289.5	728.7	12050	24.73	4057	2.355e+11
-Cancers	-Sensory System	Inf	NaN	NaN	Inf	Inf	NaN	1.119	Inf	Inf	7.617	Inf	Inf	1.048	Inf	Inf	0.9002	Inf	Inf	10.79	381.6	Inf	17.77	380.4	Inf	7.683	31.09	47270	5.574	36.77	232300	18.72	52.7	1083	1.72	282.6	2.142e+10
-Immune System Diseases	-Sensory System	NaN	NaN	NaN	Inf	Inf	NaN	0.3356	Inf	Inf	4.208	Inf	Inf	10.52	Inf	Inf	10.65	Inf	Inf	4.316	217.3	Inf	6.702	152.5	Inf	9.894	45.78	97370	5.666	34.06	379400	3.15	11.78	229.8	4.352	527	2.903e+10
-Neurodegenerative Diseases	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	9.749	Inf	Inf	44.2	Inf	Inf	14.29	Inf	Inf	18.22	Inf	Inf	30.85	2258	Inf	56.41	1456	Inf	19.59	54.25	127600	11.01	58.41	582500	52.55	179	2571	4.736	622.3	4.083e+10
-Cardiovascular Diseases	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	7.621	358.2	Inf	7.335	151.5	Inf	7.1	22.78	61250	3.619	22.16	477300	19.94	240.7	5773	2.11	299	3.581e+10
-Metabolic Diseases	-Sensory System	Inf	NaN	NaN	Inf	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	NaN	NaN	0	NaN	NaN	0	239.4	NaN	0	313.3	NaN	0.008433	0.8576	1670	0.0009592	0.5667	520.2	4.677e-14	0.7844	237.5	0	0.1856	3082
-Infectious Diseases	-Sensory System	Inf	Inf	NaN	Inf	Inf	Inf	7.533	Inf	Inf	48.32	Inf	Inf	14.24	Inf	Inf	11.93	Inf	Inf	37.06	947.4	Inf	72.95	699.8	Inf	15.66	56.49	124200	13.41	57.1	648700	63.37	211.4	4245	8.536	1375	1.193e+11
Not Mapped	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	330.9	Inf	Inf	733.8	Inf	Inf	547.5	Inf	Inf	500.3	Inf	Inf	270.1	9889	Inf	485.8	7162	Inf	235.7	1126	1061000	183.6	967.9	5675000	634.3	1555	25670	61.5	9475	5.311e+11
-Not Mapped	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	330.9	Inf	Inf	733.8	Inf	Inf	547.5	Inf	Inf	500.3	Inf	Inf	270.1	9889	Inf	485.8	7162	Inf	235.7	1126	1061000	183.6	967.9	5675000	634.3	1555	25670	61.5	9475	5.311e+11
TOTAL	-Development	Inf	Inf	Inf	Inf	Inf	Inf	5312	Inf	Inf	2389	Inf	Inf	3849	Inf	Inf	3525	Inf	Inf	358.2	828.8	1497	398.2	828.5	1464	302.7	1012	1393	259.1	769.9	1030	215.6	531.2	619.1	69.7	951.1	1202
MAPPED	-Development	Inf	Inf	Inf	Inf	Inf	Inf	4646	Inf	Inf	2200	Inf	Inf	3288	Inf	Inf	3017	Inf	Inf	294.9	682.2	1232	329.8	686.3	1212	245.4	820.2	1129	209.6	623	833.6	187.3	461.5	537.9	62.47	852.5	1077
Genetic Information Processing	-Development	Inf	Inf	Inf	Inf	Inf	Inf	1963	Inf	Inf	794.5	Inf	Inf	1372	Inf	Inf	1074	Inf	Inf	125.9	284.2	513.3	136.5	276	502.2	111.1	371.7	501.2	88.67	264.2	364.4	58.81	145.5	172.8	24.2	326.8	411.8
-Transcription	-Development	Inf	Inf	Inf	Inf	Inf	Inf	31.79	Inf	Inf	8.053	Inf	Inf	23.9	Inf	Inf	18.12	Inf	Inf	14.48	34.04	61.51	15.34	31.55	57.42	12.86	42.81	59.34	8.633	26.06	36.02	7.199	17.48	21.14	2.552	34.76	43.41
-Translation	-Development	Inf	Inf	Inf	Inf	Inf	Inf	1264	Inf	Inf	485.9	Inf	Inf	883	Inf	Inf	695.3	Inf	Inf	39.17	91.27	160.4	42.87	88.21	158.7	46.66	154.2	209.5	36.59	105.8	142.9	16.65	39.81	45.94	9.636	131.6	165.8
-Folding, Sorting and Degradation	-Development	Inf	Inf	Inf	Inf	Inf	Inf	595.8	Inf	Inf	283.3	Inf	Inf	406	Inf	Inf	308	Inf	Inf	53.3	119.1	208.4	57.08	114.4	206.6	35.49	120.3	162.3	32.08	92.47	127.1	22.66	57.95	72.25	9.208	129.8	159.4
-DNA Maintenance	-Development	Inf	Inf	Inf	Inf	Inf	Inf	85.38	Inf	Inf	18.15	Inf	Inf	54.51	Inf	Inf	43.96	Inf	Inf	18.76	41.1	72.3	21.17	41.94	74.45	16.37	54.81	76.98	13.4	36.81	56.74	11.12	26.76	36.86	2.59	32.91	42.36
-RNA Family	-Development	NaN	NaN	NaN	Inf	Inf	Inf	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Development	Inf	Inf	Inf	Inf	Inf	Inf	44.11	Inf	Inf	16.2	Inf	Inf	20.83	Inf	Inf	15.55	Inf	Inf	6.644	16.12	30.08	7.008	15.84	28.7	6.977	24.04	37.92	6.375	18.59	28.29	3.776	9.005	12.07	1.682	23.84	32.24
-Signal Transduction	-Development	Inf	NaN	NaN	Inf	Inf	Inf	13.7	Inf	Inf	5.629	Inf	Inf	10.37	Inf	Inf	7.844	Inf	Inf	1.785	4.618	9.098	2.241	4.957	11.21	1.872	6.295	11.21	1.778	5.301	8.344	1.3	2.852	4.444	0.4052	4.232	10.77
-Signaling Molecules and Interaction	-Development	Inf	Inf	Inf	Inf	Inf	Inf	29.56	Inf	Inf	10.57	Inf	Inf	10.7	Inf	Inf	7.759	Inf	Inf	4.812	11.31	20.94	4.767	9.858	17.84	4.895	17.18	26.25	4.523	13.34	19.15	2.51	6.033	8.18	1.298	17.27	22.52
Cellular Processes	-Development	Inf	Inf	Inf	Inf	Inf	Inf	83.49	Inf	Inf	39.5	Inf	Inf	118.6	Inf	Inf	100.6	Inf	Inf	34.59	82.19	140.2	32.28	71.82	130	39.32	130.5	177.6	41.54	121.5	164.4	61.75	142.8	175.6	13.1	184.6	225.4
-Hemoglobin	-Development	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	0	0	0	0	0	0.0002478	0.0009059	0.001865	0.0006761	0.002006	0.002683	0	0	0	0.000408	0.005851	0.01568
-Vesicular Transport	-Development	NaN	NaN	NaN	Inf	NaN	NaN	25.34	Inf	Inf	10.62	Inf	Inf	18.05	Inf	Inf	13.03	Inf	Inf	6.327	16.24	27.25	6.686	16.9	27.69	4.654	13.11	19.28	4.277	11.14	16.89	2.915	5.928	13.28	1.14	9.74	21.7
-Cytoskeleton	-Development	Inf	Inf	Inf	Inf	Inf	Inf	16.2	Inf	Inf	12.13	Inf	Inf	7.035	Inf	Inf	6.399	Inf	Inf	16.16	42.46	73.45	13.38	34.46	58.97	27.3	93.26	125.4	28.49	85.11	116.9	45.12	111.7	139.1	10.39	150.5	182.9
-Cell Motility	-Development	NaN	NaN	NaN	Inf	Inf	Inf	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Development	Inf	Inf	Inf	Inf	Inf	Inf	43.65	Inf	Inf	15.89	Inf	Inf	92.13	Inf	Inf	73.29	Inf	Inf	5.08	12.87	21.79	5.353	12.57	22.06	3.552	11.83	16.95	3.498	10.22	14.43	2.476	5.924	11.69	0.8206	11.25	14.62
-Cell Communication	-Development	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0.254	Inf	NaN	0.205	Inf	NaN	4.041	9.026	22.53	4.609	8.614	21.27	3.479	11.05	16.57	4.495	13.13	23.67	5.163	10.77	35.91	0.8206	9.377	17.15
Metabolism	-Development	Inf	Inf	Inf	Inf	Inf	Inf	2498	Inf	Inf	1300	Inf	Inf	1767	Inf	Inf	1791	Inf	Inf	96.05	220	386.6	108.4	234.6	416.7	61.23	207	280.6	49.12	144.9	197.9	44.51	108.2	129.4	18.5	250.2	316.3
-Membrane Transport	-Development	Inf	Inf	Inf	Inf	Inf	Inf	46.33	Inf	Inf	9.418	Inf	Inf	35.67	Inf	Inf	21.02	Inf	Inf	0.7559	1.932	4.024	0.6197	1.578	3.167	0.9561	2.834	4.394	0.6144	1.476	2.175	0.3094	0.6927	0.8945	0.05237	0.5464	0.9082
-Central Carbon Metabolism	-Development	Inf	Inf	Inf	Inf	Inf	Inf	807.1	Inf	Inf	374.8	Inf	Inf	626.8	Inf	Inf	474.9	Inf	Inf	28.09	70.61	118.8	39.52	80.07	140.1	14.12	48.84	66.76	12.51	37.07	49.93	14.18	34.65	42.87	8.497	121.5	149.6
-Energy Metabolism	-Development	Inf	Inf	Inf	Inf	Inf	Inf	141	Inf	Inf	84.49	Inf	Inf	79.53	Inf	Inf	68.76	Inf	Inf	4.629	10.7	28.16	5.118	10.65	27.52	4.088	10.77	17.2	2.801	5.957	9.995	1.317	2.626	5.325	1.267	5.539	23.26
-Biosynthesis	-Development	Inf	Inf	Inf	Inf	Inf	Inf	715.5	Inf	Inf	419.2	Inf	Inf	502.5	Inf	Inf	561.4	Inf	Inf	15.74	38.81	72.83	19.39	41.62	76.48	16.65	48.75	69.64	12.31	32.96	45.94	12.83	24.78	36.15	3.369	40.2	53.22
-Other Enzymes	-Development	Inf	Inf	Inf	Inf	Inf	Inf	868	Inf	Inf	415.7	Inf	Inf	542.9	Inf	Inf	629.6	Inf	Inf	40.22	94.94	170.2	44.73	98.69	182.7	25.59	89.57	127.3	20.83	62.57	88.36	17.33	41.09	51.61	6.172	77.93	112.6
Organismal Systems	-Development	NaN	NaN	NaN	Inf	Inf	NaN	16	Inf	Inf	8.525	Inf	Inf	11.63	Inf	Inf	9.586	Inf	Inf	13.72	30.86	52.34	14.21	28.7	51.5	9.047	27.13	40.03	8.543	22.94	31.61	6.148	13.36	22.61	2.413	21.33	33.84
-Immune System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	4.05	Inf	Inf	2.539	Inf	Inf	2.995	Inf	Inf	2.916	Inf	Inf	6.318	15.36	27.35	6.623	15.81	27.16	2.532	8.023	13.47	2.115	6.019	10.53	1.572	4.463	7.778	0.4328	5.9	19.17
-Endocrine System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	0.08458	Inf	Inf	0.0629	Inf	Inf	0.1721	Inf	Inf	0.1093	Inf	NaN	2.402	5.663	10.41	1.416	3.549	8.111	0.9794	2.659	10.31	1.054	2.754	7.667	0.3431	0.711	11.03	0.2437	3.044	5.559
-Circulatory System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	NaN	NaN	0	NaN	NaN	0.5194	1.27	2.399	0.4884	1.226	2.303	0.893	3.114	4.971	1.183	3.651	5.208	0.4042	0.978	1.663	0.2594	0.8877	4.369
-Digestive System	-Development	NaN	NaN	NaN	Inf	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0.3666	Inf	NaN	0.253	Inf	NaN	0.2511	0.8161	3.007	0.2313	0.7217	3.315	1.162	4.057	7.573	0.7774	2.61	4.313	0.8283	1.965	2.696	0.1053	1.431	2.366
-Excretory System	-Development	NaN	NaN	NaN	Inf	NaN	NaN	1.094	Inf	Inf	1.306	Inf	Inf	1.898	Inf	Inf	1.805	Inf	Inf	1.079	3.641	8.724	1.012	3.177	7.587	0.7464	2.976	5.995	0.8868	3.132	6.876	0.3929	1.401	7.225	0.2533	2.53	6.387
-Nervous System	-Development	NaN	NaN	NaN	Inf	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0.2907	Inf	NaN	0.205	Inf	NaN	0.5355	2.023	4.401	0.558	1.923	4.013	0.4738	1.749	3.016	0.3721	1.261	2.287	0.2802	0.6088	1.142	0.1212	1.146	2.647
-Sensory System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0.2483	Inf	NaN	0.08792	Inf	NaN	0	0	0.3897	0	0	0.2913	0	0.1258	0.9099	0	0.1451	0.8126	0.002122	0.03949	0.09295	9.73e-11	0.008358	1.573
-Development	-Development	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Environmental Adaptation	-Development	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	NaN	NaN	0	NaN	NaN	0	0.1436	0.866	0	0.1533	0.5348	0.002377	0.1886	1.776	0.002177	0.1696	1.632	0.008744	0.03228	0.6708	0.005901	0.08859	1.476
Human Diseases	-Development	Inf	Inf	NaN	Inf	Inf	Inf	73.11	Inf	Inf	39.15	Inf	Inf	45.35	Inf	Inf	46.29	Inf	Inf	24.11	54.49	102.6	21.96	50.5	95.99	18.03	56.61	78	14.38	39.89	53.79	13.58	29.81	51.14	2.971	36.72	55.62
-Cancers	-Development	Inf	NaN	NaN	Inf	Inf	NaN	2.564	Inf	Inf	1.249	Inf	Inf	1.556	Inf	Inf	1.297	Inf	Inf	2.141	5.978	12.04	2.365	6.03	11.38	2.286	5.814	9.543	1.972	4.416	7.277	1.141	2.283	3.723	0.273	2.753	4.255
-Immune System Diseases	-Development	NaN	NaN	NaN	Inf	Inf	NaN	1.46	Inf	Inf	1.373	Inf	Inf	10.59	Inf	Inf	9.582	Inf	Inf	1.017	2.266	4.832	0.917	2.071	4.089	3.135	9.573	19.86	1.937	5.746	10.52	0.2053	0.4824	0.8236	0.4536	5.407	9.635
-Neurodegenerative Diseases	-Development	NaN	NaN	NaN	NaN	NaN	NaN	26.74	Inf	Inf	14.48	Inf	Inf	15.75	Inf	Inf	17.27	Inf	Inf	5.918	18.07	42.12	4.431	16.73	37.6	5.13	15.58	22.95	3.457	9.655	14.96	2.627	6.755	11.62	0.5593	6.891	11.55
-Cardiovascular Diseases	-Development	NaN	NaN	NaN	NaN	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	NaN	NaN	0	NaN	NaN	0.669	5.332	14.5	0.6052	2.803	11.89	1.745	6.045	11.36	0.8211	3.149	13.71	1.019	3.841	27.9	0.2287	3.322	11.13
-Metabolic Diseases	-Development	Inf	NaN	NaN	Inf	NaN	NaN	0	Inf	NaN	0	Inf	NaN	0	NaN	NaN	0	NaN	NaN	0	0	3.596	0	0	6.232	0.001991	0.02156	4.978	0.000279	0.003723	3.589	2.256e-15	0.007952	8.205	0	2.403e-10	9.338
