KO number	eco WeiLi old	eco WeiLi complete	eco WeiLi minimal	eco WeiLi without methionine
K09659	NaN	NaN	NaN	NaN
K06316	NaN	NaN	NaN	NaN
K07252	NaN	NaN	NaN	NaN
K01231	NaN	NaN	NaN	NaN
K05531	NaN	NaN	NaN	NaN
K05532	NaN	NaN	NaN	NaN
K05533	NaN	NaN	NaN	NaN
K14459	NaN	NaN	NaN	NaN
K01793	NaN	NaN	NaN	NaN
K08107	NaN	NaN	NaN	NaN
K08110	NaN	NaN	NaN	NaN
K04520	NaN	NaN	NaN	NaN
K08122	NaN	NaN	NaN	NaN
K08132	NaN	NaN	NaN	NaN
K08133	NaN	NaN	NaN	NaN
K03860	NaN	NaN	NaN	NaN
K03434	NaN	NaN	NaN	NaN
K01127	NaN	NaN	NaN	NaN
K07541	NaN	NaN	NaN	NaN
K05285	NaN	NaN	NaN	NaN
K05288	NaN	NaN	NaN	NaN
K05289	NaN	NaN	NaN	NaN
K05290	NaN	NaN	NaN	NaN
K05291	NaN	NaN	NaN	NaN
K05292	NaN	NaN	NaN	NaN
K05293	NaN	NaN	NaN	NaN
K05294	NaN	NaN	NaN	NaN
K05310	NaN	NaN	NaN	NaN
K00677	7484816	666790	197548	201216
K02535	19321140	1770830	867420	1150765
K02536	22322201	1440725	334862	899217
K03269	855840	51360	16320	29520
K00912	1432376	86592	18696	32800
K01627	21519816	1833504	737264	1052788
K03270	1961780	187436	58844	134232
K00979	9569080	836752	222952	327608
K02517	3309084	287028	51408	136476
K02560	3424446	254201	101745	148257
K03271	6626496	798528	316800	437952
K03272	27359766	1337031	308142	719316
K03273	2532510	256500	100700	231040
K03274	36349360	2681810	649140	1433750
K02850	1170010	98210	25990	46690
K02848	1046220	72080	20405	36835
K02847	3048500	157850	82600	32550
K12973	37386	2976	1116	8.9
K12974	166952	8856	1968	8528
K03760	3390853	181604	68922	8.9
K12975	1137668	53382	14924	13776
K08280	3646650	356300	128450	212800
K13008	4356455	148915	43055	37920
K05789	31734625	2016950	466050	816075
K13014	98700	2450	13650	8.9
K12962	5250	350	3500	8.9
K12963	11200	1050	6300	8.9
K06153	8638036	600479	90112	241549
K01000	5923440	318600	75600	102960
K03980	4641350	235900	27300	65100
K05515	5248203	205092	48108	93684
K05362	NaN	NaN	NaN	NaN
K11693	NaN	NaN	NaN	NaN
K11694	NaN	NaN	NaN	NaN
K11695	NaN	NaN	NaN	NaN
K01191	179200	6300	4200	1400
K12312	NaN	NaN	NaN	NaN
K01227	NaN	NaN	NaN	NaN
K01206	NaN	NaN	NaN	NaN
K06920	7643300	691250	155050	351750
K10026	4547900	391650	75250	220150
K03147	226529	9465	1484112	3155
K00877	NaN	NaN	NaN	NaN
K00941	120498	8246	200564	2660
K03149	52480	3840	384512	2304
K03150	63336	4147	319696	8.9
K00878	115280	10218	256236	4978
K00788	22999	1266	252989	8.9
K00946	2003950	159900	49725	75075
K07251	407712	9590	7946	6850
K00949	NaN	NaN	NaN	NaN
K05307	NaN	NaN	NaN	NaN
K01497	3718316	456288	110348	227556
K14652	NaN	NaN	NaN	NaN
K11752	3739730	226439	102026	157076
K14654	NaN	NaN	NaN	NaN
K14655	NaN	NaN	NaN	NaN
K02858	6146091	677908	198772	746263
K00794	15524808	1703988	417612	769860
K00793	5009334	485427	228336	377649
K00861	NaN	NaN	NaN	NaN
K11753	3732212	225360	72929	136155
K00953	NaN	NaN	NaN	NaN
K01078	NaN	NaN	NaN	NaN
K03788	704058	74254	16802	44986
K14394	NaN	NaN	NaN	NaN
K14379	NaN	NaN	NaN	NaN
K14395	NaN	NaN	NaN	NaN
K14410	NaN	NaN	NaN	NaN
K00299	8022	382	2292	3629
K05368	6247662	585296	176847	231369
K05901	NaN	NaN	NaN	NaN
K00275	1807220	257240	146496	132762
K00868	7904014	605070	258654	336808
K13248	NaN	NaN	NaN	NaN
K05275	NaN	NaN	NaN	NaN
K03472	3004896	218655	90174	176619
K03473	11494224	715554	277074	529200
K00097	1340346	90475	44744	55930
K03474	4240593	646100	369950	512050
K06215	NaN	NaN	NaN	NaN
K08681	NaN	NaN	NaN	NaN
K03517	22823578	1565317	471573	1287023
K00767	3237003	318384	138105	175527
K00541	NaN	NaN	NaN	NaN
K08281	3202656	293679	85629	141912
K00763	14524000	969600	415200	524000
K06210	NaN	NaN	NaN	NaN
K00969	564024	67734	21300	38553
K01950	NaN	NaN	NaN	NaN
K03462	NaN	NaN	NaN	NaN
K10524	NaN	NaN	NaN	NaN
K00322	7835324	393770	229272	325734
K00323	NaN	NaN	NaN	NaN
K00324	19390710	966960	3119160	1031730
K00325	11125422	537768	1252944	218526
K00858	783144	63656	50516	46720
K00606	20912760	2079792	754776	1431144
K00077	2499144	206150	71750	134050
K00867	3465572	322320	103332	142200
K09680	NaN	NaN	NaN	NaN
K01922	NaN	NaN	NaN	NaN
K01598	NaN	NaN	NaN	NaN
K13038	6327916	394100	99750	179200
K02318	NaN	NaN	NaN	NaN
K00954	1510818	190959	51357	84429
K02201	NaN	NaN	NaN	NaN
K00859	639836	58298	27398	29046
K00997	311472	46872	17892	12474
K06133	774540	92430	24375	38805
K08682	308607	36670	24318	25669
K08069	NaN	NaN	NaN	NaN
K01935	5789964	541152	158805	688665
K01012	22766108	1712008	310708	2711602
K01942	NaN	NaN	NaN	NaN
K01435	NaN	NaN	NaN	NaN
K03644	48383688	3826320	353421	1829379
K03801	2185167	208740	57723	92868
K03800	2066194	164944	61516	109850
K10105	NaN	NaN	NaN	NaN
K01495	7794420	1034076	2003328	1799088
K13939	NaN	NaN	NaN	NaN
K01633	792878	122976	19642	61854
K00950	521520	42771	27348	37047
K00796	4339134	321198	97290	203040
K13941	NaN	NaN	NaN	NaN
K01930	NaN	NaN	NaN	NaN
K11754	11610486	615276	144324	314390
K01737	5576900	953400	126000	630350
K00072	NaN	NaN	NaN	NaN
K00357	NaN	NaN	NaN	NaN
K01665	2722530	164439	56172	82899
K01664	511071	71060	14960	36278
K13950	NaN	NaN	NaN	NaN
K02619	348624	22058	20175	41157
K00515	NaN	NaN	NaN	NaN
K11151	NaN	NaN	NaN	NaN
K11152	NaN	NaN	NaN	NaN
K11153	NaN	NaN	NaN	NaN
K11158	NaN	NaN	NaN	NaN
K07249	NaN	NaN	NaN	NaN
K07411	NaN	NaN	NaN	NaN
K09516	NaN	NaN	NaN	NaN
K02492	1545346	96558	48070	40964
K01698	14873868	1174824	354132	614628
K01749	5488768	354003	100786	330528
K01719	803190	33456	23616	42312
K02496	6354810	399288	213399	277851
K02302	3852967	196053	60324	98255
K00589	NaN	NaN	NaN	NaN
K02304	NaN	NaN	NaN	NaN
K01599	9707742	749772	219834	381612
K00228	928993	66079	25415	33488
K02495	8055876	516141	176807	221096
K00230	1185188	156203	59549	114392
K00231	NaN	NaN	NaN	NaN
K01772	2102080	152320	39680	81280
K00798	523908	50372	25480	36064
K02231	223354	18462	9412	21358
K02233	1276496	94354	36803	88179
K00768	1342301	66774	39131	72877
K02226	134844	9180	4896	9996
K04032	5607	534	267	8.9
K04035	NaN	NaN	NaN	NaN
K13606	NaN	NaN	NaN	NaN
K10960	NaN	NaN	NaN	NaN
K00510	NaN	NaN	NaN	NaN
K00214	NaN	NaN	NaN	NaN
K01764	NaN	NaN	NaN	NaN
K02217	6566175	1002705	448635	639540
K13624	NaN	NaN	NaN	NaN
K00522	NaN	NaN	NaN	NaN
K03181	480150	59235	22935	32835
K03179	5326430	325090	80040	187050
K03182	12430467	604352	146615	458234
K03186	443583	50652	23436	38934
K03688	2779140	110292	39312	71526
K00568	6679920	491280	211680	370560
K03185	1990184	115640	51744	95648
K03183	10034227	908118	308479	694517
K03184	5552200	303807	128639	193545
K00591	NaN	NaN	NaN	NaN
K06126	NaN	NaN	NaN	NaN
K06127	NaN	NaN	NaN	NaN
K06134	NaN	NaN	NaN	NaN
K02552	1365408	71115	28877	30170
K02361	239765	17380	23700	4740
K02551	2101124	92296	24464	34472
K08680	256200	17150	4900	2450
K02549	2907200	189760	47040	88000
K14759	NaN	NaN	NaN	NaN
K01911	1792274	86592	17138	33825
K01661	12236760	1107795	351975	551190
K02548	3704624	287980	49280	95480
K12501	NaN	NaN	NaN	NaN
K00787	NaN	NaN	NaN	NaN
K00795	3435809	284050	87906	191659
K13789	NaN	NaN	NaN	NaN
K00804	NaN	NaN	NaN	NaN
K00805	NaN	NaN	NaN	NaN
K02523	10484903	871777	191539	359499
K12504	NaN	NaN	NaN	NaN
K12505	NaN	NaN	NaN	NaN
K00806	2453847	209990	80454	101200
K11778	NaN	NaN	NaN	NaN
K02291	NaN	NaN	NaN	NaN
K00791	2802920	148520	41080	103964
K05955	NaN	NaN	NaN	NaN
K05954	NaN	NaN	NaN	NaN
K01662	11001900	466240	190960	261640
K00099	4923260	307654	48556	148454
K00991	1090320	114460	29028	74104
K00919	1840915	145179	63109	63675
K01770	1570284	198591	70755	139443
K03526	8089884	624216	251100	434496
K03527	6863836	500860	129244	229732
K00938	NaN	NaN	NaN	NaN
K01597	NaN	NaN	NaN	NaN
K01823	151970	20020	17472	10374
K12467	NaN	NaN	NaN	NaN
K15086	NaN	NaN	NaN	NaN
K15095	NaN	NaN	NaN	NaN
K07385	NaN	NaN	NaN	NaN
K04125	NaN	NaN	NaN	NaN
K09835	NaN	NaN	NaN	NaN
K14605	NaN	NaN	NaN	NaN
K14606	NaN	NaN	NaN	NaN
K09840	NaN	NaN	NaN	NaN
K10210	NaN	NaN	NaN	NaN
K14939	NaN	NaN	NaN	NaN
K00517	22400	1400	1050	8.9
K00973	19643013	1256384	435691	1094941
K01710	33929338	2217830	509867	1520241
K01790	6242950	687750	263200	537950
K00067	11587898	865676	247121	682367
K01252	185820	16815	17670	1710
K00216	101136	9288	8514	516
K02363	345184	17152	17688	4824
K02364	1413984	32136	32136	5356
K00083	NaN	NaN	NaN	NaN
K05277	NaN	NaN	NaN	NaN
K01757	NaN	NaN	NaN	NaN
K08081	NaN	NaN	NaN	NaN
K01044	NaN	NaN	NaN	NaN
K01066	186116	11270	5474	2898
K00622	NaN	NaN	NaN	NaN
K12154	NaN	NaN	NaN	NaN
K12156	NaN	NaN	NaN	NaN
eco_b4243	26958400	6358100	4367650	2615550
K03781	464601	19578	1481151	11295
K03782	56325344	2071104	1404288	1140800
K04564	1.2514391e+08	16809662	7130272	8305812
K03426	2005371	152401	81726	121047
K06866	11821600	2646000	1002050	2822400
eco_b1004	961800	100100	1917650	77350
K01897	8397532	390104	65208	138996
K04063	1072050	150850	1507100	180250
K01070	5673795	495765	310119	166244
K01821	319550	113050	323400	77000
K01045	NaN	NaN	NaN	NaN
K01061	709891	60256	285947	33625
K10678	5056080	459840	155040	266400
K10679	9645433	1352127	531216	985831
K10680	3203605	187610	80300	97455
K06281	3349218	155388	26859	68607
K06282	1065036	71424	8184	39060
K07416	NaN	NaN	NaN	NaN
K07420	NaN	NaN	NaN	NaN
K01253	NaN	NaN	NaN	NaN
K07414	NaN	NaN	NaN	NaN
K00569	NaN	NaN	NaN	NaN
K03927	NaN	NaN	NaN	NaN
K00046	115316	12700	4826	6096
K00069	NaN	NaN	NaN	NaN
K00076	2768280	220320	293760	249645
K00084	NaN	NaN	NaN	NaN
K00098	54880	2744	3087	343
K06221	180125	19800	165000	15675
K06222	1560882	162069	63012	79833
K08322	114582	6780	8136	3051
K13574	4692278	329954	744382	931019
K08317	685628	40906	110048	1351708
K08318	11900	350	1750	8.9
K08319	96640	5436	1812	1812
K08325	4668381	303021	119583	172215
K00138	23848	542	41192	8.9
K08324	1559250	70700	53200	70000
K00219	168000	6048	14112	8.9
K08297	251180	17860	6840	8740
K09024	14432	1476	3772	8.9
K02846	5342292	377208	297600	291648
K00355	NaN	NaN	NaN	NaN
K00344	1156750	NaN	NaN	NaN
K06879	4624800	429204	89676	250698
K09457	NaN	NaN	NaN	NaN
K07812	513450	13040	8150	15485
K05906	NaN	NaN	NaN	NaN
K07304	810052	102184	169812	94552
K07305	2623550	420453	362091	259889
K07306	733414	22792	17094	9768
K00428	198555	4185	1860	8.9
K12550	NaN	NaN	NaN	NaN
K03386	1.035247e+08	17287963	6947611	14278759
K03564	9215544	1549392	797940	813228
K11065	47753328	7975464	2849448	5207664
K13447	NaN	NaN	NaN	NaN
K07336	49725	4500	6300	675
K05916	6374412	389664	114444	276012
K04091	74295	4191	7620	4953
K09018	3820	8.9	1528	8.9
K00528	2029880	167152	122760	170624
K00537	3764137	670334	277442	298945
K04068	30954	3850	2002	770
K04069	6010364	524318	130226	171462
K00540	13323791	1106282	929446	724612
K05539	7140001	442547	84736	187346
K05540	1529565	112992	35310	40767
K05541	905972	61936	7900	19592
K08351	6587406	187257	133644	362082
K09019	2156	8.9	784	8.9
K11933	83076	5796	5152	8.9
K12136	1400	8.9	8.9	8.9
K12137	4200	8.9	8.9	8.9
K12138	3500	8.9	8.9	8.9
K12139	8750	8.9	8.9	8.9
K12140	7350	8.9	350	8.9
K12141	21350	8.9	350	8.9
K12142	43400	1400	1400	8.9
K12144	29050	700	2100	8.9
K12145	11900	1050	1400	8.9
K12957	581744	35653	111901	17297
K13979	767451	53746	785250	30712
K00554	5102295	453390	81090	174165
K03439	10306397	1040367	149853	416099
K00556	1452318	138545	43281	88394
K00557	10006440	697962	121512	316956
K03427	21627808	1136960	244800	617440
K07319	21168	1764	588	8.9
K07320	6614780	584660	291090	487630
K00573	1406704	115648	34736	53872
K00574	6833050	514010	840350	246470
K00598	91728	10080	73332	8568
K02493	718261	52076	9972	29916
K02533	8415414	984222	170004	569562
K02687	13049634	1137719	112512	502788
K03216	2397150	NaN	NaN	NaN
K03438	4218200	341600	120400	272300
K00628	NaN	NaN	NaN	NaN
K00633	37904	3502	4944	618
K00661	513681	61488	26901	22143
K00675	166071	14893	16860	6744
K02615	55338	2406	3208	401
K03818	1092	8.9	182	8.9
K03819	1458	8.9	162	8.9
K03820	4997120	226304	65536	113664
K03824	1848857	199064	67134	101202
K03825	251262	27054	18306	39366
K03826	96944	5986	2628	584
K03827	179487	22344	4998	11907
K03828	1487302	183032	53273	115063
K03829	73150	8750	75950	6300
K03830	64800	12000	3450	2250
K09994	95472	11376	18000	3744
K00684	342108	35334	25974	28782
K03669	13019650	NaN	NaN	NaN
K00773	45401625	NaN	NaN	NaN
K00881	67671	3708	2163	1236
K07559	22264	1472	1104	184
K09001	1608840	80073	55719	78966
K10710	56700	1750	1050	8.9
K11216	57400	1750	4200	8.9
K00982	7539620	200552	144738	170280
K00989	15722994	1271396	242046	477190
K13069	885958	68631	82228	36559
K02362	10240	768	1024	8.9
K05854	NaN	NaN	NaN	NaN
K07370	NaN	NaN	NaN	NaN
K08891	NaN	NaN	NaN	NaN
K08893	NaN	NaN	NaN	NaN
K08803	NaN	NaN	NaN	NaN
K08844	NaN	NaN	NaN	NaN
K08846	NaN	NaN	NaN	NaN
K08847	NaN	NaN	NaN	NaN
K08849	NaN	NaN	NaN	NaN
K08854	NaN	NaN	NaN	NaN
K08878	NaN	NaN	NaN	NaN
K12567	NaN	NaN	NaN	NaN
K13303	NaN	NaN	NaN	NaN
K13412	NaN	NaN	NaN	NaN
K12077	NaN	NaN	NaN	NaN
K00906	165886	5166	40754	3444
K05410	NaN	NaN	NaN	NaN
K06071	NaN	NaN	NaN	NaN
K07359	NaN	NaN	NaN	NaN
K02090	NaN	NaN	NaN	NaN
K02211	NaN	NaN	NaN	NaN
K08821	NaN	NaN	NaN	NaN
K08822	NaN	NaN	NaN	NaN
K08825	NaN	NaN	NaN	NaN
K02478	1781077	66434	17443	16305
K02484	494036	24408	19436	13560
K07588	2144	8.9	8.9	8.9
K02439	705348	100872	35640	65232
K11822	NaN	NaN	NaN	NaN
K07749	151840	6656	8736	5408
K08298	172125	11745	4455	2430
K01043	56028	2436	2030	8.9
K13292	6813474	439119	81189	152193
K01056	3267736	381404	78182	199820
K07188	NaN	NaN	NaN	NaN
K13806	NaN	NaN	NaN	NaN
K07313	23980	1744	2834	1744
K07314	44254	3270	1308	872
K07757	1389417	131706	98373	87262
K01104	116146	15400	11698	2800
K07817	NaN	NaN	NaN	NaN
K08296	1435315	200606	96439	136206
K13243	45150	1050	7000	8.9
K13244	1356052	87604	174846	30046
K14051	612747	23796	58829	19169
K13985	NaN	NaN	NaN	NaN
K01147	52461528	3047408	1289288	2071748
K03684	4276517	291235	33019	112784
K01150	408752	38468	1652	16520
K01153	15965478	419352	193068	350844
K01154	6046920	327888	93852	125928
K03536	1349579	230860	43197	59262
K01169	3770492	399052	125960	216544
K01185	46200	NaN	NaN	NaN
K13915	NaN	NaN	NaN	NaN
K02438	811395	30879	118260	55845
K04844	51340	755	1510	8.9
K08304	6001695	328865	104390	165345
K08305	4944256	334286	98914	79420
K08306	1874339	140728	53132	66415
K08307	6581572	343972	291088	160460
K08308	5302000	468022	146769	188462
K08309	4327950	174150	131580	125775
K01250	2241999	160476	54425	61889
K05521	560452	48764	11356	41416
K12700	2225584	186048	25840	82080
K04087	17061054	1339006	308282	526050
K04088	30376662	1611474	439112	966214
K11066	806050	49350	28700	18900
K01462	5407155	1360450	235550	786100
K11991	962446	124422	18868	36312
K12968	NaN	NaN	NaN	NaN
K01506	358144	28928	43520	33536
K10708	318150	23100	4200	6300
K01529	1095828	33708	19716	16536
K03207	2839	8.9	334	8.9
K08310	279447	42336	10584	18081
K08320	391500	51435	14445	22410
K11938	171904	13056	9520	14416
K12152	409734	58140	21114	33507
K12944	173853	27636	9588	19035
K12945	460310	62266	41065	37818
K01531	8795910	256828	56574	221806
K01534	7054284	250344	11712	13176
K01533	5643678	97578	768948	136776
K01537	NaN	NaN	NaN	NaN
K01539	NaN	NaN	NaN	NaN
K12646	NaN	NaN	NaN	NaN
K12649	NaN	NaN	NaN	NaN
K10823	NaN	NaN	NaN	NaN
K06027	NaN	NaN	NaN	NaN
K03578	31343000	782600	256100	496600
K03579	3452560	110416	32136	49440
K12647	NaN	NaN	NaN	NaN
K08313	323840	22660	18920	23540
K08314	80960	6160	3300	4180
K08321	101500	7000	12950	2450
K08299	69201	4455	3267	891
K01751	31442	1592	398	8.9
K01766	2209911	123107	28872	74185
K02431	420140	78120	101220	54880
K03534	5824	936	520	8.9
K06041	3400048	246328	154160	180072
K01854	26277189	1171956	684276	937260
K03177	6069306	479478	67196	236756
K06173	2924910	313250	42000	82250
K06175	1774760	143780	14820	36920
K06176	5804219	352141	95277	180782
K02082	61440	4224	1152	1920
K07568	6183720	484516	84728	231044
K07589	2595600	580560	256800	333480
K02182	436914	18270	4176	7308
K02558	24013522	1169920	228500	560739
K04075	3434832	211680	52704	95472
K01974	195364	10816	3718	6084
K03898	NaN	NaN	NaN	NaN
K03908	NaN	NaN	NaN	NaN
K03912	NaN	NaN	NaN	NaN
K03983	NaN	NaN	NaN	NaN
K03911	NaN	NaN	NaN	NaN
K03984	NaN	NaN	NaN	NaN
K03987	NaN	NaN	NaN	NaN
K03989	NaN	NaN	NaN	NaN
K04000	NaN	NaN	NaN	NaN
K04001	NaN	NaN	NaN	NaN
K04004	NaN	NaN	NaN	NaN
K05399	NaN	NaN	NaN	NaN
K05402	NaN	NaN	NaN	NaN
K03174	NaN	NaN	NaN	NaN
K12795	NaN	NaN	NaN	NaN
K12796	NaN	NaN	NaN	NaN
K12799	NaN	NaN	NaN	NaN
K12805	NaN	NaN	NaN	NaN
K12807	NaN	NaN	NaN	NaN
K12648	NaN	NaN	NaN	NaN
K12651	NaN	NaN	NaN	NaN
K12656	NaN	NaN	NaN	NaN
K12965	NaN	NaN	NaN	NaN
K08055	NaN	NaN	NaN	NaN
K08058	NaN	NaN	NaN	NaN
K08059	NaN	NaN	NaN	NaN
K07366	NaN	NaN	NaN	NaN
K12076	NaN	NaN	NaN	NaN
K12229	NaN	NaN	NaN	NaN
K12230	NaN	NaN	NaN	NaN
K12561	NaN	NaN	NaN	NaN
K13536	NaN	NaN	NaN	NaN
K12367	NaN	NaN	NaN	NaN
K12562	NaN	NaN	NaN	NaN
K08013	NaN	NaN	NaN	NaN
K04351	NaN	NaN	NaN	NaN
K13073	NaN	NaN	NaN	NaN
K12365	NaN	NaN	NaN	NaN
K12366	NaN	NaN	NaN	NaN
K07189	NaN	NaN	NaN	NaN
K07192	NaN	NaN	NaN	NaN
K07193	NaN	NaN	NaN	NaN
K07195	NaN	NaN	NaN	NaN
K07196	NaN	NaN	NaN	NaN
K07199	NaN	NaN	NaN	NaN
K07200	NaN	NaN	NaN	NaN
K07296	NaN	NaN	NaN	NaN
K08750	NaN	NaN	NaN	NaN
K08751	NaN	NaN	NaN	NaN
K08752	NaN	NaN	NaN	NaN
K08753	NaN	NaN	NaN	NaN
K08754	NaN	NaN	NaN	NaN
K08755	NaN	NaN	NaN	NaN
K08756	NaN	NaN	NaN	NaN
K08757	NaN	NaN	NaN	NaN
K08758	NaN	NaN	NaN	NaN
K08759	NaN	NaN	NaN	NaN
K09025	NaN	NaN	NaN	NaN
K08761	NaN	NaN	NaN	NaN
K08762	NaN	NaN	NaN	NaN
K08768	NaN	NaN	NaN	NaN
K08769	NaN	NaN	NaN	NaN
K09821	NaN	NaN	NaN	NaN
K13823	NaN	NaN	NaN	NaN
K01538	NaN	NaN	NaN	NaN
K12327	NaN	NaN	NaN	NaN
K12329	NaN	NaN	NaN	NaN
K12331	NaN	NaN	NaN	NaN
K12334	NaN	NaN	NaN	NaN
K10951	NaN	NaN	NaN	NaN
K13912	NaN	NaN	NaN	NaN
K13899	NaN	NaN	NaN	NaN
K14078	NaN	NaN	NaN	NaN
K13575	NaN	NaN	NaN	NaN
K14341	NaN	NaN	NaN	NaN
K14361	NaN	NaN	NaN	NaN
K14158	NaN	NaN	NaN	NaN
K12040	NaN	NaN	NaN	NaN
K14206	NaN	NaN	NaN	NaN
K05616	NaN	NaN	NaN	NaN
K13781	NaN	NaN	NaN	NaN
K14210	NaN	NaN	NaN	NaN
K14462	NaN	NaN	NaN	NaN
K14463	NaN	NaN	NaN	NaN
K14617	NaN	NaN	NaN	NaN
K14618	NaN	NaN	NaN	NaN
K14610	NaN	NaN	NaN	NaN
K14386	NaN	NaN	NaN	NaN
K14609	NaN	NaN	NaN	NaN
K14622	NaN	NaN	NaN	NaN
K14704	NaN	NaN	NaN	NaN
K08370	NaN	NaN	NaN	NaN
K14735	NaN	NaN	NaN	NaN
K14736	NaN	NaN	NaN	NaN
K14710	NaN	NaN	NaN	NaN
K14688	NaN	NaN	NaN	NaN
K14686	NaN	NaN	NaN	NaN
K14737	NaN	NaN	NaN	NaN
K14738	NaN	NaN	NaN	NaN
K14739	NaN	NaN	NaN	NaN
K07213	NaN	NaN	NaN	NaN
K12462	NaN	NaN	NaN	NaN
K13358	NaN	NaN	NaN	NaN
K14757	NaN	NaN	NaN	NaN
K13576	NaN	NaN	NaN	NaN
K13577	NaN	NaN	NaN	NaN
K13627	NaN	NaN	NaN	NaN
K14990	NaN	NaN	NaN	NaN
K11828	NaN	NaN	NaN	NaN
K15009	NaN	NaN	NaN	NaN
K15010	NaN	NaN	NaN	NaN
K05613	NaN	NaN	NaN	NaN
K05617	NaN	NaN	NaN	NaN
K05614	NaN	NaN	NaN	NaN
K08050	NaN	NaN	NaN	NaN
K12460	NaN	NaN	NaN	NaN
K12464	NaN	NaN	NaN	NaN
K13764	NaN	NaN	NaN	NaN
K08327	NaN	NaN	NaN	NaN
K07520	NaN	NaN	NaN	NaN
K06845	NaN	NaN	NaN	NaN
K07525	NaN	NaN	NaN	NaN
K07526	NaN	NaN	NaN	NaN
K07528	NaN	NaN	NaN	NaN
K07529	NaN	NaN	NaN	NaN
K14380	NaN	NaN	NaN	NaN
K14381	NaN	NaN	NaN	NaN
K13448	NaN	NaN	NaN	NaN
K08733	NaN	NaN	NaN	NaN
K09288	NaN	NaN	NaN	NaN
K09292	NaN	NaN	NaN	NaN
K08773	NaN	NaN	NaN	NaN
K10056	NaN	NaN	NaN	NaN
K11089	NaN	NaN	NaN	NaN
K11090	NaN	NaN	NaN	NaN
K04529	NaN	NaN	NaN	NaN
K04524	NaN	NaN	NaN	NaN
K04528	NaN	NaN	NaN	NaN
K04557	NaN	NaN	NaN	NaN
K11518	NaN	NaN	NaN	NaN
K04569	NaN	NaN	NaN	NaN
K04575	NaN	NaN	NaN	NaN
K04559	NaN	NaN	NaN	NaN
K04533	NaN	NaN	NaN	NaN
K11829	NaN	NaN	NaN	NaN
K11830	NaN	NaN	NaN	NaN
K11831	NaN	NaN	NaN	NaN
K12563	NaN	NaN	NaN	NaN
K12566	NaN	NaN	NaN	NaN
K12568	NaN	NaN	NaN	NaN
K07601	NaN	NaN	NaN	NaN
K12642	NaN	NaN	NaN	NaN
K07597	NaN	NaN	NaN	NaN
K10955	NaN	NaN	NaN	NaN
K14957	NaN	NaN	NaN	NaN
K14958	NaN	NaN	NaN	NaN
K13736	NaN	NaN	NaN	NaN
K13737	NaN	NaN	NaN	NaN
K13738	NaN	NaN	NaN	NaN
K14752	NaN	NaN	NaN	NaN
K14753	NaN	NaN	NaN	NaN
K14216	NaN	NaN	NaN	NaN
K14754	NaN	NaN	NaN	NaN
K01165	NaN	NaN	NaN	NaN
K15042	NaN	NaN	NaN	NaN
K15043	NaN	NaN	NaN	NaN
K15044	NaN	NaN	NaN	NaN
K15046	NaN	NaN	NaN	NaN
K15047	NaN	NaN	NaN	NaN
K14217	NaN	NaN	NaN	NaN
K13963	NaN	NaN	NaN	NaN
K13822	NaN	NaN	NaN	NaN
NotMapped	6.8963017e+09	1.010897e+09	4.7557615e+08	5.831147e+08
