Numerator	Denominator	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
-Transcription	Cellular Processes	0.1573	0.1591	0.1603	0.05727	0.05746	0.05803	0.0363	0.03661	0.03708	0.04736	0.04921	0.05058	0.06145	0.06184	0.06352	0.1037	0.1043	0.1069	0.005871	0.005911	0.006245	0.06942	0.06962	0.07135	0.4026	0.406	0.4205	0.01499	0.01502	0.01541	0.06074	0.06375	0.06408	0.106	0.1072	0.1097	0.0948	0.09595	0.09934	0.09284	0.09453	0.09614	0.1029	0.1058	0.1077	0.09336	0.09581	0.09789	0.06405	0.06428	0.06794	0.05214	0.05245	0.05277	0.00434	0.004359	0.004494	0.0635	0.06414	0.06515	0.1651	0.1658	0.1676	0.1502	0.1549	0.1571	0.126	0.1268	0.1277	0.1614	0.1629	0.1649	0.09451	0.0957	0.09694	0.2529	0.2535	0.2577	0.24	0.2409	0.2433	0.06484	0.06563	0.06694
-Translation	Cellular Processes	0.5172	0.523	0.5413	0.1492	0.1499	0.1573	0.1613	0.1627	0.1664	0.4126	0.4263	0.4355	0.1769	0.1788	0.1827	0.4039	0.4069	0.4163	0.04574	0.04608	0.0464	0.3262	0.3281	0.3331	1.008	1.024	1.05	0.05769	0.05809	0.06006	0.1893	0.1985	0.2009	0.5874	0.5956	0.6042	0.536	0.5424	0.5536	0.3687	0.3759	0.3828	0.3522	0.3609	0.367	0.9257	0.946	0.9569	0.2004	0.2037	0.2068	0.1387	0.1394	0.145	0.05179	0.05194	0.05253	0.2328	0.235	0.2406	0.3954	0.3977	0.4184	4.045	4.158	4.178	0.85	0.8539	0.8665	0.3783	0.3792	0.4097	0.3824	0.3864	0.3884	0.4764	0.4812	0.5262	0.4755	0.4777	0.5124	0.3552	0.3593	0.3706
-Folding, Sorting and Degradation	Cellular Processes	1.844	1.882	1.94	0.4455	0.4958	0.5045	0.5173	0.5232	0.5352	0.8913	0.9236	0.9293	0.4889	0.517	0.5276	0.8715	0.8854	0.9031	0.09337	0.0959	0.09838	0.6382	0.6618	0.7033	1.568	1.61	1.666	0.1329	0.1379	0.1412	0.5205	0.5447	0.5535	1.162	1.177	1.199	1.013	1.019	1.026	0.9165	0.9284	0.9363	1.117	1.147	1.18	1.654	1.675	1.698	0.6064	0.6204	0.6555	0.3969	0.4452	0.4567	0.07192	0.07334	0.07634	0.5727	0.6163	0.6216	1.101	1.203	1.244	3.306	3.75	4.593	1.347	1.409	1.439	0.9289	0.9595	0.9891	0.6856	0.7406	0.7843	1.052	1.078	1.138	0.9087	0.9723	1.021	0.8816	1.136	1.174
-DNA Maintenance	Cellular Processes	0.09439	0.1139	0.1321	0.03566	0.04644	0.0565	0.02174	0.02765	0.03972	0.04378	0.05414	0.06597	0.03053	0.03961	0.04567	0.05125	0.0641	0.07879	0.00932	0.01032	0.01387	0.03146	0.04201	0.04757	0.276	0.3431	0.3712	0.01278	0.0163	0.01835	0.03503	0.0398	0.04229	0.08146	0.09953	0.1368	0.08476	0.09601	0.1277	0.05926	0.07553	0.08235	0.05626	0.08788	0.09282	0.0726	0.09221	0.1323	0.0388	0.05458	0.06079	0.0282	0.03887	0.04609	0.008645	0.01114	0.01269	0.03324	0.04084	0.04885	0.07929	0.1132	0.1364	0.1477	0.1934	0.2568	0.0775	0.1249	0.1376	0.1	0.1332	0.1649	0.06071	0.09035	0.1137	0.1841	0.2157	0.2641	0.1181	0.1567	0.1931	0.07061	0.08694	0.09215
-RNA Family	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Cellular Processes	0.6469	0.6536	0.6612	0.2132	0.2165	0.2196	0.2195	0.2221	0.2283	0.3548	0.3667	0.376	0.2572	0.2595	0.2633	0.341	0.3448	0.3477	0.09613	0.09687	0.09744	0.2492	0.251	0.2525	0.3739	0.378	0.3874	0.0703	0.07194	0.07286	0.4382	0.4592	0.4647	0.4542	0.4594	0.4697	0.4063	0.4104	0.4211	0.3984	0.4026	0.4136	0.3369	0.3403	0.3494	0.339	0.347	0.3602	0.3282	0.3352	0.3378	0.1865	0.1887	0.1918	0.05717	0.05754	0.05777	0.3509	0.3545	0.3595	0.4216	0.4285	0.4304	0.4135	0.4197	0.4277	0.3187	0.3219	0.3261	0.3833	0.393	0.4035	0.3059	0.3096	0.3166	0.3389	0.3433	0.347	0.3234	0.3281	0.3323	0.4266	0.432	0.4377
-Signal Transduction	Cellular Processes	0.284	0.2869	0.2923	0.1987	0.1993	0.2025	0.1864	0.188	0.1926	0.3094	0.3196	0.3242	0.2116	0.2127	0.2164	0.2404	0.2418	0.2448	0.09208	0.09266	0.09322	0.2089	0.2094	0.211	0.3152	0.317	0.3283	0.06168	0.06179	0.06234	0.405	0.4242	0.4293	0.2794	0.2828	0.2858	0.2617	0.2645	0.2676	0.3357	0.3404	0.3447	0.2821	0.2889	0.294	0.2623	0.2685	0.2802	0.2426	0.2438	0.2489	0.1654	0.1662	0.169	0.0506	0.05074	0.05096	0.2967	0.2995	0.3037	0.3295	0.33	0.3352	0.2905	0.2986	0.3027	0.2733	0.2747	0.2772	0.3118	0.3146	0.3252	0.2302	0.2327	0.2349	0.2771	0.2777	0.2833	0.2519	0.2526	0.2562	0.347	0.3503	0.3551
-Signaling Molecules and Interaction	Cellular Processes	0.3629	0.3665	0.3696	0.01436	0.01703	0.01723	0.03279	0.03403	0.03619	0.04547	0.04758	0.0526	0.04496	0.04642	0.04826	0.1005	0.1011	0.105	0.004043	0.00422	0.004529	0.04017	0.04031	0.04261	0.05814	0.05904	0.06298	0.008506	0.01015	0.01076	0.03326	0.03504	0.03734	0.1744	0.1765	0.1853	0.1445	0.1459	0.1555	0.06129	0.06251	0.07155	0.05031	0.05164	0.05867	0.0767	0.07852	0.08238	0.08561	0.09147	0.09256	0.02035	0.02227	0.02433	0.006565	0.006693	0.006941	0.05415	0.05476	0.05689	0.09202	0.09296	0.09876	0.1177	0.1213	0.1262	0.04512	0.04535	0.05038	0.07159	0.07684	0.08289	0.07577	0.0769	0.0823	0.0617	0.0618	0.06621	0.07124	0.07186	0.077	0.07954	0.08057	0.08534
Cellular Processes	Cellular Processes	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Crystallins	Cellular Processes	0.01483	0.01495	0.015	0.01131	0.01134	0.01134	0.006675	0.006732	0.006736	0.004854	0.005015	0.005077	0.004639	0.004657	0.004664	0.004151	0.004172	0.004177	0.018	0.01811	0.01812	0.002157	0.002162	0.002163	0.003247	0.003263	0.003274	0.6644	0.6656	0.6657	0.2631	0.2759	0.2762	0.006783	0.006853	0.006876	0.002669	0.002695	0.0027	0.004454	0.00452	0.004538	0.03871	0.03966	0.03981	0.006305	0.006445	0.006503	0.01787	0.01794	0.01797	0.01127	0.01132	0.01133	0.007933	0.007954	0.007955	0.005725	0.005774	0.00578	0.004325	0.004336	0.004338	0.01046	0.01076	0.01078	0.004925	0.004947	0.004952	0.002393	0.002414	0.002416	0.08475	0.08566	0.08579	0.004853	0.004858	0.004871	0.007696	0.007721	0.007724	0.01509	0.01523	0.01526
-Stress Response	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Cellular Processes	0.2479	0.2504	0.2515	0.1615	0.162	0.1621	0.1762	0.1775	0.1779	0.2981	0.3091	0.3127	0.2135	0.2144	0.2147	0.1459	0.1467	0.1469	0.02181	0.02195	0.0221	0.08128	0.08155	0.08173	0.1822	0.1834	0.1843	0.0318	0.03193	0.03203	0.1197	0.1256	0.1275	0.2106	0.2131	0.2155	0.1986	0.2006	0.2022	0.3639	0.3694	0.3716	0.3573	0.3665	0.3683	0.4159	0.4242	0.4277	0.1814	0.1823	0.1868	0.1627	0.1634	0.1637	0.01213	0.01216	0.01221	0.2559	0.2582	0.2586	0.2111	0.2122	0.2129	0.199	0.2049	0.2056	0.1977	0.1986	0.1988	0.2404	0.2427	0.251	0.1314	0.1329	0.1331	0.2547	0.2557	0.2559	0.1684	0.169	0.1697	0.3062	0.3096	0.3105
-Cytoskeleton	Cellular Processes	0.3543	0.3571	0.3582	0.5808	0.5823	0.5825	0.6594	0.6647	0.6654	0.314	0.3249	0.3323	0.5771	0.579	0.5802	0.5082	0.5107	0.5114	0.2786	0.2803	0.2804	0.2796	0.2803	0.2805	0.5318	0.5353	0.5366	0.1861	0.1864	0.1865	0.2954	0.3097	0.31	0.4569	0.4616	0.4631	0.5138	0.5189	0.5198	0.3444	0.3495	0.3508	0.3464	0.3549	0.3563	0.3038	0.3106	0.3133	0.4189	0.4205	0.4214	0.6373	0.6398	0.6406	0.3946	0.3956	0.3957	0.5585	0.5631	0.564	0.3881	0.3891	0.3893	0.599	0.6165	0.6174	0.4447	0.4467	0.4472	0.4092	0.4127	0.4135	0.5419	0.5477	0.5486	0.511	0.5119	0.5129	0.45	0.4515	0.4516	0.3721	0.3756	0.3764
-Cell Motility	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Cellular Processes	0.1934	0.1947	0.2024	0.2041	0.2043	0.2047	0.1038	0.1041	0.1117	0.1365	0.1398	0.1696	0.137	0.1373	0.1416	0.1047	0.1052	0.1101	0.01368	0.01376	0.02004	0.07877	0.07911	0.08121	0.1242	0.1283	0.1331	0.0261	0.02615	0.028	0.08933	0.09058	0.1323	0.1023	0.1032	0.1112	0.08374	0.08453	0.09242	0.09919	0.1007	0.1136	0.1292	0.1308	0.1526	0.1027	0.1043	0.1214	0.1055	0.1061	0.1079	0.1476	0.1477	0.152	0.005317	0.0054	0.008111	0.1192	0.12	0.1279	0.1076	0.1084	0.1109	0.09751	0.09961	0.1242	0.0898	0.09053	0.09493	0.08008	0.08074	0.08262	0.1023	0.1032	0.1131	0.1162	0.1172	0.1195	0.1494	0.15	0.1529	0.1109	0.1118	0.1207
-Cell Communication	Cellular Processes	0.1797	0.1811	0.1817	0.03979	0.03981	0.03982	0.0458	0.04619	0.04622	0.2063	0.2132	0.2158	0.06312	0.06337	0.06348	0.2312	0.2323	0.2326	0.6615	0.6656	0.6658	0.5552	0.5566	0.5568	0.1486	0.1493	0.1498	0.08961	0.08978	0.08981	0.188	0.1971	0.1974	0.2115	0.2137	0.2144	0.1905	0.1925	0.1928	0.1713	0.1739	0.1746	0.1036	0.1061	0.1065	0.1472	0.1504	0.1518	0.2707	0.2717	0.2722	0.03666	0.03685	0.03699	0.5772	0.5788	0.5788	0.05165	0.05209	0.05215	0.2849	0.2856	0.2858	0.06583	0.06775	0.06785	0.2575	0.2587	0.2589	0.2571	0.2593	0.2598	0.1286	0.13	0.1302	0.1096	0.1097	0.11	0.2205	0.2213	0.2214	0.1849	0.1867	0.1871
Metabolism	Cellular Processes	4.392	4.496	4.559	1.122	1.142	1.188	1.604	1.633	1.638	7.494	7.787	7.908	1.493	1.516	1.54	2.044	2.064	2.087	0.9724	0.9851	0.9899	0.9542	0.9956	1.02	1.462	1.536	1.555	0.5321	0.5407	0.5437	3.735	3.931	4.017	3	3.068	3.093	2.282	2.313	2.327	4.698	4.768	4.833	5.346	5.474	5.574	10.81	11.01	11.18	1.26	1.289	1.308	1.064	1.089	1.134	0.6238	0.6302	0.6314	1.823	1.843	1.889	1.664	1.713	1.809	4.24	4.97	5.366	2.358	2.393	2.441	1.328	1.358	1.377	1.763	1.808	1.864	1.532	1.607	1.614	1.221	1.251	1.34	3.728	3.814	4.05
-Membrane Transport	Cellular Processes	0.0009226	0.001736	0.0435	0.000296	0.0003801	0.001702	0.000659	0.0009422	0.01323	0.00265	0.004595	0.03818	0.0001977	0.0003768	0.006543	0.001226	0.002473	0.01058	0.0001309	0.0003162	0.005489	0.0003544	0.001524	0.009721	0.0007887	0.004548	0.0536	0.0003298	0.0006777	0.003784	0.0003483	0.0006153	0.01124	0.003839	0.00934	0.0178	0.002711	0.006272	0.01342	0.002842	0.004712	0.01502	0.0006778	0.001574	0.01491	0.004326	0.008701	0.05147	0.0002079	0.001683	0.04263	7.256e-05	0.0002711	0.002687	0.0001478	0.0001786	0.002392	0.0006373	0.0006981	0.004804	0.001643	0.002709	0.1337	0.001046	0.001244	0.02195	0.001739	0.003426	0.04698	0.001253	0.001781	0.02341	0.0008686	0.00107	0.009837	0.001228	0.001261	0.05593	0.001213	0.001302	0.1082	0.001282	0.001578	0.2937
-Central Carbon Metabolism	Cellular Processes	1.977	2.006	2.02	0.4121	0.4295	0.4386	0.6862	0.7214	0.7246	2.845	2.937	3.003	0.618	0.6452	0.6495	0.76	0.7838	0.8301	0.379	0.385	0.3901	0.3104	0.3239	0.325	0.5901	0.612	0.6183	0.2646	0.2718	0.2729	1.092	1.141	1.167	1.032	1.072	1.079	0.8392	0.8762	0.8815	1.518	1.595	1.622	1.866	1.924	1.933	2.59	2.748	2.877	0.3494	0.3634	0.3663	0.4407	0.4563	0.4599	0.2814	0.2866	0.2871	0.8529	0.8974	0.9085	0.6345	0.6523	0.6573	0.9129	0.9439	0.9654	0.9318	0.9563	0.9652	0.5441	0.5666	0.5696	0.5185	0.5296	0.5341	0.6518	0.6688	0.6718	0.4206	0.4343	0.4356	1.351	1.385	1.402
-Energy Metabolism	Cellular Processes	0.3452	0.3556	0.3779	0.3384	0.3518	0.3636	0.2908	0.2941	0.3045	0.9819	1.019	1.083	0.2903	0.2973	0.3069	0.2519	0.258	0.2649	0.2055	0.2155	0.2217	0.1065	0.1095	0.1118	0.1187	0.1205	0.1231	0.05987	0.06129	0.06346	1.365	1.432	1.461	0.32	0.326	0.3385	0.2354	0.2409	0.2476	0.7616	0.7738	0.8127	1.1	1.13	1.161	0.566	0.5819	0.6144	0.07447	0.07729	0.08089	0.2796	0.2846	0.2915	0.0388	0.03948	0.04011	0.2845	0.2871	0.291	0.124	0.1277	0.1319	0.6023	0.6204	0.6292	0.2913	0.2986	0.3039	0.1008	0.1019	0.1055	0.4054	0.4115	0.421	0.1295	0.1312	0.1354	0.1623	0.167	0.1711	0.2366	0.2409	0.2483
-Biosynthesis	Cellular Processes	1.444	1.482	1.69	0.2555	0.2591	0.2788	0.4087	0.4173	0.4609	3.043	3.216	3.32	0.4218	0.4284	0.4508	0.615	0.6661	0.8452	0.3271	0.3342	0.347	0.3898	0.3949	0.4219	0.4997	0.5126	0.5176	0.1668	0.1685	0.1764	1.033	1.093	1.172	1.302	1.33	1.348	0.9286	0.9447	0.9625	1.897	1.956	2.04	1.864	1.946	2.062	6.425	6.664	6.804	0.617	0.6253	0.6723	0.2371	0.2404	0.2601	0.2636	0.2652	0.2839	0.4802	0.4867	0.5157	0.6378	0.6509	0.7019	1.971	2.043	2.068	0.8184	0.8327	0.8847	0.4338	0.4413	0.5112	0.5436	0.561	0.6567	0.5209	0.5302	0.5875	0.3869	0.3938	0.4211	1.368	1.398	1.83
-Other Enzymes	Cellular Processes	0.3923	0.5182	0.6845	0.06994	0.1029	0.1392	0.1411	0.1814	0.2002	0.4463	0.5543	0.6088	0.1158	0.1382	0.1623	0.1503	0.2122	0.3631	0.03289	0.04039	0.05569	0.08745	0.1397	0.1823	0.2068	0.2416	0.2966	0.02677	0.03435	0.0403	0.1636	0.2324	0.2445	0.2695	0.3205	0.3513	0.2153	0.2378	0.255	0.366	0.4124	0.5013	0.3583	0.4516	0.5587	0.7012	0.9655	1.131	0.1437	0.179	0.2153	0.06997	0.1021	0.1368	0.01674	0.02516	0.03677	0.1373	0.1608	0.2081	0.1743	0.2301	0.2599	0.5753	1.322	1.805	0.1695	0.2744	0.3203	0.1441	0.2141	0.2525	0.1556	0.2663	0.3746	0.1617	0.2173	0.2733	0.1674	0.2191	0.2444	0.2592	0.3519	0.758
Organismal Systems	Cellular Processes	1.208	1.219	1.224	0.3147	0.3156	0.3158	0.6173	0.6226	0.6257	0.9455	0.9765	0.99	0.3812	0.3835	0.3853	0.4441	0.4479	0.4505	0.5777	0.5814	0.5817	0.612	0.6142	0.6157	0.9799	0.986	0.9911	0.2557	0.2569	0.2577	4.333	4.543	4.546	0.4649	0.4717	0.4777	0.4152	0.4241	0.4287	0.5545	0.5623	0.572	0.8858	0.9066	0.915	0.6144	0.6291	0.6337	1.447	1.454	1.461	0.3974	0.3997	0.4016	0.7679	0.77	0.7702	0.3852	0.3888	0.3913	1.164	1.169	1.173	1.432	1.473	1.477	1.341	1.348	1.352	1.721	1.738	1.746	1.257	1.271	1.275	1.001	1.007	1.009	1.716	1.721	1.726	1.905	1.924	1.928
-Immune System	Cellular Processes	0.1174	0.1186	0.1188	0.04848	0.04862	0.04884	0.03004	0.0303	0.03033	0.06782	0.07007	0.07083	0.03625	0.03642	0.03645	0.06083	0.06121	0.06151	0.01027	0.01033	0.01034	0.03499	0.03509	0.03513	0.08189	0.08257	0.08379	0.01581	0.01584	0.01584	0.09823	0.103	0.1033	0.07743	0.07818	0.07862	0.08113	0.08189	0.08221	0.1053	0.1066	0.107	0.1549	0.1587	0.1592	0.07898	0.0807	0.08136	0.2035	0.2046	0.205	0.02722	0.02737	0.02748	0.006237	0.006253	0.006254	0.02957	0.02984	0.03002	0.1014	0.1018	0.1025	0.05235	0.05392	0.05404	0.05151	0.05176	0.05194	0.1246	0.1257	0.1299	0.07968	0.08055	0.08065	0.1108	0.1112	0.1115	0.2178	0.2186	0.2188	0.1441	0.1455	0.1459
-Endocrine System	Cellular Processes	0.2594	0.2615	0.2623	0.02903	0.02911	0.02912	0.02	0.02017	0.02019	0.3392	0.3504	0.3547	0.02112	0.0212	0.02124	0.0165	0.01658	0.01661	0.02935	0.02954	0.02954	0.01595	0.01599	0.01599	0.03856	0.03874	0.03896	0.03843	0.03851	0.03851	0.2566	0.269	0.2693	0.0843	0.08516	0.08552	0.1128	0.1139	0.1142	0.06659	0.06758	0.06785	0.09061	0.09284	0.09319	0.2395	0.2448	0.247	0.06132	0.06154	0.06163	0.02808	0.0282	0.02823	0.01387	0.0139	0.01391	0.01921	0.01938	0.01942	0.08635	0.0866	0.08663	0.07026	0.07228	0.07242	0.04057	0.04075	0.04083	0.02757	0.02781	0.02796	0.1058	0.1069	0.1071	0.09722	0.09731	0.09758	0.1791	0.1797	0.1798	0.4229	0.427	0.4278
-Circulatory System	Cellular Processes	0.7886	0.795	0.7974	0.1332	0.1336	0.1336	0.4083	0.4118	0.4121	0.5114	0.5284	0.5348	0.2414	0.2423	0.2427	0.3033	0.3048	0.3052	0.5333	0.5366	0.5368	0.503	0.5043	0.5045	0.8174	0.8213	0.8242	0.1852	0.1855	0.1856	3.953	4.145	4.149	0.1845	0.1864	0.187	0.1456	0.147	0.1473	0.3097	0.3143	0.3155	0.5822	0.5965	0.5988	0.2619	0.2676	0.27	1.142	1.146	1.148	0.2039	0.2048	0.2049	0.7438	0.7458	0.7459	0.1972	0.1989	0.1991	0.9528	0.9553	0.9558	0.5142	0.5292	0.53	0.9296	0.9338	0.9347	1.52	1.533	1.534	1.047	1.058	1.06	0.7464	0.7472	0.7492	1.287	1.291	1.292	1.306	1.319	1.321
-Digestive System	Cellular Processes	0.01176	0.01197	0.01229	0.005174	0.005177	0.005214	0.003179	0.003207	0.003487	0.003005	0.003155	0.00345	0.002597	0.002645	0.002666	0.004147	0.004197	0.00432	0.0004517	0.0004571	0.0004817	0.04127	0.04139	0.04143	0.004726	0.004818	0.004946	0.005473	0.005484	0.005574	0.002699	0.002831	0.002854	0.08326	0.08435	0.08491	0.0454	0.04597	0.04664	0.038	0.03865	0.03946	0.03163	0.03253	0.03306	0.0132	0.01372	0.01593	0.003541	0.003588	0.003646	0.00219	0.002204	0.002213	0.0009702	0.0009729	0.0009947	0.0089	0.009036	0.009194	0.007505	0.00772	0.008808	0.7068	0.7279	0.7294	0.008386	0.008517	0.008732	0.008348	0.008431	0.008576	0.004897	0.004955	0.005319	0.005962	0.00603	0.006063	0.003252	0.003356	0.003467	0.007216	0.007384	0.00747
-Excretory System	Cellular Processes	0.006803	0.009391	0.009487	0.01614	0.01619	0.01619	0.004879	0.007471	0.007539	0.004661	0.009732	0.01018	0.006802	0.009132	0.00918	0.007422	0.01129	0.01136	0.0004761	0.0008002	0.0008053	0.003904	0.006252	0.00627	0.00321	0.008006	0.008061	0.001076	0.00169	0.001693	0.005801	0.007985	0.008375	0.009636	0.01817	0.0184	0.00596	0.01546	0.01563	0.01417	0.02335	0.02371	0.01079	0.01783	0.01828	0.00675	0.01003	0.01027	0.005911	0.01242	0.01249	0.01428	0.01661	0.01669	0.0005207	0.0007677	0.0007698	0.002994	0.005007	0.005055	0.001871	0.007699	0.007744	0.06778	0.07241	0.07476	0.2947	0.2994	0.3009	0.003019	0.008194	0.008283	0.003139	0.008382	0.008549	0.006447	0.01073	0.01076	0.006767	0.01215	0.01221	0.004169	0.008853	0.008957
-Nervous System	Cellular Processes	0.01649	0.01667	0.01685	0.06662	0.06678	0.06681	0.1211	0.1221	0.1223	0.00928	0.009604	0.009735	0.03998	0.04016	0.04022	0.009335	0.00939	0.009555	0.001016	0.001023	0.001023	0.007424	0.007445	0.007528	0.01571	0.01583	0.0165	0.002615	0.00262	0.00265	0.009566	0.01003	0.01004	0.01091	0.01105	0.01123	0.009568	0.009668	0.009927	0.01334	0.01354	0.01364	0.009322	0.009547	0.009647	0.006972	0.007177	0.007477	0.01126	0.01132	0.01157	0.1057	0.1062	0.1062	0.002094	0.0021	0.0021	0.08871	0.08949	0.08972	0.008919	0.008945	0.0093	0.01438	0.01481	0.01488	0.01171	0.01177	0.01201	0.02945	0.0297	0.03195	0.01306	0.01321	0.0133	0.02881	0.02891	0.03035	0.01655	0.01661	0.01687	0.009506	0.009608	0.01003
-Sensory System	Cellular Processes	0.000323	0.0003265	0.0003329	7.732e-05	7.752e-05	7.754e-05	0.0004763	0.0004803	0.0004807	0.0001517	0.0001567	0.0001586	0.0005753	0.0005784	0.0006142	0.03847	0.03866	0.0387	6.455e-05	6.496e-05	0.0001178	0.002622	0.002628	0.002629	2.202e-05	2.213e-05	2.221e-05	0.00352	0.003527	0.004873	0.0002491	0.0002611	0.0002614	0.009808	0.009909	0.009942	0.01043	0.01053	0.01055	7.08e-05	7.185e-05	7.213e-05	0.0001937	0.0001984	0.0001992	0.0003029	0.0003096	0.0003124	0.0001249	0.0001254	0.0001255	5.959e-05	5.985e-05	5.99e-05	7.675e-05	7.695e-05	7.759e-05	0.0004154	0.000419	0.0004194	7.328e-05	7.347e-05	7.351e-05	0.0003035	0.0003123	0.0003128	0.000584	0.0005866	0.0005872	8.804e-05	8.88e-05	8.886e-05	0.0004781	0.0004832	0.0004839	0.001519	0.001521	0.001525	0.0009778	0.000981	0.0009814	0.0002311	0.0002334	0.0002338
-Development	Cellular Processes	0.005155	0.005208	0.005212	0.01594	0.01599	0.01599	0.0288	0.02904	0.02906	0.004894	0.005056	0.005118	0.03226	0.03239	0.03244	0.003459	0.003479	0.00348	0.002676	0.002693	0.002694	0.002413	0.002419	0.00242	0.01556	0.01568	0.0157	0.003582	0.003589	0.00359	0.004338	0.004549	0.004553	0.002648	0.002678	0.002685	0.002982	0.003013	0.003018	0.004951	0.005027	0.005046	0.003565	0.003657	0.003667	0.003341	0.003421	0.003446	0.01934	0.01942	0.01945	0.01567	0.01575	0.01576	0.0002218	0.0002224	0.0002225	0.03759	0.03791	0.03795	0.003074	0.003083	0.003084	0.002601	0.002675	0.00268	0.003003	0.003018	0.003021	0.00557	0.005618	0.005629	0.001539	0.001556	0.001558	0.003574	0.003579	0.003587	0.002644	0.002653	0.002655	0.007662	0.007738	0.00775
-Environmental Adaptation	Cellular Processes	0	0	0.004533	0	0	0	0	0	0.003387	0	0	0.000971	0	0	0.001627	0	0	0.0008455	0	0	9.305e-05	0	0	0.0004029	0	0	0.001776	0	0	0.0001753	0	0	0.0008638	0	0	0.00139	0	0	0.0008752	0	0	0.0006937	0	0	0.001221	0	0	0.001479	0	0	0.0005644	0	0	0.001173	0	0	8.438e-05	0	0	0.002988	0	0	0.001338	0	0	0.00191	0	0	0.0009424	0	0	0.001747	0	0	0.001309	0	0	0.003047	0	0	0.002196	0	0	0.001697
