KO number	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
K10841	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08735	2462400	72886	12800000	7681400	1.11e+08	49600000	678510	14500000	1.69e+08	6360500	2115300	46300000	53100000	13200000	1042500	8190700	9144600	922580	4357900	52900000	68200000	11000000	32500000	1.65e+08	2828000	1.91e+08	39500000	3.84e+08
K08734	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6905100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3844900	NaN	1202500	NaN	NaN
K08737	1930499.9	NaN	1841600	2155500	51200000	22000001	NaN	6409600	1.65e+08	2381399.9	259980	34200000	47599999	2939100	489490	1368600	1579900.1	NaN	NaN	16100000	5078299.9	NaN	NaN	93000000	NaN	1.05e+08	391980.01	1699999.9
K08736	NaN	NaN	NaN	80193	170240	250000	NaN	282170	53400000	NaN	NaN	NaN	NaN	222190.01	NaN	NaN	NaN	NaN	NaN	30000001	15300000	6772400	160300	2.04e+08	NaN	51200000	16700000	7125600
K03555	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07456	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03572	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03601	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03602	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10858	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03165	811610	NaN	1072900	3681200	7485400	9449800	NaN	11700000	14800000	NaN	118220	10600000	16600000	5131200	NaN	3055100	2436800	371810	445640	13700000	4185200	2791000	5432400	NaN	478850	1870800	643490	1109300
K10865	451910	NaN	NaN	NaN	NaN	NaN	1177500	NaN	4533000	NaN	NaN	NaN	NaN	1197100	NaN	NaN	1210200	NaN	NaN	NaN	2210500	NaN	NaN	10500000	NaN	NaN	NaN	NaN
K10866	4849999.9	NaN	591250.01	2673800	11300000	11300000	7791400	15699999	32299999	NaN	NaN	19100000	39500000	37600001	NaN	2160100	NaN	NaN	NaN	11200000	14900000	3769900	6890700	69900000	19799999	16800000	NaN	2588200
K03629	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06187	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03550	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03655	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04066	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08991	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06642	72599999	127010	434499.99	2.03e+08	1774900	NaN	4999400.2	2761600	20900000	6719300	2608500	3373700	2165600	10900000	NaN	2.11e+08	31400000	NaN	2771600	62299999	87200000	961930.01	NaN	72400001	993160.02	6938200	13100000	7.1400002e+08
K10980	1416000	NaN	NaN	8609500.1	NaN	NaN	NaN	NaN	NaN	1743000	NaN	NaN	NaN	2849200	NaN	3743899.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10884	11300000	580550	2580600	1.45e+08	12500000	54200000	7001099.9	53600000	44500000	188560	710380.03	35600000	55200000	46500000	7294599.8	42200000	6335099.8	889349.99	64992.999	5930600	22000000	7459400	9618000	45600000	2855900	8393700.2	5726500	9833399.8
K10885	15200000	NaN	1126800	17000000	19900000	27100000	NaN	24400000	42400000	5377300	1865800	15600000	18400000	52800000	9898199.9	22500000	10200000	157890	156970	1513000	14500000	1921600	3767000	63200000	2349500	10700000	2946700	1633200
K00567	452689.99	NaN	NaN	2563800	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	929220.01	995150	480840.01	2354200	835980	NaN	NaN	NaN	739489.99	3109700.1	NaN	NaN	1030100	NaN	NaN	NaN
K10860	1990000	NaN	180530	24800000	10600000	NaN	11500000	16100000	1412700	3033799.9	3031199.9	23300000	1458000	20100000	5767300.1	14700000	NaN	NaN	NaN	NaN	3459899.9	648030.01	1136300	NaN	957940.01	NaN	NaN	NaN
K10862	120360	NaN	321930	NaN	NaN	903699.97	NaN	NaN	13000000	NaN	NaN	2900800	NaN	314600	7068999.8	NaN	1147000	3391800	NaN	1312400	1774100	30064	NaN	16700000	NaN	3553100	NaN	147670
K08073	7026699.9	1209300	2390700	6511000	15600000	7418399.9	NaN	5419899.9	7767300	2846000	413310	19600000	43800000	14600000	2526700	12100000	9270999.8	846560.03	NaN	14100000	7778199.9	598549.99	1175900	1.51e+08	643519.98	11100000	1315300	3541600
K10895	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10896	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03509	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10704	1.661606e+08	5.13e+08	6.1600001e+08	50200000	1.882e+09	1.422828e+08	42700000	1.583e+08	1.1e+08	57007299	51000000	1.7949999e+08	3.694e+08	2.86e+08	93900000	2.16e+08	2.0260001e+08	76700000	21200000	2.8699999e+08	19300000	18600000	1611600	4.43e+08	22300000	27300000	9070900	26600001
K03155	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7524100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06640	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	392989.99	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02331	4102299.9	NaN	5859400	2948000	3405300.1	8280400	1077700	48400000	33600000	1371600	NaN	1.11e+08	1.54e+08	11700000	590980	13400000	1302600	NaN	NaN	31500000	2683200	NaN	367510	1.4099999e+08	NaN	1551400	10500000	2384299.9
K00525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00526	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02583	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1725400	NaN
K04527	7406390	188179.99	1646400	12635100	17800000	10200000	NaN	1220900	4498400	376899.99	621220	43018000	23297800	9968700	4118700	19102300	NaN	169639.99	332640	3076499.9	9293000	236170	2601159.9	NaN	150440.01	1281980	208892	4400600
K04539	1314500	45200000	1.16e+08	9063800	5.4299998e+08	1283300	NaN	5829600	NaN	30500000	NaN	1374400	NaN	5407499.8	NaN	NaN	NaN	8859099.9	NaN	3.83e+08	NaN	NaN	NaN	NaN	NaN	NaN	772999.99	8322700.2
K04538	54400000	2506600	21500000	1.92e+08	4.04e+08	9162299.9	19900000	6886300.2	2495900	23400000	1.44e+08	59299998	3377000	1.78e+08	30400000	1.74e+08	785779.98	NaN	4031799.9	1e+08	20700000	2724800	11700000	75400001	2063100	24300000	8670800	23300000
K04537	2.83e+08	1.4e+08	3.12e+08	1.32e+08	2.2e+09	1.21e+08	16100000	2.71e+08	15800000	1.16e+08	34800000	4.1000002e+08	7254600.1	4.7899999e+08	2.78e+08	1.54e+08	4.3699999e+08	1.65e+08	NaN	3.263e+08	22500000	7556120	12600000	6.3599999e+08	1604100	54699999	17600000	63300000
K04536	4.2299998e+08	7.48e+08	1.79e+09	4.7800002e+08	1.15e+10	6.1899999e+08	47800002	3.7199998e+08	2.95e+08	1.62e+09	76900000	1.24e+09	1.4e+09	8.54e+08	1.76e+08	3.4299999e+08	6.9599999e+08	2.77e+08	26800000	7.1500001e+09	1.05e+08	70700001	96100000	1.88e+09	23900000	1.95e+08	72599999	3.4500001e+08
K04542	2201700	NaN	5290100	13800000	2936100	4282800	NaN	NaN	16900000	NaN	966890.03	13700000	5029200	2878000	NaN	2887900	NaN	NaN	NaN	20600000	1388200	NaN	NaN	16300000	NaN	NaN	NaN	13800000
K07888	8028000	3638700	34599999	16000000	1.21e+08	5320199.9	1582500	9480199.9	5586600	5391699.9	2468300	47100001	85800001	14000000	1933600	40400001	11000000	NaN	74919.001	46899999	4643499.9	1248900	2227600	45100000	793410.01	1603300	987350	10300000
K07889	61400000	30600001	1.04e+08	1.47e+08	5.44e+08	61300001	19700000	84799999	55300000	47800001	13500000	7.26e+08	1.07e+09	2.8600001e+08	55499999	1.39e+08	1.04e+08	21400000	1230200	1.01e+08	24000000	5410800	4268200	1.86e+08	4911400	11400000	2616800	33700000
K07887	6361400	9879300.1	32699999	5484200	52000001	17000000	NaN	4528999.9	15800000	3490400.1	NaN	1.11e+08	98700001	31099999	3008300	11700000	NaN	2476199.9	NaN	88599999	486260	1874800	NaN	21200000	141750	3857100	1959200	9206100.1
K04543	NaN	20300000	11600000	1532700	82600001	NaN	NaN	350280	NaN	NaN	NaN	2.62e+08	39900000	NaN	NaN	530820	1000400	13800000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04546	10400000	10300000	30300000	2332500	1.59e+08	670910	4360200	3546500	902689.97	NaN	4003700	1818600	NaN	23200000	4855500	3067900	55400000	14300000	2464700	10400000	1881200	434910	1652400	28200000	3748400	1215300	3478000	6458400
K04547	NaN	15500000	1821800	179170	33400000	NaN	NaN	NaN	NaN	556900	NaN	NaN	NaN	325440	NaN	NaN	NaN	5911600	898789.99	29400000	603670	NaN	634800	965709.99	NaN	NaN	280980	NaN
K04545	NaN	662390	NaN	NaN	80853.999	NaN	NaN	NaN	283440	NaN	84241.997	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2762100	NaN	NaN	NaN	4054500	NaN	NaN	NaN	162220
K07360	5256100	NaN	5147600	NaN	3183400	1590100	NaN	15500000	2092800	NaN	3458400	13500000	4999200	NaN	11800000	15900000	NaN	660690.02	NaN	1867600	NaN	3182200	8357100.3	31300000	NaN	10200000	NaN	688419.99
K02678	3.27e+08	NaN	NaN	NaN	NaN	NaN	1280300	2.27e+08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2365400	NaN	NaN
K05208	NaN	1870000	1231100	NaN	97499997	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	742660	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10632	297250	NaN	4175300	NaN	NaN	2563900	NaN	1550200	3924500	1578600	183710	NaN	NaN	3464400	NaN	6425100.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04548	315860	364470	407420	NaN	NaN	680640	NaN	NaN	324290	6.86e+08	810259.97	NaN	NaN	577540	182580	593650	NaN	82026.003	NaN	13400000	83968.999	NaN	NaN	4902900	NaN	NaN	1472600	326040
K04549	453180	NaN	NaN	2064600	NaN	NaN	NaN	NaN	NaN	5908500	NaN	NaN	NaN	1698100	NaN	NaN	4893600	NaN	NaN	NaN	NaN	334420	NaN	25000000	NaN	851630.02	797390.01	664570
K04513	2.1499999e+08	45600000	37300000	88700000	7.5799999e+08	1.19e+08	68700000	1.78e+08	NaN	83500001	32099999	3.95e+08	2.78e+08	1.91e+08	19500000	3.1e+08	2.5099999e+08	2048400.1	NaN	1.5e+08	3353199.9	6792100	25299999	1.87e+08	3490200	44900001	3422200	NaN
K07941	38000000	4238800	24199999	12000000	2.0699999e+08	64700001	367039.99	44200000	16100000	2383100	1074700	3.1800001e+08	1.9800001e+08	68200001	7410500	1.04e+08	38700000	3875700	222160	1.19e+08	7149199.9	1030400	59199999	1.45e+08	970870.01	12700000	199550	5836500.1
K04570	1574300	1467200	8527000.1	NaN	33800001	3173899.9	NaN	4590899.9	3319099.9	750030.01	NaN	3689199.9	5387200	7522799.9	875760	NaN	1181100	NaN	292440	2765899.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05465	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1830400	NaN	NaN	NaN	NaN	NaN	NaN	3497900	NaN	NaN	NaN	NaN
K07825	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18900000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02183	2.64e+08	7.65e+08	1.21e+09	2.33e+08	2.1699999e+09	2.26e+08	43700000	3.2500001e+08	28900000	2.493e+08	2.64e+08	5.93e+08	4.93e+08	4.2218171e+08	2.63e+08	1.84e+08	1.39e+08	5.98e+08	59300000	7.69e+08	25500000	1.5500001e+08	64800000	3.22e+08	87501300	68000000	47199999	93200001
K05410	2045500	615500	7377999.8	3684200	66300000	10300000	NaN	7726800	NaN	1339000	1115400	34100000	28700000	5284300	223420	3077400	16900000	NaN	NaN	5177600	2991800	NaN	NaN	21500000	NaN	4454900	69822	158170
K05451	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77900001	NaN	NaN	NaN	NaN	NaN
K05087	287190	NaN	NaN	306580	NaN	NaN	NaN	NaN	8891799.9	280800	NaN	NaN	NaN	2891300.1	NaN	NaN	2885500	NaN	NaN	3707400	NaN	NaN	NaN	1803399.9	NaN	NaN	NaN	NaN
K05099	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	784750	636389.99	1209300	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	437840	NaN	NaN	NaN	NaN
K05091	23236	NaN	NaN	864320	1159300	3342700	NaN	NaN	1034600	NaN	48869	NaN	NaN	170230	NaN	570490	3371500	NaN	NaN	3543300	NaN	NaN	NaN	NaN	NaN	30364	NaN	93672
K05090	NaN	NaN	NaN	NaN	NaN	NaN	18400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43600000	NaN	NaN	NaN	NaN
K07826	1949600	1.56e+08	85900003	1814800	1.24e+09	5421600	NaN	NaN	13500000	823630.03	NaN	5785300	2802700	7481999.9	778160	NaN	21800000	63900000	NaN	7.2100003e+08	4811600	NaN	NaN	NaN	1144800	2999200	2302900	4467500
K05702	10200000	2368400	7045600	65100000	70600000	32700000	1230200	13800000	23300000	3790400.1	2935100	89699999	1.01e+08	59600000	2419900	47500000	41300001	3049699.9	20400000	48900000	11700000	4581800	6201900.1	96400000	3565499.9	13700000	3348700.1	14600000
K08773	1728500	1120600	1834200	1605500	44000000	2872400	NaN	3633600	NaN	NaN	NaN	NaN	3146300	3155800	224660	NaN	6778300.3	793350.03	NaN	16300000	7096999.7	NaN	3180100	4852100	NaN	1274200	352990	NaN
K07293	1.58e+08	5960800	1.37e+08	80099997	8.5999999e+08	64999999	35800000	3.46e+08	60199999	53000000	5700000	1.04e+08	1.07e+08	96299998	13700000	77800001	1e+08	17200000	598909.98	1.81e+08	18100000	1629400	5470400	1.16e+08	3365000	43100000	8404499.7	86100003
K07835	79399999	30099999	78300001	48300000	1.03e+08	1.11e+08	3338700.1	31500000	99800000	8717500	4980900	97399999	3.5299999e+08	1.33e+08	38900000	32300001	1.01e+08	12000000	9359300	2.04e+08	41800000	81500000	5495300.1	2.84e+08	32200000	18700000	20700001	34999999
K07834	7496600	53599999	93700000	28600000	1.2e+08	16100000	1784100	17600000	NaN	12500000	7655700	33200000	40000001	24900001	607240	4001800.1	6038700.1	8212200.1	NaN	7111100	3173399.9	726670.01	1842300	13300000	826409.99	5892599.9	1297200	4263799.9
K02105	73100000	40600000	1.6e+08	85200001	7.39e+08	5.09e+08	4623200	1.72e+08	1.19e+08	77100000	10900000	5.42e+08	1.01e+09	2.26e+08	27100000	1.06e+08	1.29e+08	14600000	3494300	5.63e+08	20900000	13300000	22200000	1.31e+08	4096500	21500000	16000000	21500000
K05629	NaN	27600000	29700000	NaN	60300000	NaN	NaN	NaN	3589700	NaN	NaN	NaN	NaN	12700000	13700000	NaN	NaN	11600000	NaN	1.4e+08	NaN	NaN	3435900	9193700	NaN	2891700	809829.99	2790000
K04534	NaN	NaN	688690.01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06112	NaN	652150	4668900	NaN	20400000	2351000	NaN	753570	1081000	650520	NaN	14900000	14300000	1724000	NaN	3762899.9	22100000	328350	NaN	17400000	NaN	249560	1212800	1183200	NaN	12500000	NaN	123820
K05631	1086000	877950.01	6287200.1	1705099.9	20300000	2915800	458030.01	2524900	5595899.9	818390	NaN	13400000	5695400	5163499.9	2698499.9	1541699.9	10700000	890089.99	NaN	1.19e+08	528670	634819.99	2197500	1879700	411450	NaN	588870	257420
K06093	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	854249.98	5833300.2	9264899.9	5602200.2	1603600	15100000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05689	16100000	1513200	2669800	10900000	5503100	6.24e+08	NaN	2.2e+08	NaN	4942700	3730400	1.32e+09	1.86e+09	73600000	6931600	40800000	36700000	1987800	NaN	29600000	13500000	8693500	23300000	NaN	747250	18400000	14300000	9162500
K06082	2834800	11200000	5596000	35200000	6501800	20900000	8381500.1	1882700	2100800	NaN	8227900	59700000	45100000	23600000	4124900	22400000	NaN	NaN	889850	6813100	NaN	2150900	1782800	338900	1866700.1	NaN	774920	NaN
K05690	2.02e+08	18100000	38000000	80500000	1.81e+08	8.9e+08	12600000	3e+08	1.29e+08	33700000	9135800	1.74e+09	2.07e+09	3.52e+08	78400000	3.33e+08	4.18e+08	9982600.3	23300000	2.01e+08	53800000	3.05e+08	48800000	1.86e+08	11600000	58800000	39400000	40500000
K05692	42000000	57700001	2.37e+08	62700000	7.0099999e+08	2.02e+08	5695999.9	2.59e+08	NaN	62400000	16200000	2.68e+08	3.5e+08	5.0299999e+08	2.16e+08	1.09e+08	1.05e+08	26700000	10200000	9649099.9	48000000	3970900.1	14800000	6.36e+08	40900001	2.98e+08	49800000	95200001
K07361	509070	13200000	NaN	NaN	38400000	516600	45476	728000.02	NaN	52695	NaN	2103600	3155400	128030	209960	NaN	3462000	59595.002	NaN	10200000	NaN	NaN	62730.001	54699999	NaN	43600000	106400	307500
K04351	NaN	NaN	13300000	911660	4.47e+08	NaN	NaN	NaN	NaN	911330	NaN	NaN	NaN	NaN	NaN	1483500.1	987280	1041800	NaN	51200000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05759	1.3303e+09	1.157e+09	1.774e+09	1.0434555e+09	5.4000001e+09	3.1177425e+09	4.423e+08	2.2296e+09	1.943e+09	8.391e+08	5.488e+08	7.7842429e+09	9.2967032e+09	1.904e+09	6.7390001e+08	2.9038284e+09	3.4486e+09	3.76e+08	2.066e+08	5.1200001e+09	9.092e+08	6.7453799e+08	5.2959999e+08	1.6924801e+10	5.9169999e+08	3.3397e+09	9.036e+08	1.0808e+09
K16857	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06476	NaN	NaN	NaN	NaN	NaN	NaN	2298200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22600000	NaN	NaN	NaN	NaN	NaN	NaN	99500000	NaN	NaN	NaN	NaN
K06274	53200001	9213600	11400000	22800000	50800001	3.02e+08	13000000	2.27e+08	23300000	6220800	7186600.1	1.36e+08	1.91e+08	95100000	25700000	24700000	1.62e+08	2918400	1207900	46900001	35300000	3270600	15100000	6.7600001e+08	14000000	60700001	38700000	26000000
K06271	2.291e+09	1.278e+08	8.3700002e+08	1.764e+09	2.74e+09	1.7488e+09	2.503e+08	3.5409999e+09	1.2623e+09	3.7289999e+08	2.498e+08	1.8911e+09	2.2788e+09	4.2809999e+09	6.0200001e+08	2.198e+09	5.4289001e+09	84000000	1.532384e+08	2.041e+09	1.636e+09	1.305948e+08	4.2766611e+08	2.25335e+10	5.4651031e+08	1.336188e+09	6.2169999e+08	1.7166e+09
K06464	5220100	693050	3555700	3674100	23000000	8067199.7	2421000	10500000	NaN	2301500	387280	29800000	18600000	8459099.7	3707100	16200000	22500000	1190600	1280200	14200000	915369.98	NaN	6897400	1.23e+09	574860	81100002	7168700	4663400
K05726	NaN	266890	1770100	NaN	64500000	NaN	NaN	NaN	NaN	NaN	NaN	20500000	NaN	NaN	867640	713160	NaN	211130	NaN	NaN	NaN	NaN	75300000	NaN	40100000	NaN	NaN	1297300
K04630	2.6428676e+08	1.717e+08	8.6900001e+08	1.991e+08	8.865e+09	3.09e+08	39100000	3.8e+08	6.04e+08	3.9557639e+08	19561300	7.2299999e+08	8.2100001e+08	7.13e+08	96700002	3.96e+08	1.9753642e+08	89611502	19001400	5.5739999e+09	1.912e+08	34222700	77899999	2.018e+09	10661310	2.574e+08	36104700	2.785e+08
K04632	NaN	NaN	2663100	NaN	25400000	1187500	NaN	3150500	5501700	3942000	NaN	5827100	NaN	1765600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04634	63400000	1.21e+08	2.95e+08	92999998	2.48e+09	95200001	7173300	1.01e+08	89300001	29900000	4569299.9	4.3999999e+08	4.18e+08	1.3e+08	8296500.1	65900000	2.07e+08	31400000	1078900	5.3099999e+08	33500000	1990400	25500000	1.17e+08	5396000.1	15800000	7742200.1	47600000
K06493	106200	NaN	NaN	NaN	NaN	1124400	NaN	6106700	6112600	NaN	NaN	NaN	NaN	NaN	NaN	3297300	25200000	NaN	NaN	NaN	3852300	NaN	NaN	1.97e+08	NaN	515110	1148600	204640
K05718	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83500001	47900000	16700000	NaN	NaN
K05719	52000000	1630000	31600000	97799999	24600000	80000003	8463900	1.35e+08	55300000	14100000	9986800	2.32e+08	1.52e+08	1.96e+08	11900000	1.2e+08	1.91e+08	806849.98	3730500	73700000	94100000	4498700	21000000	4.54e+08	21400000	23900000	28000000	84799997
K08013	293810	NaN	442770	3313500	1576400	303370	NaN	730070.01	NaN	159620	113740	NaN	NaN	920240	NaN	1544200	22500000	101450	79000000	NaN	NaN	NaN	720860	1.72e+08	NaN	5785700	164170	1545200
K06069	1054600	NaN	9818899.9	2205600	30717000	8926400	NaN	4772680	49941110	334640	NaN	28493000	48600000	14721700	2552200	3801300	37000000	418900	NaN	2098000	NaN	NaN	NaN	7171599.9	NaN	1346200	476370	1846600
K12490	5165800	NaN	3840300	9737800	20400000	4210400	167160	3077600	6887100	907680	966170.01	27100000	8736700	7318899.9	1364100	10300000	29000000	NaN	NaN	974830	6420800	NaN	122430	1.66e+08	NaN	4081760	11152900	3321000
K06092	10275	777430	8091199.9	NaN	2.28e+08	10800000	NaN	1732900	810019.99	NaN	NaN	67400001	76400000	44699999	5658700.1	6227900	78500000	1090500	61964.001	628729.99	NaN	NaN	157430	11800000	NaN	474239.99	183609.99	35123
K06091	2782800	2037600	12800000	5372600	60100000	5474900	NaN	3007500	16400000	950609.99	302700	37400000	28400000	48600000	19400000	2237700	36200000	1270900	NaN	6130700	1791300	NaN	NaN	NaN	225230	229070	NaN	NaN
