Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
-RNA Family	-Energy Metabolism	0	0	0	1.679e-08	2.251e-08	3.245e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Energy Metabolism	0	0	0.04051	0.2253	0.2895	0.4423	0.1278	0.3056	0.5147	0.04575	0.1251	0.2292	0.1633	0.3741	0.798	0.1303	0.2254	0.5315	0.7639	1.099	1.368	0.6303	1.064	1.429	1.247	2.14	2.366	1.903	3.089	3.519	1.23	3.142	4.097	0.9464	2.551	10.34
-Signal Transduction	-Energy Metabolism	0	0	0.04051	0.2253	0.2864	0.4423	0.04125	0.07402	0.1484	0.01191	0.03538	0.08963	0.07357	0.1447	0.3555	0.04615	0.09215	0.2125	0.1607	0.2083	0.4069	0.1602	0.2675	0.4535	0.2209	0.5006	0.778	0.3078	0.6611	1.131	0.3998	1.172	1.452	0.09558	0.8212	1.194
-Signaling Molecules and Interaction	-Energy Metabolism	0	0	0	5.596e-09	1.004e-08	0.003098	0.07538	0.2316	0.3664	0.02781	0.0815	0.1396	0.08968	0.2294	0.4684	0.07316	0.1597	0.319	0.4964	0.8404	0.995	0.4388	0.6549	0.9239	0.7459	1.365	1.995	1.196	1.997	2.858	0.6447	1.949	2.925	0.7772	1.665	9.318
Cellular Processes	-Energy Metabolism	0.6569	1.418	4.583	0.3028	0.342	0.5778	0.2675	0.9273	1.569	0.2785	0.8559	1.301	0.5873	1.557	3.03	0.5943	1.282	2.435	3.104	4.375	5.264	2.445	3.964	4.709	4.217	6.713	9.91	6.313	9.472	13.44	8.135	13.99	31.93	3.89	8.28	47.96
-Hemoglobin	-Energy Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001168	0.0001662	0.000236	0.0004241	0.0006212	0.0008997	0	0	0	0.0003852	0.0009364	0.004217
-Vesicular Transport	-Energy Metabolism	0	0	0	0	0	0	0.04626	0.1869	0.3314	0.03055	0.1187	0.212	0.07212	0.2397	0.3717	0.06636	0.2004	0.2973	0.4699	0.853	1.193	0.411	0.8786	1.256	0.4942	0.8004	1.154	0.7343	1.115	1.622	0.7598	1.299	2.924	0.2019	1.031	2.769
-Cytoskeleton	-Energy Metabolism	0.2443	0.5398	1.744	0.09227	0.111	0.1818	0.08314	0.2373	0.3972	0.1305	0.3255	0.5546	0.0366	0.1443	0.2763	0.0395	0.1154	0.2687	1.147	2.011	3.082	0.6939	1.532	2.441	2.766	4.548	6.275	3.849	6.021	8.069	5.13	10.04	21.73	2.697	6.383	34.54
-Cell Motility	-Energy Metabolism	0.08273	0.1828	0.5906	0.1315	0.1659	0.2861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Energy Metabolism	0.3299	0.6957	2.248	0.04966	0.08267	0.1229	0.1314	0.4727	0.8237	0.1117	0.3383	0.5467	0.4279	1.173	2.405	0.4275	0.9666	1.925	0.5609	0.7784	0.9889	0.4703	0.7568	1.006	0.5996	0.7962	1.395	0.9988	1.238	2.133	0.8734	1.488	3.396	0.3638	0.6651	4.493
-Cell Communication	-Energy Metabolism	0	0	0	0	0	0	0	0.00493	0.02115	0	0.003448	0.01017	0	0.008593	0.07517	0	0.008314	0.05697	0.1743	0.2863	0.3646	0.1445	0.2756	0.3582	0.2292	0.3735	0.6161	0.5932	0.7212	1.036	0.8677	2.201	3.078	0.1147	0.2804	1.376
Metabolism	-Energy Metabolism	6.079	13.03	42.92	12.56	15.15	25.15	8.615	27.09	45.12	7.657	22.81	38.14	7.339	19.96	41.14	8.064	18.09	35.49	8.438	13.12	16.13	8.824	13.58	18.49	7.773	12.63	17.92	9.93	15.09	21.33	11.94	20.36	44.48	5.696	11.4	67.02
-Membrane Transport	-Energy Metabolism	0.4245	0.796	3.895	1.337	1.95	3.076	0.359	1.122	1.871	0.1791	0.5467	0.8994	0.2218	0.6084	1.193	0.1848	0.4133	0.7791	0.06081	0.1125	0.1662	0.05202	0.08282	0.1298	0.148	0.1874	0.2696	0.1211	0.1679	0.2322	0.06356	0.145	0.2609	0.0156	0.03445	0.1806
-Central Carbon Metabolism	-Energy Metabolism	1.493	3.903	13.18	2.127	2.63	5.054	2.517	8.552	14.88	2.123	5.77	13.53	2.377	7.739	18.99	2.029	5.274	13.87	2.178	4.021	6.048	2.472	4.377	7.386	1.438	2.817	4.616	2.075	3.693	5.813	3.653	7.389	17.39	2.049	4.319	32.42
-Energy Metabolism	-Energy Metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Biosynthesis	-Energy Metabolism	0.877	2.035	6.717	3.773	5.073	7.611	1.645	6.154	11.38	1.693	5.781	7.745	1.776	4.198	8.748	2.486	4.631	10.32	1.222	1.888	3.118	1.337	2.126	3.352	1.64	2.786	3.66	2.222	3.373	4.659	2.382	4.503	9.213	0.6288	1.415	9.9
-Other Enzymes	-Energy Metabolism	2.139	3.944	18.13	3.699	5.575	8.466	2.717	8.053	15.99	2.662	7.566	12.98	1.964	6.416	13.65	2.365	6.767	12.39	3.871	5.216	6.186	3.574	4.721	6.847	3.547	5.727	8.784	4.482	6.876	10.44	4.843	8.143	17.55	1.761	5.329	30.16
Organismal Systems	-Energy Metabolism	0	0	0	0	1.431e-09	0.001985	0.046	0.1376	0.265	0.02678	0.1336	0.2234	0.07533	0.1423	0.2535	0.07639	0.1313	0.2245	1.471	2.29	3.643	1.098	1.729	3.201	1.28	1.958	2.685	1.985	3.102	4.115	1.681	2.574	5.849	0.9331	1.929	11.82
-Immune System	-Energy Metabolism	0	0	0	0	0	0	0.002998	0.03481	0.163	0.001918	0.02977	0.1243	0.01139	0.05047	0.09168	0.01442	0.0477	0.08599	0.4915	0.9785	1.4	0.4782	0.8289	1.501	0.213	0.5413	0.8903	0.2575	0.7933	1.04	0.2237	0.7553	2.442	0.07031	0.2731	2.303
-Endocrine System	-Energy Metabolism	0	0	0	0	0	0	0.0003588	0.003342	0.0095	8.013e-05	0.001271	0.009238	0	0.003708	0.02544	0	0.002397	0.02402	0.4308	0.6302	0.8301	0.1495	0.2362	0.3925	0.1281	0.1774	0.3576	0.3502	0.4387	0.6845	0.07505	0.3196	0.4678	0.171	0.4566	2.954
-Circulatory System	-Energy Metabolism	0	0	0	0	0	0	0	0	0.009354	0	0	0.003888	0	0	0.01621	0	0	0.01635	0.06628	0.1068	0.1838	0.05202	0.09877	0.1561	0.1447	0.21	0.4001	0.2752	0.4086	0.6973	0.1175	0.2031	0.4455	0.01373	0.03364	1.561
-Digestive System	-Energy Metabolism	0	0	0	0	0	0.001985	0	0.006896	0.01807	0	0.002127	0.005821	0	0.009371	0.02162	0	0.007557	0.01651	0.01944	0.08473	0.1495	0.01711	0.05415	0.1238	0.116	0.2682	0.3717	0.1696	0.3051	0.4267	0.2002	0.4601	0.6022	0.04064	0.1542	0.4023
-Excretory System	-Energy Metabolism	0	0	0	0	0	0	0	0.01721	0.1054	8.953e-05	0.01419	0.08977	0	0.02715	0.08227	0	0.02451	0.08267	0.05416	0.1332	0.3674	0.0563	0.1374	0.3303	0.05541	0.1475	0.2429	0.08081	0.2193	0.4565	0.09749	0.3195	0.6073	0.01281	0.1442	0.4983
-Nervous System	-Energy Metabolism	0	0	0	0	0	2.624e-09	0	0.001667	0.02459	0	0.001203	0.01926	0	0.005219	0.08242	0	0.005492	0.07118	0.01232	0.2049	0.4566	0.01588	0.1638	0.4126	0.04283	0.1163	0.325	0.07507	0.1505	0.5183	0.07401	0.2574	0.8683	0.01405	0.1313	1.429
-Sensory System	-Energy Metabolism	0	0	0	0	0	0	0	0.001545	0.03005	0	0.0001065	0.0009517	0	0.001246	0.006903	0	0.0004966	0.004388	0	0.008463	0.0172	0	0.009106	0.01251	0.000127	0.03052	0.066	0.001312	0.05751	0.1112	1.152e-15	0.01389	0.04196	0	0.0004761	0.001593
-Development	-Energy Metabolism	0	0	0	0	0	0	0	0	0.03868	0	0	0.08474	0	0	0	0	0	0	0.03157	0.069	0.1054	0.02347	0.04286	0.09946	0.03565	0.07639	0.36	0.05501	0.1041	0.5222	0.1588	0.3259	0.8636	0.03252	0.2034	0.9974
-Environmental Adaptation	-Energy Metabolism	0	0	0	0	0	0	0	0	0.006902	0	0	0.004811	0	0	0.004773	0	0	0.00326	0	0.01667	0.09425	0	0.01258	0.06504	0.0001198	0.02062	0.1131	0.0002081	0.02738	0.137	0.002034	0.01908	0.1718	0.0002293	0.02351	0.05086
Human Diseases	-Energy Metabolism	0	0.6651	2.093	0.06352	0.1443	0.1629	0.2335	0.5428	1.409	0.1804	0.5171	1.448	0.3036	1.044	2.871	0.3548	0.9704	2.742	1.693	3.289	5.676	1.602	3.144	5.555	3.969	5.306	8.891	4.119	5.373	8.922	2.722	6.205	18.2	1.121	2.204	17.38
-Cancers	-Energy Metabolism	0	0	0.04255	0	0	0.001374	0.0006699	0.01435	0.04048	0.0002472	0.01358	0.03886	0	0.01264	0.04023	0	0.008667	0.04403	0.1614	0.2764	0.5543	0.1758	0.2416	0.5141	0.2517	0.4239	0.4713	0.2995	0.4966	0.5731	0.2312	0.5314	0.7699	0.06162	0.1922	0.7514
-Immune System Diseases	-Energy Metabolism	0	0	0	0	0	0.003238	0	0.02529	0.1027	0.000271	0.04071	0.1206	0.004056	0.3108	1.594	0.00651	0.3452	1.576	0.07423	0.1646	0.2646	0.05404	0.1349	0.2454	0.2081	2.111	4.753	0.204	1.814	4.308	0.08165	0.2942	0.732	0.2768	0.4437	6.819
-Neurodegenerative Diseases	-Energy Metabolism	0	0	0	0	0	0	0.1174	0.3532	0.7288	0.08494	0.1573	0.6356	0.05416	0.3107	0.6915	0.1058	0.3002	0.7261	0.6188	1.71	2.196	0.6134	1.352	2.131	0.704	1.325	1.984	0.7546	1.219	2.025	0.6592	1.916	5.737	0.1666	0.401	2.71
-Cardiovascular Diseases	-Energy Metabolism	0	0	0	0	0	0	0	0	0.001825	0	0	0.003824	0	0	0.002009	0	0	0.001873	0.1205	0.1888	0.3354	0.05448	0.08983	0.2379	0.1571	0.2752	0.4618	0.1501	0.2136	0.6685	0.345	0.6987	4.027	0.04722	0.1241	0.9702
-Metabolic Diseases	-Energy Metabolism	0	0	1.028	0	0	0.0845	0	0	0.119	0	0	0.1988	0	0	0	0	0	0	0	0	0.1873	0	0	0.3451	0.0001767	0.0008028	0.341	5.41e-07	0.0005763	0.4056	0	0.0003786	3.211	0	0.000315	1.713
-Infectious Diseases	-Energy Metabolism	0	0	2.093	0.001813	0.08736	0.1629	0.07657	0.2081	0.5941	0.06287	0.2128	0.6796	0.1224	0.29	0.679	0.09234	0.2191	0.4476	0.5032	1.156	2.924	0.5132	1.076	2.757	0.4552	0.9923	1.705	0.7713	1.217	2.193	1.076	2.132	4.668	0.1595	0.8458	11.18
Not Mapped	-Energy Metabolism	2.576	5.691	18.39	2.187	2.63	4.309	3.449	10.79	17.7	1.794	5.317	8.986	3.406	9.243	18.87	3.47	7.741	15.18	7.2	10.8	13.43	6.841	9.943	13.66	9.11	14.23	21.08	12.46	18.24	26.74	11.34	20.2	44.31	2.616	4.842	30.71
-Not Mapped	-Energy Metabolism	2.576	5.691	18.39	2.187	2.63	4.309	3.449	10.79	17.7	1.794	5.317	8.986	3.406	9.243	18.87	3.47	7.741	15.18	7.2	10.8	13.43	6.841	9.943	13.66	9.11	14.23	21.08	12.46	18.24	26.74	11.34	20.2	44.31	2.616	4.842	30.71
TOTAL	-Biosynthesis	8.144	13.15	14.75	6.945	7.146	8.284	8.843	11.62	14.04	7.058	8.218	10.2	10.09	11.79	12.56	7.07	8.034	9.364	16.86	25.09	30.13	16.12	23.71	28.59	22.33	25.23	28.24	21.72	26.28	28.32	19.26	22.37	24.97	24.24	26.77	39.83
MAPPED	-Biosynthesis	6.536	10.55	11.84	6.427	6.613	7.665	7.507	9.862	11.92	6.301	7.336	9.101	8.357	9.767	10.41	5.84	6.636	7.735	13.36	19.88	23.87	12.84	18.88	22.76	17.92	20.25	22.67	17.25	20.87	22.49	15.16	17.61	19.65	21.69	23.95	35.64
Genetic Information Processing	-Biosynthesis	2.193	3.325	4.047	3.268	3.431	3.94	3.867	5.14	6.132	2.732	3.257	3.962	3.931	4.783	4.884	2.519	2.919	3.354	5.327	8.568	10.15	5.053	8.093	9.52	9.226	10.32	11.8	8.572	10.29	11.03	5.638	6.565	7.283	9.041	9.675	15.1
-Transcription	-Biosynthesis	0.04254	0.04911	0.1446	0.177	0.1879	0.2311	0.02715	0.03871	0.04331	0.01638	0.02131	0.02851	0.05036	0.07303	0.08365	0.03203	0.046	0.05682	0.5418	0.9332	1.169	0.4738	0.8158	0.9731	0.8114	0.9353	1.113	0.7115	0.8478	0.9661	0.5822	0.6501	0.7499	0.8093	1.055	1.563
-Translation	-Biosynthesis	1.178	1.913	2.13	2.518	2.589	2.998	3.006	3.976	4.732	1.954	2.308	2.808	2.973	3.415	3.661	1.886	2.141	2.442	1.987	2.98	3.636	1.933	2.852	3.508	4.629	5.249	5.883	4.19	5.105	5.429	2.127	2.391	2.696	4.284	4.701	6.992
-Folding, Sorting and Degradation	-Biosynthesis	0.5482	1.097	1.515	0.404	0.4721	0.5428	0.7068	0.9875	1.21	0.714	0.8943	1.123	0.7518	0.9391	1.075	0.4942	0.62	0.6742	2.007	3.372	4.232	1.849	3.14	3.859	1.966	2.361	2.921	2.161	2.839	3.204	2.003	2.344	2.842	2.562	3.315	4.89
-DNA Maintenance	-Biosynthesis	0.1817	0.366	0.4804	0.1256	0.1501	0.1793	0.1013	0.1431	0.1781	0.03327	0.0429	0.06224	0.09128	0.1396	0.2862	0.06255	0.1077	0.2317	0.6703	1.044	1.158	0.6814	0.9976	1.123	1.139	1.683	2.249	1.128	1.555	2.076	0.8276	0.9541	1.105	0.6802	1.027	1.88
-RNA Family	-Biosynthesis	0	0	0	2.989e-09	3.851e-09	5.143e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Biosynthesis	0	0	0.009984	0.051	0.05706	0.06307	0.04033	0.05279	0.07764	0.01629	0.02107	0.03462	0.07233	0.08911	0.09535	0.04036	0.04772	0.05426	0.3267	0.6043	0.6633	0.2964	0.5462	0.5718	0.4988	0.7071	0.768	0.5754	0.8178	0.9318	0.3596	0.4777	0.5358	0.8893	1.149	1.808
-Signal Transduction	-Biosynthesis	0	0	0.009984	0.051	0.05669	0.06307	0.01159	0.01661	0.0205	0.003976	0.008661	0.01189	0.02899	0.0363	0.04356	0.01259	0.01471	0.02449	0.06485	0.1183	0.2189	0.07496	0.1352	0.2179	0.07958	0.1449	0.3052	0.09208	0.167	0.3396	0.08878	0.141	0.2457	0.08294	0.1038	0.5717
-Signaling Molecules and Interaction	-Biosynthesis	0	0	0	1.328e-09	1.449e-09	0.0006119	0.02873	0.03763	0.05826	0.01164	0.0141	0.02483	0.04334	0.05049	0.05465	0.02696	0.02977	0.03448	0.2587	0.4063	0.5207	0.2211	0.3283	0.4257	0.3956	0.482	0.6288	0.4834	0.5922	0.7215	0.2313	0.3086	0.3544	0.7995	0.9143	1.442
Cellular Processes	-Biosynthesis	0.4325	0.6823	0.7393	0.06357	0.06829	0.08137	0.1222	0.1555	0.1694	0.1193	0.1457	0.1645	0.2728	0.3306	0.3582	0.2048	0.2391	0.2652	1.453	1.84	2.534	1.276	1.548	2.063	1.893	2.246	2.571	2.212	2.72	2.858	2.71	3.343	3.699	3.267	4.504	6.527
-Hemoglobin	-Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.474e-05	5.055e-05	0.0001079	0.0001504	0.0001842	0.0001961	0	0	0	0.0003504	0.000456	0.0009443
-Vesicular Transport	-Biosynthesis	0	0	0	0	0	0	0.02383	0.02911	0.03912	0.01151	0.01804	0.03322	0.02217	0.04052	0.05155	0.01763	0.02956	0.03832	0.2667	0.327	0.5811	0.2416	0.3425	0.6077	0.2115	0.2451	0.4114	0.2581	0.2754	0.4579	0.1756	0.261	0.4469	0.1186	0.1979	1.004
-Cytoskeleton	-Biosynthesis	0.1842	0.2586	0.2786	0.02188	0.02251	0.02609	0.03196	0.03856	0.05053	0.04886	0.05631	0.07706	0.0145	0.02716	0.03436	0.01201	0.02122	0.02542	0.6799	1.045	1.453	0.4469	0.6925	0.9914	1.354	1.533	1.7	1.518	1.719	1.866	1.968	2.203	2.613	2.535	3.438	4.698
-Cell Motility	-Biosynthesis	0.05165	0.08339	0.09356	0.02924	0.03193	0.04299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Biosynthesis	0.1966	0.3174	0.3694	0.01184	0.01393	0.01933	0.06387	0.07578	0.0869	0.04717	0.05852	0.06994	0.2293	0.2592	0.277	0.1583	0.1734	0.2046	0.2373	0.3775	0.4713	0.2212	0.3432	0.3948	0.2182	0.2999	0.3655	0.2901	0.3964	0.4659	0.2495	0.3555	0.3835	0.2766	0.3968	0.608
-Cell Communication	-Biosynthesis	0	0	0	0	0	0	0	0.0009304	0.004121	0	0.0009007	0.003398	0	0.001983	0.01061	0	0.001435	0.007154	0.07721	0.1293	0.18	0.06798	0.1142	0.1803	0.1021	0.1397	0.1733	0.1446	0.2437	0.2861	0.2197	0.287	0.588	0.07857	0.1372	0.2168
Metabolism	-Biosynthesis	3.706	6.061	6.707	2.97	3.032	3.557	3.352	4.342	5.331	3.276	3.789	4.736	3.793	4.315	4.702	2.854	3.32	3.858	4.209	5.836	7.239	4.417	6.187	7.343	3.894	4.461	4.824	3.783	4.469	4.708	4.262	4.864	5.351	5.659	7.209	9.682
-Membrane Transport	-Biosynthesis	0.2573	0.4467	0.5799	0.3544	0.3936	0.4327	0.1393	0.1818	0.2182	0.07603	0.08942	0.1072	0.1116	0.1252	0.1418	0.06537	0.07567	0.08591	0.022	0.05861	0.09194	0.01825	0.03892	0.06364	0.05135	0.07024	0.1096	0.0306	0.04984	0.06955	0.02112	0.02805	0.03464	0.01045	0.01537	0.02984
-Central Carbon Metabolism	-Biosynthesis	1.245	1.87	2.203	0.4734	0.5475	0.6933	1.168	1.307	2.252	0.919	1.253	1.857	1.228	1.503	2.077	0.7135	0.9194	1.492	1.078	1.783	2.256	1.205	1.901	2.518	0.6586	0.9636	1.297	0.7083	1.07	1.441	1.369	1.739	2.091	2.05	2.968	3.559
-Energy Metabolism	-Biosynthesis	0.02889	0.4176	0.7914	0.1036	0.1653	0.2385	0.08492	0.1535	0.3807	0.1191	0.1593	0.3709	0.1094	0.1282	0.3961	0.0898	0.1256	0.304	0.3101	0.423	0.5952	0.2982	0.4521	0.6652	0.2361	0.3152	0.4764	0.1979	0.2531	0.3685	0.1051	0.153	0.2892	0.0507	0.3373	0.9397
-Biosynthesis	-Biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Other Enzymes	-Biosynthesis	1.175	1.69	2.649	0.8703	0.9524	1.276	0.7636	1.475	1.88	0.8041	1.329	1.574	0.9396	1.224	1.632	0.7026	1.113	1.461	1.55	2.394	3.331	1.53	2.526	3.239	1.687	1.915	2.379	1.722	1.959	2.348	1.592	1.808	2.111	1.655	2.796	4.275
Organismal Systems	-Biosynthesis	0	0	0	0	3.32e-10	0.000267	0.01293	0.02284	0.03599	0.007898	0.02533	0.03085	0.01673	0.02888	0.05308	0.01272	0.02181	0.0386	0.7009	1.194	1.286	0.5456	0.8216	0.9584	0.4808	0.7035	0.7803	0.5939	0.812	0.9317	0.5346	0.6353	0.7057	0.5641	1.08	1.512
-Immune System	-Biosynthesis	0	0	0	0	0	0	0.001328	0.009255	0.02014	0.001133	0.009477	0.01759	0.0049	0.00938	0.01598	0.003101	0.008519	0.01394	0.2414	0.4023	0.5663	0.2108	0.3578	0.5353	0.09145	0.1706	0.2458	0.09441	0.179	0.2572	0.06472	0.1683	0.2937	0.06607	0.1706	0.2365
-Endocrine System	-Biosynthesis	0	0	0	0	0	0	7.974e-05	0.0005083	0.00343	2.972e-05	0.0002184	0.002557	0	0.000627	0.007958	0	0.0003893	0.006552	0.203	0.292	0.3829	0.07258	0.1181	0.1774	0.04765	0.07474	0.1049	0.111	0.139	0.1691	0.01419	0.03844	0.1129	0.154	0.1906	0.3258
-Circulatory System	-Biosynthesis	0	0	0	0	0	0	0	0	0.0007944	0	0	0.0004632	0	0	0.009125	0	0	0.006578	0.02918	0.04916	0.06704	0.02447	0.04063	0.05462	0.05381	0.07385	0.1253	0.08337	0.1171	0.1762	0.02914	0.03689	0.06844	0.01293	0.02184	0.2459
-Digestive System	-Biosynthesis	0	0	0	0	0	0.000267	0	0.002644	0.003351	0	0.0006016	0.002851	0	0.001408	0.008337	0	0.001099	0.006644	0.006736	0.04147	0.07548	0.005454	0.04012	0.07129	0.03657	0.09659	0.1334	0.04112	0.09129	0.1265	0.05259	0.07041	0.1173	0.0286	0.0609	0.1357
-Excretory System	-Biosynthesis	0	0	0	0	0	0	0	0.002743	0.01551	1.187e-05	0.002927	0.01284	0	0.007553	0.01546	0	0.00552	0.01194	0.03036	0.0624	0.1979	0.02533	0.05685	0.1723	0.01308	0.05809	0.08152	0.01869	0.07732	0.1354	0.02552	0.05244	0.1266	0.01204	0.03668	0.137
-Nervous System	-Biosynthesis	0	0	0	0	0	3.622e-10	0	0.0004686	0.003996	0	0.000333	0.003332	0	0.001632	0.009014	0	0.001498	0.007753	0.006524	0.08667	0.1595	0.008282	0.07704	0.134	0.01576	0.04994	0.1003	0.02498	0.05515	0.1312	0.01817	0.0614	0.09149	0.01083	0.07248	0.1912
-Sensory System	-Biosynthesis	0	0	0	0	0	0	0	0.0003573	0.004651	0	4.497e-05	0.000353	0	0.0006337	0.001207	0	0.0001895	0.001334	0	0.003999	0.01015	0	0.003987	0.007093	4.004e-05	0.01345	0.01973	0.0003321	0.02119	0.02809	2.917e-16	0.003182	0.007517	0	0.0002509	0.000477
-Development	-Biosynthesis	0	0	0	0	0	0	0	0	0.003285	0	0	0.01094	0	0	0	0	0	0	0.01842	0.02902	0.0414	0.01298	0.02111	0.0317	0.01288	0.02283	0.131	0.01683	0.02629	0.1525	0.03149	0.0392	0.2117	0.01691	0.03424	0.7815
-Environmental Adaptation	-Biosynthesis	0	0	0	0	0	0	0	0	0.002628	0	0	0.001332	0	0	0.001742	0	0	0.00126	0	0.007051	0.03269	0	0.005916	0.02494	4.743e-05	0.006435	0.03564	5.257e-05	0.006916	0.03467	0.0008318	0.002283	0.04349	0.000267	0.00266	0.02208
Human Diseases	-Biosynthesis	0	0.3809	0.6756	0.01495	0.02062	0.03601	0.07066	0.1255	0.1857	0.05368	0.1431	0.1921	0.1534	0.2092	0.341	0.1296	0.1881	0.2618	1.131	1.583	2.695	0.9379	1.375	2.39	1.45	1.889	2.771	1.217	1.712	2.246	1.004	1.276	2.049	0.5799	1.58	2.174
-Cancers	-Biosynthesis	0	0	0.03362	0	0	0.0003276	9.965e-05	0.003551	0.006196	3.937e-05	0.003759	0.007421	0	0.003885	0.005947	0	0.001965	0.005222	0.05178	0.1489	0.1982	0.05697	0.126	0.1791	0.07935	0.1305	0.1642	0.07581	0.1408	0.169	0.05757	0.08095	0.1576	0.04411	0.07208	0.1195
-Immune System Diseases	-Biosynthesis	0	0	0	0	0	0.0004336	0	0.006155	0.01015	4.316e-05	0.008629	0.01665	0.0005198	0.08723	0.1905	0.0008176	0.0774	0.1435	0.03294	0.06962	0.1382	0.0252	0.06207	0.121	0.06219	0.716	1.424	0.05155	0.4705	1.075	0.009821	0.0712	0.1068	0.04879	0.3853	0.7486
-Neurodegenerative Diseases	-Biosynthesis	0	0	0	0	0	0	0.03655	0.0574	0.1013	0.02031	0.06107	0.0843	0.03049	0.05455	0.08119	0.03644	0.06414	0.07486	0.5064	0.7608	0.9449	0.4379	0.6792	0.7996	0.4279	0.4704	0.593	0.3396	0.3616	0.5116	0.2767	0.4481	0.6895	0.1353	0.2649	0.3875
-Cardiovascular Diseases	-Biosynthesis	0	0	0	0	0	0	0	0	0.0002715	0	0	0.0006351	0	0	0.0002698	0	0	0.0002352	0.0673	0.09567	0.1744	0.0291	0.04076	0.1055	0.0736	0.107	0.1326	0.05044	0.07466	0.134	0.1125	0.1551	0.4605	0.04437	0.07257	0.08768
-Metabolic Diseases	-Biosynthesis	0	0	0.5052	0	0	0.01819	0	0	0.01769	0	0	0.03167	0	0	0	0	0	0	0	0	0.09251	0	0	0.1558	8.42e-05	0.0002868	0.08862	2.435e-07	0.0001237	0.08839	0	8.665e-05	0.385	0	0.0002143	0.1526
-Infectious Diseases	-Biosynthesis	0	0	0.6756	0.0004159	0.01684	0.03601	0.01244	0.04812	0.07468	0.01174	0.04242	0.1072	0.03395	0.06535	0.08915	0.01994	0.04161	0.05821	0.1875	0.4888	1.229	0.1531	0.5058	1.055	0.1811	0.384	0.4582	0.2	0.4341	0.5892	0.2109	0.5294	0.6167	0.08378	0.4321	1.164
Not Mapped	-Biosynthesis	1.608	2.597	2.913	0.5184	0.5334	0.6183	1.335	1.754	2.12	0.7575	0.882	1.094	1.732	2.024	2.157	1.23	1.398	1.629	3.5	5.21	6.256	3.287	4.834	5.828	4.407	4.98	5.574	4.47	5.409	5.83	4.101	4.761	5.315	2.552	2.818	4.194
-Not Mapped	-Biosynthesis	1.608	2.597	2.913	0.5184	0.5334	0.6183	1.335	1.754	2.12	0.7575	0.882	1.094	1.732	2.024	2.157	1.23	1.398	1.629	3.5	5.21	6.256	3.287	4.834	5.828	4.407	4.98	5.574	4.47	5.409	5.83	4.101	4.761	5.315	2.552	2.818	4.194
TOTAL	-Other Enzymes	5.136	6.472	8.168	6.307	7.088	7.98	6.699	7.622	10.4	5.22	6.28	8.58	6.429	8.518	10.99	5.525	7.219	8.905	8.426	9.864	10.65	7.76	9.388	9.788	11.69	12.74	13.44	12.06	13.18	13.66	10.75	11.86	12.53	8.379	10.58	13.11
MAPPED	-Other Enzymes	4.121	5.194	6.555	5.836	6.559	7.384	5.688	6.471	8.828	4.66	5.606	7.659	5.325	7.056	9.106	4.564	5.963	7.356	6.677	7.816	8.442	6.178	7.474	7.793	9.382	10.23	10.79	9.58	10.47	10.85	8.458	9.336	9.864	7.497	9.467	11.73
Genetic Information Processing	-Other Enzymes	1.399	1.63	2.247	2.994	3.375	3.808	2.955	3.354	4.531	2.069	2.521	3.294	2.647	3.394	4.366	2.069	2.595	3.096	2.718	3.253	3.579	2.498	3.006	3.287	4.657	5.323	5.575	4.657	5.126	5.426	3.118	3.469	3.857	2.905	3.663	5.049
