Numerator	Denominator	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck	mpn Kuehner	eco Valgepea 2013 48	sce Nagaraj	sce deGodoy	sce Newman rich	sce Newman minimal	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Geiger 2012 HeLa	hsa Geiger 2012 U2OS	hsa Nagaraj 2011	hsa Beck
-Nervous System	MAPPED	0	0	0	0	0	5.161e-11	0	4.962e-05	0.0003556	0	4.54e-05	0.0003901	0	0.000187	0.0009864	0	0.0002358	0.001002	0.0002988	0.006291	0.007275	0.0004088	0.005886	0.006619	0.0007781	0.002487	0.00525	0.001148	0.002689	0.006804	0.001018	0.003895	0.004656	0.0004832	0.003117	0.007694
-Sensory System	MAPPED	0	0	0	0	0	0	0	3.929e-05	0.0004447	0	7.137e-06	4.831e-05	0	7.582e-05	0.0001193	0	3.014e-05	0.0001771	0	0.0002053	0.0003897	0	0.0002345	0.0003757	2.097e-06	0.0006415	0.000771	1.722e-05	0.0009702	0.001107	1.857e-17	0.0001776	0.0003933	0	6.102e-06	2.129e-05
-Development	MAPPED	0	0	0	0	0	0	0	0	0.0003	0	0	0.001451	0	0	0	0	0	0	0.0007077	0.001621	0.002055	0.0006405	0.001185	0.001864	0.0006201	0.001025	0.006073	0.0008065	0.001164	0.007148	0.001922	0.0025	0.01203	0.0007546	0.001457	0.02709
-Environmental Adaptation	MAPPED	0	0	0	0	0	0	0	0	0.00027	0	0	0.0001815	0	0	0.0001883	0	0	0.0001902	0	0.0004891	0.00215	0	0.000425	0.001781	1.852e-06	0.0003177	0.001866	2.016e-06	0.0003759	0.001798	4.221e-05	0.0001438	0.002769	7.456e-06	0.0001111	0.0007604
Human Diseases	MAPPED	0	0.03438	0.07581	0.002296	0.002764	0.005598	0.008085	0.0138	0.01644	0.007481	0.01832	0.0234	0.0157	0.0234	0.03277	0.01801	0.0264	0.03805	0.06162	0.08311	0.1129	0.05996	0.07673	0.1059	0.06931	0.09235	0.1237	0.06615	0.08001	0.1039	0.06125	0.08412	0.1043	0.02587	0.05518	0.07491
-Cancers	MAPPED	0	0	0.003035	0	0	4.954e-05	1.007e-05	0.0003013	0.0006283	5.366e-06	0.0005123	0.001018	0	0.0004361	0.0005599	0	0.0002961	0.0006581	0.003406	0.007762	0.00925	0.004067	0.006733	0.008874	0.004155	0.006419	0.009162	0.003932	0.006433	0.009544	0.002921	0.004302	0.008739	0.001663	0.003212	0.004193
-Immune System Diseases	MAPPED	0	0	0	0	0	6.658e-05	0	0.0005222	0.001033	5.883e-06	0.001369	0.002081	5.322e-05	0.01044	0.01862	0.0001134	0.01231	0.02163	0.001993	0.003437	0.007076	0.001724	0.003214	0.006486	0.002428	0.0317	0.06473	0.001977	0.0241	0.04893	0.0004983	0.00386	0.005519	0.001187	0.0172	0.02572
-Neurodegenerative Diseases	MAPPED	0	0	0	0	0	0	0.004182	0.007057	0.009678	0.00283	0.006932	0.01009	0.003296	0.006307	0.007801	0.006239	0.008292	0.01033	0.02252	0.03653	0.04408	0.02295	0.03424	0.04097	0.019	0.02343	0.02662	0.0157	0.01951	0.02237	0.01572	0.02956	0.03502	0.006034	0.007547	0.01262
-Cardiovascular Diseases	MAPPED	0	0	0	0	0	0	0	0	2.744e-05	0	0	8.303e-05	0	0	2.636e-05	0	0	3.263e-05	0.004333	0.004489	0.006885	0.002013	0.002128	0.004626	0.003854	0.004883	0.006588	0.002532	0.003452	0.006374	0.007165	0.008805	0.02458	0.00198	0.002213	0.00367
-Metabolic Diseases	MAPPED	0	0	0.04446	0	0	0.002592	0	0	0.001788	0	0	0.004316	0	0	0	0	0	0	0	0	0.003875	0	0	0.006842	3.714e-06	1.387e-05	0.003978	1.126e-08	6.723e-06	0.00393	0	5.069e-06	0.01959	0	8.5e-06	0.006561
-Infectious Diseases	MAPPED	0	0	0.07581	5.574e-05	0.002343	0.005598	0.001262	0.004932	0.006906	0.001534	0.005783	0.01499	0.003197	0.007426	0.009318	0.002513	0.006304	0.008348	0.01114	0.03374	0.05568	0.009957	0.03619	0.05224	0.009949	0.01803	0.02282	0.01087	0.02001	0.02873	0.01288	0.02849	0.03864	0.003862	0.01804	0.04194
Not Mapped	MAPPED	0.2461	0.2461	0.2461	0.08067	0.08067	0.08067	0.1779	0.1779	0.1779	0.1202	0.1202	0.1202	0.2073	0.2073	0.2073	0.2106	0.2106	0.2106	0.262	0.262	0.262	0.256	0.256	0.256	0.2459	0.2459	0.2459	0.2592	0.2592	0.2592	0.2705	0.2705	0.2705	0.1177	0.1177	0.1177
-Not Mapped	MAPPED	0.2461	0.2461	0.2461	0.08067	0.08067	0.08067	0.1779	0.1779	0.1779	0.1202	0.1202	0.1202	0.2073	0.2073	0.2073	0.2106	0.2106	0.2106	0.262	0.262	0.262	0.256	0.256	0.256	0.2459	0.2459	0.2459	0.2592	0.2592	0.2592	0.2705	0.2705	0.2705	0.1177	0.1177	0.1177
TOTAL	Genetic Information Processing	3.406	3.714	4.275	2.067	2.1	2.128	2.252	2.273	2.295	2.491	2.523	2.583	2.429	2.518	2.567	2.671	2.787	2.855	2.904	2.934	3.137	2.866	2.946	3.144	2.283	2.42	2.569	2.428	2.534	2.626	3.219	3.312	3.468	2.597	2.678	2.885
MAPPED	Genetic Information Processing	2.733	2.981	3.431	1.913	1.943	1.969	1.912	1.929	1.948	2.224	2.253	2.306	2.012	2.086	2.126	2.206	2.302	2.358	2.301	2.325	2.486	2.282	2.345	2.503	1.832	1.943	2.062	1.928	2.012	2.085	2.534	2.607	2.73	2.324	2.396	2.581
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Transcription	Genetic Information Processing	0.01131	0.01454	0.04216	0.04772	0.05751	0.05885	0.005761	0.007102	0.009979	0.004134	0.005814	0.008542	0.01123	0.0154	0.01723	0.01112	0.01579	0.01739	0.08285	0.1152	0.1245	0.07883	0.1032	0.1168	0.07964	0.08861	0.09549	0.072	0.08101	0.0866	0.09541	0.09961	0.1081	0.08714	0.09646	0.1081
-Translation	Genetic Information Processing	0.4956	0.5373	0.6237	0.7506	0.7613	0.7729	0.7671	0.7735	0.7775	0.6966	0.7015	0.7152	0.7034	0.7372	0.751	0.6993	0.7337	0.7557	0.3474	0.3536	0.373	0.3485	0.361	0.3825	0.4733	0.5017	0.5331	0.4678	0.4888	0.5056	0.3395	0.3664	0.3898	0.4536	0.471	0.5066
-Folding, Sorting and Degradation	Genetic Information Processing	0.211	0.2962	0.3827	0.1236	0.1378	0.1425	0.1828	0.1921	0.1958	0.2599	0.276	0.2835	0.1913	0.2076	0.2203	0.1854	0.1999	0.2195	0.3767	0.4089	0.4269	0.3659	0.4124	0.4242	0.2126	0.2327	0.2636	0.2428	0.2639	0.2907	0.3403	0.3767	0.4072	0.2833	0.324	0.3487
-DNA Maintenance	Genetic Information Processing	0.08287	0.1175	0.127	0.03843	0.04335	0.04736	0.0225	0.02667	0.02998	0.01038	0.0127	0.01664	0.02225	0.03204	0.05983	0.02416	0.03756	0.06907	0.1068	0.1211	0.1464	0.1159	0.1232	0.1424	0.1041	0.1752	0.1922	0.1097	0.1629	0.1882	0.131	0.1409	0.1706	0.0703	0.09389	0.1263
-RNA Family	Genetic Information Processing	0	0	0	8.885e-10	1.015e-09	1.404e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Genetic Information Processing	0	0	0.003843	0.01462	0.01601	0.01722	0.009586	0.01043	0.01478	0.005256	0.00647	0.01071	0.01718	0.01843	0.0211	0.0139	0.01514	0.01873	0.05201	0.06396	0.07224	0.04746	0.06234	0.06902	0.05058	0.06139	0.07542	0.06575	0.07511	0.09185	0.06098	0.06975	0.08619	0.09356	0.105	0.1337
-Signal Transduction	Genetic Information Processing	0	0	0.003843	0.01462	0.01601	0.01703	0.002332	0.002998	0.00382	0.001164	0.00266	0.003236	0.00676	0.007448	0.009937	0.004119	0.005087	0.007974	0.009859	0.01276	0.0224	0.01189	0.01564	0.02487	0.008625	0.01356	0.02789	0.01074	0.01398	0.03348	0.01575	0.02026	0.03726	0.006871	0.009604	0.04453
-Signaling Molecules and Interaction	Genetic Information Processing	0	0	0	3.949e-10	4.016e-10	0.0001846	0.007039	0.007431	0.01155	0.00381	0.004145	0.007682	0.01024	0.01093	0.01168	0.009458	0.01008	0.0107	0.04156	0.04836	0.05718	0.03557	0.04269	0.05244	0.04084	0.0454	0.0551	0.05232	0.05639	0.06539	0.03922	0.04702	0.05842	0.08435	0.08973	0.09553
Cellular Processes	Genetic Information Processing	0.1686	0.1881	0.2104	0.01913	0.02034	0.02201	0.02514	0.03007	0.0316	0.0369	0.04152	0.04474	0.06367	0.07121	0.07374	0.07073	0.07971	0.08312	0.1832	0.244	0.2728	0.1608	0.2093	0.2524	0.1954	0.2202	0.2343	0.2333	0.2578	0.2762	0.4596	0.5011	0.5329	0.35	0.4014	0.4981
-Hemoglobin	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.574e-06	4.849e-06	1.046e-05	1.681e-05	1.754e-05	1.818e-05	0	0	0	3.754e-05	3.871e-05	0.000103
-Vesicular Transport	Genetic Information Processing	0	0	0	0	0	0	0.004259	0.006396	0.006846	0.00356	0.006384	0.009725	0.005173	0.008499	0.0112	0.006091	0.009452	0.01255	0.03265	0.04501	0.05958	0.03368	0.04495	0.0694	0.01995	0.02457	0.03465	0.02452	0.02935	0.03941	0.02675	0.04304	0.0628	0.01268	0.01468	0.06833
-Cytoskeleton	Genetic Information Processing	0.0638	0.07146	0.08402	0.006511	0.006614	0.006702	0.007454	0.007747	0.008307	0.01513	0.01668	0.01945	0.003025	0.005594	0.007437	0.003724	0.007195	0.008709	0.07146	0.146	0.1597	0.05192	0.1118	0.1274	0.1305	0.1534	0.1575	0.1482	0.1684	0.176	0.3129	0.3488	0.3626	0.271	0.3143	0.3803
-Cell Motility	Genetic Information Processing	0.0216	0.02356	0.02711	0.008812	0.008949	0.01153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Genetic Information Processing	0.08271	0.09102	0.1032	0.003452	0.003767	0.004917	0.01212	0.01489	0.01619	0.01636	0.01726	0.01811	0.0534	0.0548	0.05683	0.05872	0.06055	0.06346	0.03684	0.04407	0.04884	0.03523	0.04227	0.04778	0.02252	0.02972	0.03264	0.0306	0.03986	0.04304	0.04232	0.05056	0.05669	0.02963	0.03817	0.04194
-Cell Communication	Genetic Information Processing	0	0	0	0	0	0	0	0.0001867	0.0006721	0	0.0002441	0.0008577	0	0.0004833	0.002203	0	0.0005697	0.002419	0.01185	0.01612	0.01989	0.01134	0.01539	0.02228	0.01054	0.0133	0.01535	0.01525	0.0214	0.02595	0.03397	0.04161	0.0831	0.007203	0.01356	0.01523
Metabolism	Genetic Information Processing	1.563	1.69	1.956	0.8689	0.9004	0.9198	0.8448	0.8559	0.8716	1.141	1.163	1.199	0.8889	0.9327	0.9648	1.069	1.133	1.179	0.6812	0.7049	0.7901	0.7515	0.7713	0.8742	0.3831	0.4261	0.4394	0.3986	0.4305	0.4418	0.6907	0.7324	0.7656	0.6052	0.6401	0.7366
-Membrane Transport	Genetic Information Processing	0.1007	0.1261	0.1542	0.09585	0.1112	0.116	0.03531	0.03557	0.03615	0.0267	0.02763	0.02846	0.02579	0.02838	0.02904	0.02316	0.02588	0.02626	0.003003	0.005996	0.01073	0.002719	0.004928	0.007902	0.003674	0.00658	0.009333	0.002262	0.004874	0.006588	0.003218	0.004188	0.004919	0.00112	0.001589	0.001977
-Central Carbon Metabolism	Genetic Information Processing	0.4007	0.5603	0.6294	0.1395	0.1628	0.1909	0.2475	0.2902	0.3682	0.2822	0.3944	0.4962	0.2529	0.336	0.4343	0.2183	0.3149	0.4505	0.1824	0.2117	0.2623	0.2111	0.2511	0.3081	0.06925	0.08869	0.1003	0.08227	0.09899	0.1141	0.225	0.2546	0.2902	0.2192	0.2558	0.3272
-Energy Metabolism	Genetic Information Processing	0.01317	0.1326	0.2081	0.0308	0.04048	0.06951	0.01388	0.02894	0.07549	0.02992	0.04891	0.1149	0.02287	0.02867	0.08264	0.0311	0.03846	0.1024	0.03055	0.04939	0.07942	0.03096	0.0539	0.0854	0.0213	0.03281	0.04037	0.0181	0.02699	0.03503	0.01395	0.02462	0.04173	0.00524	0.03731	0.1005
-Biosynthesis	Genetic Information Processing	0.2354	0.2699	0.3849	0.2388	0.2803	0.306	0.1484	0.1939	0.222	0.2256	0.2928	0.3119	0.1962	0.2086	0.2438	0.2901	0.3198	0.3751	0.09169	0.1139	0.1529	0.1038	0.1232	0.1664	0.07154	0.09368	0.1041	0.07395	0.09587	0.1066	0.1327	0.1468	0.1696	0.05747	0.09143	0.1091
-Other Enzymes	Genetic Information Processing	0.3881	0.5895	0.6996	0.2571	0.2915	0.3239	0.1975	0.2971	0.3117	0.2943	0.3908	0.4525	0.2188	0.2559	0.3341	0.2789	0.3442	0.4479	0.237	0.3054	0.3522	0.2545	0.3159	0.3827	0.1742	0.1878	0.2032	0.1816	0.1895	0.2012	0.2592	0.2792	0.3083	0.1769	0.224	0.2926
Organismal Systems	Genetic Information Processing	0	0	0	0	9.948e-11	7.228e-05	0.003343	0.004529	0.006037	0.002891	0.007086	0.008963	0.004039	0.007347	0.01089	0.00505	0.00803	0.01234	0.1126	0.1231	0.1501	0.09035	0.09911	0.1228	0.04992	0.05993	0.07432	0.0682	0.07689	0.09066	0.08159	0.09689	0.1119	0.05354	0.09279	0.1416
-Immune System	Genetic Information Processing	0	0	0	0	0	0	0.0002948	0.001795	0.003714	0.0002859	0.002932	0.004405	0.001194	0.001961	0.00362	0.001231	0.002627	0.004378	0.03502	0.04531	0.06959	0.03507	0.04648	0.06793	0.008567	0.01688	0.02503	0.009021	0.01628	0.02465	0.008886	0.02975	0.04165	0.007065	0.01292	0.02438
-Endocrine System	Genetic Information Processing	0	0	0	0	0	0	1.76e-05	8.3e-05	0.0006905	9.205e-06	5.513e-05	0.0008997	0	0.0001399	0.002025	0	0.0001334	0.002458	0.03408	0.03801	0.03947	0.01225	0.01603	0.01864	0.004618	0.007001	0.01064	0.01151	0.01345	0.01904	0.002282	0.005335	0.01843	0.01616	0.01719	0.02674
-Circulatory System	Genetic Information Processing	0	0	0	0	0	0	0	0	0.0001299	0	0	0.0001171	0	0	0.002035	0	0	0.002254	0.005069	0.005549	0.007634	0.00447	0.004833	0.00675	0.00582	0.006889	0.01215	0.009641	0.01103	0.01614	0.004531	0.005238	0.01004	0.001383	0.001512	0.01659
-Digestive System	Genetic Information Processing	0	0	0	0	0	7.228e-05	0	0.000523	0.0006861	0	0.0001861	0.0008675	0	0.0003084	0.00186	0	0.0003798	0.002276	0.0009206	0.006342	0.009316	0.0007838	0.004624	0.008979	0.003807	0.008375	0.01161	0.004336	0.007996	0.01247	0.007389	0.01133	0.01831	0.003064	0.004469	0.01501
-Excretory System	Genetic Information Processing	0	0	0	0	0	0	0	0.0004885	0.00289	2.679e-06	0.0008445	0.003731	0	0.001482	0.003449	0	0.001602	0.003702	0.00299	0.007528	0.02254	0.00263	0.007106	0.02129	0.00118	0.00548	0.0079	0.001709	0.007007	0.01334	0.003872	0.008512	0.01929	0.001265	0.00222	0.01515
-Nervous System	Genetic Information Processing	0	0	0	0	0	1.004e-10	0	9.575e-05	0.0006931	0	0.000103	0.0008972	0	0.0003919	0.00205	0	0.0005418	0.002312	0.0007429	0.01479	0.01737	0.001023	0.01391	0.01585	0.001605	0.004678	0.01043	0.002395	0.00527	0.01399	0.002581	0.01022	0.01214	0.001198	0.007491	0.0179
-Sensory System	Genetic Information Processing	0	0	0	0	0	0	0	7.58e-05	0.0008634	0	1.587e-05	0.0001093	0	0.0001525	0.0002517	0	6.649e-05	0.0004137	0	0.0004724	0.0009302	0	0.000535	0.0008737	4.168e-06	0.001274	0.00145	3.541e-05	0.00196	0.002168	4.808e-17	0.0004712	0.001032	0	1.442e-05	5.1e-05
-Development	Genetic Information Processing	0	0	0	0	0	0	0	0	0.0005788	0	0	0.003285	0	0	0	0	0	0	0.001689	0.003731	0.004989	0.001603	0.002704	0.004555	0.001249	0.00199	0.01227	0.001659	0.002343	0.01482	0.005067	0.006787	0.03107	0.001842	0.003539	0.0652
-Environmental Adaptation	Genetic Information Processing	0	0	0	0	0	0	0	0	0.000521	0	0	0.000412	0	0	0.0003885	0	0	0.0004318	0	0.001133	0.004999	0	0.0009735	0.004149	3.393e-06	0.0006552	0.003709	3.887e-06	0.0007294	0.003696	0.0001154	0.0003927	0.007168	1.762e-05	0.0002871	0.001769
Human Diseases	Genetic Information Processing	0	0.1003	0.2601	0.004446	0.005414	0.01102	0.01559	0.02663	0.03164	0.01674	0.04213	0.05396	0.0316	0.04876	0.06996	0.03974	0.06079	0.09041	0.1418	0.1947	0.2654	0.1368	0.1788	0.2484	0.127	0.1794	0.25	0.1283	0.161	0.2184	0.1614	0.2163	0.2719	0.06414	0.1424	0.1801
-Cancers	Genetic Information Processing	0	0	0.008853	0	0	9.55e-05	1.939e-05	0.000579	0.001212	1.209e-05	0.001163	0.002298	0	0.0009065	0.00119	0	0.0006786	0.001552	0.007917	0.01825	0.02134	0.009478	0.01592	0.02139	0.008258	0.01324	0.0178	0.008083	0.01273	0.0192	0.007989	0.01166	0.02293	0.003869	0.007864	0.01005
-Immune System Diseases	Genetic Information Processing	0	0	0	0	0	0.0001298	0	0.001004	0.002003	1.325e-05	0.003158	0.004838	0.0001071	0.02219	0.03901	0.0002502	0.02904	0.04968	0.004625	0.008081	0.01647	0.004043	0.007598	0.01495	0.004449	0.06067	0.1335	0.003812	0.04849	0.102	0.001363	0.01048	0.01507	0.002804	0.0412	0.06638
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0	0	0	0	0.008114	0.0137	0.01863	0.006335	0.01541	0.02272	0.0068	0.01269	0.01666	0.01446	0.01912	0.02437	0.05181	0.08663	0.1055	0.05238	0.08049	0.0985	0.03922	0.04459	0.05299	0.03288	0.03783	0.04665	0.04061	0.076	0.09576	0.01496	0.01948	0.02955
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0	0	0	0	5.282e-05	0	0	0.0001859	0	0	5.492e-05	0	0	7.496e-05	0.01005	0.01116	0.01644	0.004653	0.005328	0.01108	0.007603	0.009836	0.01237	0.005011	0.007257	0.01237	0.01841	0.02404	0.06444	0.004628	0.00541	0.008783
-Metabolic Diseases	Genetic Information Processing	0	0	0.1364	0	0	0.005052	0	0	0.003443	0	0	0.009723	0	0	0	0	0	0	0	0	0.009112	0	0	0.01617	7.134e-06	2.792e-05	0.007484	2.367e-08	1.304e-05	0.0077	0	1.284e-05	0.05141	0	1.978e-05	0.01572
-Infectious Diseases	Genetic Information Processing	0	0	0.2601	0.0001087	0.004553	0.01102	0.002412	0.009494	0.01341	0.003436	0.01303	0.03456	0.00666	0.01537	0.01875	0.005785	0.01454	0.01842	0.0258	0.08192	0.1292	0.02281	0.08745	0.1225	0.01869	0.03631	0.04462	0.0211	0.0397	0.05629	0.03394	0.07659	0.1049	0.008975	0.04715	0.1005
Not Mapped	Genetic Information Processing	0.6726	0.7335	0.8442	0.1543	0.1568	0.1588	0.3401	0.3432	0.3465	0.2674	0.2708	0.2773	0.417	0.4323	0.4407	0.4646	0.4849	0.4968	0.6029	0.6092	0.6514	0.5842	0.6004	0.6409	0.4506	0.4777	0.5071	0.4997	0.5214	0.5404	0.6853	0.7052	0.7384	0.2734	0.2819	0.3037
-Not Mapped	Genetic Information Processing	0.6726	0.7335	0.8442	0.1543	0.1568	0.1588	0.3401	0.3432	0.3465	0.2674	0.2708	0.2773	0.417	0.4323	0.4407	0.4646	0.4849	0.4968	0.6029	0.6092	0.6514	0.5842	0.6004	0.6409	0.4506	0.4777	0.5071	0.4997	0.5214	0.5404	0.6853	0.7052	0.7384	0.2734	0.2819	0.3037
TOTAL	-Transcription	56.34	165.4	302.9	34.68	36.48	41.2	219.3	298.5	390.7	281	389.5	478.6	119.8	162.6	199.5	139.3	174.6	220.7	24.35	25.77	33.35	25.81	28.78	35.67	25.27	26.79	28.39	29.32	30.53	32.91	30.23	32.63	34.4	24.42	25.93	30.73
MAPPED	-Transcription	45.21	132.7	243.1	32.09	33.76	38.13	186.2	253.4	331.7	250.8	347.7	427.2	99.21	134.7	165.2	115	144.2	182.3	19.3	20.42	26.43	20.55	22.91	28.4	20.29	21.5	22.79	23.28	24.25	26.14	23.79	25.69	27.08	21.85	23.2	27.5
Genetic Information Processing	-Transcription	15.17	48.55	86.5	16.78	17.37	19.38	96.72	132.5	172.3	112	155.5	190.9	47.72	64.66	79.22	50.19	62.77	78.65	7.949	8.568	11.41	8.529	9.27	12.4	10.43	10.75	11.94	11.32	12.09	13.25	9.148	9.871	10.42	9.091	9.97	11.17
-Transcription	-Transcription	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Translation	-Transcription	8.149	24.36	44.71	12.59	13.23	15.05	75.11	102.2	133.3	78.57	108.8	133	34.84	47.35	59	36.57	46.1	58.87	2.873	3.11	4.034	3.138	3.543	4.398	5.109	5.612	5.943	5.619	5.925	6.378	3.188	3.678	3.84	4.282	4.55	5.474
-Folding, Sorting and Degradation	-Transcription	4.762	15.64	33.1	2.15	2.457	2.668	17.92	25.45	33.48	30.59	43.71	54.86	9.137	13.61	17.45	9.302	12.83	16.83	3.026	3.62	4.665	3.134	3.871	5.114	2.29	2.626	2.786	3.037	3.342	3.371	3.148	3.759	4.217	2.944	3.17	3.608
-DNA Maintenance	-Transcription	1.257	6.411	10.07	0.6589	0.7429	0.9721	2.618	3.89	4.521	1.407	1.981	3.315	1.464	2.063	3.745	1.516	2.415	4.383	0.9147	1.001	1.709	1.046	1.142	1.807	1.1	1.977	2.251	1.267	2.012	2.396	1.288	1.412	1.578	0.6391	0.9734	1.387
-RNA Family	-Transcription	0	0	0	1.491e-08	2.108e-08	2.601e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Transcription	0	0	0.1535	0.2452	0.292	0.3157	0.9935	1.401	2.15	0.5926	1.023	1.721	0.997	1.208	1.501	0.7993	0.9727	1.272	0.4926	0.5866	0.6638	0.5024	0.5885	0.6911	0.5809	0.6663	0.8512	0.8088	0.8892	1.164	0.602	0.6657	0.8862	0.9051	1.089	1.494
-Signal Transduction	-Transcription	0	0	0.1535	0.2452	0.2894	0.3157	0.3005	0.4366	0.5263	0.1304	0.3629	0.6008	0.4026	0.4971	0.6451	0.2553	0.3724	0.505	0.1012	0.1174	0.1919	0.1277	0.1554	0.2239	0.09268	0.142	0.3137	0.1294	0.1845	0.4243	0.149	0.2091	0.3801	0.06851	0.09757	0.4975
-Signaling Molecules and Interaction	-Transcription	0	0	0	6.625e-09	7.069e-09	0.003138	0.6808	0.967	1.627	0.4623	0.6688	1.16	0.5219	0.6932	0.9308	0.5161	0.6234	0.8417	0.3561	0.4288	0.5339	0.3374	0.4241	0.5329	0.4391	0.513	0.582	0.6042	0.6983	0.7902	0.3872	0.4591	0.6087	0.7906	0.9181	1.003
Cellular Processes	-Transcription	2.992	8.286	15.25	0.3382	0.3635	0.4025	3.055	3.792	4.496	4.855	6.106	8.681	3.038	4.623	5.874	3.55	5.008	6.547	1.591	1.981	2.784	1.558	1.999	2.595	2.17	2.401	2.651	2.958	3.149	3.489	4.458	4.931	5.252	3.469	4.184	5.547
-Hemoglobin	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.064e-05	5.368e-05	0.0001133	0.000203	0.0002114	0.0002301	0	0	0	0.000353	0.0004247	0.0009525
-Vesicular Transport	-Transcription	0	0	0	0	0	0	0.664	0.7577	0.9306	0.5374	1.089	1.381	0.2469	0.5668	0.8149	0.3057	0.6534	0.8993	0.2715	0.4347	0.5351	0.3123	0.5573	0.6894	0.2107	0.2698	0.4217	0.2964	0.362	0.5401	0.2447	0.4249	0.6582	0.1259	0.153	0.7473
-Cytoskeleton	-Transcription	1.274	3.097	5.673	0.1092	0.1149	0.1298	0.8035	0.9909	1.397	1.846	2.603	3.1	0.2215	0.3285	0.5453	0.2662	0.4138	0.6626	0.7286	1.16	1.708	0.5643	0.9667	1.422	1.49	1.628	1.735	1.83	2.003	2.189	2.938	3.312	3.725	2.966	3.11	4.249
-Cell Motility	-Transcription	0.3573	1.049	1.921	0.1499	0.1674	0.202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Transcription	1.36	4.141	7.312	0.06449	0.07084	0.08366	1.399	2.007	2.3	1.919	2.569	3.489	2.561	3.544	4.475	2.966	3.863	4.941	0.3492	0.4131	0.4387	0.3647	0.3919	0.4746	0.2689	0.3134	0.353	0.4054	0.4823	0.5077	0.4178	0.5075	0.5343	0.2937	0.3935	0.4334
-Cell Communication	-Transcription	0	0	0	0	0	0	0	0.02598	0.114	0	0.03794	0.201	0	0.03829	0.1363	0	0.04481	0.1519	0.1064	0.1425	0.1929	0.1127	0.1491	0.2091	0.1258	0.1495	0.1687	0.2021	0.2717	0.3264	0.3506	0.3999	0.7841	0.07182	0.1379	0.1748
Metabolism	-Transcription	25.63	75.86	140.6	14.58	15.77	17.95	81.72	113.1	147.3	129.4	177.4	222.2	45.27	60.31	75.14	57.54	70.61	89.09	5.665	6.325	7.9	6.784	7.627	9.318	4.317	4.62	4.864	4.873	5.227	5.59	6.487	7.135	7.71	5.794	6.382	7.715
-Membrane Transport	-Transcription	1.78	6.281	10.67	1.665	1.933	2.369	3.421	4.686	6.154	3.188	4.425	5.323	1.366	1.796	2.274	1.318	1.614	2.041	0.02697	0.05137	0.08924	0.02931	0.04771	0.07659	0.04613	0.0751	0.09858	0.03142	0.06017	0.07617	0.02944	0.04159	0.04741	0.0111	0.01727	0.02202
-Central Carbon Metabolism	-Transcription	8.61	29.88	42.98	2.484	2.924	3.319	23.94	40.64	53.57	38.51	52.5	92.14	14.68	23.38	31.27	12.56	20.8	30.87	1.563	1.937	2.415	1.901	2.535	3.114	0.7671	0.9423	1.239	0.9955	1.229	1.508	2.298	2.525	2.877	2.085	2.569	3.656
-Energy Metabolism	-Transcription	0.1998	7.654	10.51	0.5853	0.7138	1.256	2.02	3.926	10.63	4.652	7.128	19.76	1.485	2.271	6.447	1.952	3.025	6.9	0.2653	0.5399	0.638	0.3001	0.5953	0.7971	0.2231	0.3702	0.459	0.2049	0.3431	0.4324	0.144	0.2531	0.4348	0.04764	0.4168	1.017
-Biosynthesis	-Transcription	6.135	14.6	23.03	4.006	5.247	5.474	18.82	25.69	27.92	32.79	46.7	59.53	11.14	13.57	19.31	17.34	20.7	30.81	0.8235	0.9706	1.57	1.007	1.142	1.847	0.8949	1.062	1.175	1.027	1.123	1.397	1.284	1.394	1.678	0.5559	0.9396	1.227
