UniProt	Protein ibaq.chimp
Q9NWU2	259472.126586121
F5H5K6;Q9BVI4;F5H303	293683.761307797
J3KRG5;J3KS01;J3QR07;Q96MU7;J3KRW0	263448.201702125
Q99536	3633434.66206707
O95166	765157.777970798
P50579	144784.731335361
Q8ND98;H7C389;Q96MX6	219184.873579652
Q9NTM9;Q5TCZ7	354492.952875676
Q9UKG1	498341.913740947
P78330	433278.104882007
J3KT89;H3BQ17;Q9UEE9	394732.456770573
Q9H9P8	67932.0537166688
Q9H2K8	222890.483540318
Q9NPF4	704624.589110431
A1A528	385001.106894873
Q9UQ13	323890.424419505
Q04206	659119.847968095
O95999	278748.721372151
B1ALY4;O95758	509505.055312788
Q9NP61	449827.918275739
J3KTH7;B4DVN5;J3KT53;J3QR24;H3BVE7;Q9Y613	596784.046670745
Q9UJV9	255253.678926505
Q9BV79	152588.668657754
P26358	438840.060580365
C9JEL7;B4E0W7;C9J236;H7C3N5;C9JP36;C9JS27;Q7L592	290081.800451905
Q10471	627888.117002903
Q9H061;E9PI90;E9PIH8	265505.696321338
O95487	326811.747168387
Q93008	390747.122197368
Q00403	336793.735988632
Q8NDX1	261458.788994845
E9PLR5;E9PJP3;J3KQU0;E9PKG6;E9PM22;H0YD18;P80303;H0YEG8;E9PLE9;E9PLR0;E9PRQ3	1108091.82630219
Q6PL24	189938.715108527
J3KTL8;J3KRK8;J3QSH1;A6NHR9;J3KTK7	361935.683834884
Q13144	293190.727458421
Q16204	307913.220734809
P32929	49963.0853656861
Q13131	351453.441694259
O60826	384576.634831613
F8VPW3;F8VSC5;Q6P3W7;H0YI32;H0YIK6	170514.59702819
Q8NBT2	313509.482085575
Q9Y3C4	225673.170524519
Q9UDY8	199734.639788969
Q96BW5	375329.469165816
P06400	98179.6812047814
P21291	560962.383070319
Q9Y508	282889.557548171
Q9NT62	580578.336851815
Q9NTG7	251916.049275665
R4GND7;B7ZC06;Q08379;H0Y7B8	541255.57489045
Q9NXH9	54575.4403719619
Q14254	403959.82408617
P78346	210329.063283231
O43913	60107.8503460559
I3L439;I3L163;I3L4D2;C9J1U4;I3L500;I3L143;I3L131;I3L1S3;I3L0V3;I3L1L0;J3KR97;Q9BTW9;I3L120;I3L3H4	256997.227123993
C9J9W7;Q03701	359439.201382944
Q15070	483498.975413429
Q9HA77	470188.022892445
P25774	189818.616451633
Q8WVK2	355962.375120941
O95394	885377.532846558
Q8TCU6	129689.690362096
Q709C8	165964.077369352
Q15080	945257.402529423
Q9Y4E8	189160.435578724
K7EM28;Q9UPN7	270950.844460755
P53611	208637.26485092
H0YNB7;H0YNN4;Q9Y375;H0YL22	143116.202775396
E7EVG6;Q5VV67	204248.475274591
P23743	241071.44797565
P54105	1339867.06258813
D6RFM8;Q8NI36;D6R922	228213.38878952
Q8WUK0	147891.18649826
P46976	610674.448602936
Q9Y385	246936.65287579
Q8N5M9	308506.62596389
Q9UHQ9	375413.73981527
K7EN60;K7ELS0;K7ERU7;Q9BQ61	551404.736185845
P42025	371963.646324486
Q9H3H3	284310.518505322
O75494	587794.04269828
Q9UJW0	300887.4323669
G3V1P3;Q969J3	104266.853309865
P09601	768816.274031853
P49441	73890.6603851116
Q6I9Y2	311993.196933779
H0YC22;E5RH21;H0YAW1;Q9NUQ2	163299.306338265
Q13217	564691.406435716
P62487	241479.042896252
C9JPZ8;C9JSW8;Q96ER9	225199.231666238
O75027	204119.571661977
B1B0M1;Q4V328	159929.475719176
E9PQZ0;E9PPA0;E9PPH0;H0YDL6;E9PJ91;J3KNL3;E9PI70;E9PRL3;H0YEA3;Q9BWS9;H0YC89;E9PKF1;H0YCC4;E9PIP0;E9PJL0	182033.100234612
P49902	608385.052858582
O60287	106385.897106398
O75165	508812.633072554
Q8WXI9	352116.445268785
Q9NUB1	123354.391967003
Q8NFW8	338685.401654048
Q712K3	299884.187628124
G3V5T3;H0YJF4;G3V3T7;Q9P2I0	231828.883283173
P18858	200423.934403547
Q9HAU5	153833.923372377
O60231	264136.421601339
H0YA17;H0YAC6;E9PEM5;H0Y9N9;P50851;F5H1X8	293131.466890998
H0YJQ1;G3V4G1;G3V601;Q8NEJ9;H0YJ17	266781.638253382
Q96FV9	146671.899193375
Q15907	143861.801417539
P04183	341972.358254587
Q15120	417324.688773117
H0YC63;Q9ULD2	655164.707070708
P40222	837181.929459335
P29084	197827.984048618
F8WF35;F8WCB5;F8VV61;C9JA93;F8WAX5;F8WDJ1;Q8TC07;A8K8E1	260190.12038167
D6RHZ7;D6RBC6;D6REZ0;U3KQJ4;H0Y8M2;D6RC12;D6RC85;P52306;D6RHH8;D6RB97	659471.094117166
D6R951;D6RAV2;D6RAM3;D6RF29;D6R977;D6RAZ9;Q7L591;D6RC22	99535.4832062051
Q8TD55	410940.486827359
Q15386	243722.386523551
C9JAS4;C9J8G3;C9J4Q9;Q9Y276;H7BZF6;H7C492;C9J1S9	257535.435569579
Q9UIG0	343090.480462829
P35580	536239.25714368
Q9UJX2	205391.204193693
C9JYQ6;C9JY20;E7EU85;C9JZE0;C9JAJ4;C9IZ22;E9PFF5;H7C4S4;C9J5B4;B4DXZ6;P51114	360105.756019392
P10398	250712.309648071
E9PI03;B4DNI9;Q8N1B4	254238.240113579
I3L0Q5;I3L0X5;I3L4C3;O75391	399146.288714316
Q4TT38;Q4TT37;A2IDC5;A2IDC6;A2IDC7;Q13084	220796.386018404
Q99961	438197.986100024
A5YKK6	305266.737470821
E5RFU6;Q12768;E7EQI7	274371.226698999
Q9UGM6	335698.54449569
E9PK41;E9PN57;H0YEB6;G3V1B8;O60232;H0YEK1	121597.454728051
F5H6Y0;F5H2X5;Q96AX1;F5H7N5	151295.875713157
Q9NWZ3	433674.984363886
Q00535	301094.593476528
Q12981	413736.86998542
Q6P1L8	390136.860157682
H0Y4E5;R4GN06;H0Y4W0;R4GNF2;Q9UBI1;H0Y6Z9	50583.4804400591
O75381	351715.055408825
P32970	294785.601106247
K7EKA2;K7EJN5;B7Z1T4;K7ENH6;K7EL72;K7ERV8;Q15438;K7ENQ8	312894.739698084
Q5H909;H7BXW3;Q5H907;Q9UNF1	295238.123653757
F8WF98;C9JEM7;H7C2M8;F8W954;H7C2C7;C9JHL4;H7C3C2;H0Y3X6;Q9H3P2;H7C0W2;B3KSP0	279641.993796673
Q15118	239900.432911155
O15235	329776.738444872
H7C2A1;Q0VDF9;B0YIZ1	315704.881878366
Q15418	541554.713629689
B4DJU5;J3KST8;Q8IUI8;J3QLS9	162175.598458074
Q9H6T3	179783.511460589
K7ERK5;K7EIR1;K7EIN4;K7EQ63;K7ES06;Q13445;K7ER03	211405.982370737
B1AR60;Q8IYB8	169171.699704657
Q8IYS2	228970.439122207
B7Z3P1;Q15813	195336.731358991
Q8N3C0	342396.124502837
F5GWT4	233169.782014665
Q9Y2S0	294553.46973598
Q96P48	131360.035189498
Q06330	271501.901682825
R4GNB2;R4GN35;Q5VZ89;R4GMN2;B7Z660	54598.2179247864
Q86VN1	826012.842975239
C9J544;Q15269	271432.246358162
H7C468;H7C3Z7;F8WBX7;H7BZV2;A5D8W1;H7C076;H7C002	202194.791594852
Q15031	378136.324779093
Q06136	34429.1064757211
Q9UBU9	275872.106724504
E9PJ95;Q9P000	257300.290386767
Q9NXE4	286822.544595402
E9PB14	202015.51405007
C9JAX1;Q16595;H7C585	182819.766417196
Q5JTJ3	297350.402183939
O95163	304718.807337515
B8ZZB6;Q96ST2;B4DJ84;H7C0U1	114932.105592204
Q05086	253238.032780557
Q9GZT4	88860.3737772817
D6RGD2;Q9NXV6;J3KNE1	268352.085288025
F8WAT7;Q9Y3A4	269179.096675409
Q9BZL6	106554.556071023
Q08378	456087.708784176
Q9Y2Z4	312284.674705676
O43709	312204.091237517
P17612	956783.700112785
B4DXM1;E9PP78;Q96CU9;E9PNK9	45806.390667823
O43752	241075.380184576
E5KLJ5;C9JY58;E5KLK1;H7C321;A8MXB6;E5KLJ6;E5KLJ9;H7C3G2;O60313;C9JMB8;H7C141	226441.38060313
Q92466	375498.317902319
ENSG00000258790	107953.09344608
P49796	175247.966096261
P36873	212065.1472264
B7Z2F6;K7EII0;Q15424;K7ES42;F5GZU3	279782.418655309
H7BY33;A6NC98	293097.279921964
F8WE29;F8WAW7;E7EPD0;B0QY01;B0QY02;F8WBB0;O60784;H7BYN7;B3KUU1;F8WB30	84526.7878332113
C9JVR6;F8WB12;A8MUM1;F8WDS8;C9J0U9;D3YTH5;F8WDX0;Q53HC9	249430.794856012
Q15397;S4R3K8	287794.522138971
K7ERQ2;K7EK00;Q96ND0;K7EPG9	192248.787492043
O60306	274353.212517949
G3V5E1;G3V2Q3;O75909;G3V235	171940.345754959
Q14554	216343.654918931
Q9Y606	180591.15420466
Q9Y6D9	207636.543608813
Q9UEY8	131873.09485196
Q86U90	233404.627823728
H0YAL2;Q15645	168214.414515758
F2Z361;O60783	348695.399109805
Q96KB5	187112.942956986
F2Z2K7;Q7Z7H8	287692.510961992
Q9NTJ4	66108.583511584
O75717	263369.847818674
P42229	511476.605895097
G3V1B6;Q9BUR5;C9J574;H7C1U8	216790.998841849
Q8WUD1	190923.907637799
Q6P587	213191.838610244
F8W8B0;F8WAQ8;B4DM50;Q9Y3A3	300804.107055539
G3V2V9;H0YJ47;G3V532;G3V3Z2;H0YJ08;O75843	285119.045931602
Q15057	151219.425576342
P56962	176541.044996618
Q96T60	171752.134721473
E9PF74;J3QS02;J3KS44;J3KSB1;J3QLV3;J3KRY6;Q9HC21;J3QL84;J3KSI7;J3KTL0	88736.857794858
Q9Y3L5	146576.865048584
D6REM1;Q9H4A6	187023.808693019
Q8N3U4	209712.921388092
P49770	348320.314754814
Q13510	360893.078873397
F8WD00;Q9BVJ6	128007.732083041
P18074	164239.669313484
O14828	268071.461126273
D6RBH8;D6RFF0;H0YA82;D6RF49;D6R9Z6;Q4G0J3;D6RF22;D6RAF3	174407.716841974
P21953	166994.049972791
S4R344;S4R338;Q9BV86;S4R3J7	174818.468881126
Q7Z7E8	522163.926151496
Q9HC98	593460.980249565
R4GNF7;Q9Y4W2	182848.926394645
Q08722	55012.1242804078
Q969S3	132530.495132528
R4GMM5;F8VYH7;F8VQX3;F8W1W1;Q2M389;F8VNZ5	137023.897173961
Q15054	265998.91056635
Q6PDA5;Q9UNX4	171896.629343209
P08195	496866.207443728
Q9HCU5	494955.577544379
Q9UJY4	122035.236876051
Q14914	338151.949381812
Q12800	77561.38550345
H0Y7I9;F8W9S7;C9IZ08;C9IZX9;B0QZ65;H0Y4E7;Q14C86;B4DGD8	194386.576547842
Q5TBB1	443602.978897207
B7Z7Y1;D6RD23;D6RB02;D6RIH0;Q8TEU7;D6RE77	251503.853364995
Q5VZU1;Q5VYW8;Q5VZU3;Q9Y2P8;Q5VZU2	210456.226577536
F2Z2C3;B7Z238;Q9BXK5;H0Y3R5;E9PDD6;Q8IZP5	330512.194660368
K7ENF5;Q9BSF4	175634.673115036
Q01658	249393.03924891
A8MXK5;G5E9P5;G3V3U6;G3V4J1;G3V4H9;Q86TS9;A6NLB9	370278.63162626
Q9NXS2;K7EQG1	91629.8881624792
I3L4P9;I3L184;I3L1W6;I3L0S6;G3V0H8;F6VX93;Q5VIR6;E7EVT8	117393.47490303
F2Z2X4;Q9C0E2	180726.051077778
O75175	313006.418076009
K7EK70;K7EPU6;K7EQB2;K7EMM8;Q49A26;K7ELL0	225098.885530009
Q9Y4B6	155592.242525541
H0YDP7;E9PI78;Q13405;E9PNF1;E9PRD2	140912.616712057
Q96GA3	90240.8884476037
Q9BRT9	92053.9064913889
E9PEL9;F5GYQ7;F5GXQ8;H0YGD3;Q5JV20;F8WAI0;F5H6R8;H0Y4C0;H0Y326;E7ENN3;F5H4Q0;F5GZ83;Q8NF91;F5H422;H0YFT4;H0Y325	74587.7171928358
ENSG00000112664	311099.332940629
O75530	195953.317474157
K7EK88;K7ENE9;Q9NY61;K7ERC2	203430.298240776
G3V2H7;G3V4C3;Q86SZ2	113542.948552961
Q5TH30;B7Z341;Q5TH29;F8WBF9;Q9UGV2	233583.242605695
H0YB09;E5RJL7;E5RGP9;E5RK56;H0YB11;E5RIL4;E5RFT5;E5RJ62;E5RK14;E5RGN8;E5RHG2;G8JLP2;E5RFZ6;H0YB62;Q7Z3D6;E5RIU5;E5RJD1;E5RJ87	751399.916853346
Q14814	66669.650462488
B4E2V5;P27105	866139.008810382
B4DWZ5;C9JPE1;F8WEF6;O43772	196773.099626379
C9JTV2;C9JAQ1;C9JUE6;Q9NXC5	183964.592246608
O60547	143892.043159373
P16298	476747.529027484
H0YFE4;H0YGH8;F5H0E0;F5H6Q7;F5GZP6;F5H495;Q86W92;F5H7K5	122310.13056474
O95104	257044.380095404
Q7L576	66440.0739313305
E9PQK8;Q9H2P0	164382.200147832
Q96GM8	120362.30052252
C6GKU9;Q96HR3	100708.931318245
Q7Z4S6	71035.3461870627
H7C5E1;H7C5N1;C9J7X7;C9JRT6;F8WDB6;H3BM74;H3BM14;Q9Y5A7;F8WDL9	501616.053298379
B5MDU6;C9JUM0;B4DRG3;B5MCE2;C9JHU6;Q9H6V9;B7ZAJ5;D3YTH1;B5MCU4;B7ZA47	145411.470287861
Q5SRE5	194452.186211063
O14656	573774.075924255
C9JXK0;H7C108;Q14739;H7C442;C9JES9	244002.883366484
Q9UHG3	134034.666786327
O75150	237757.720386435
Q5JVF3	89084.6051795083
C9JQT7;Q8IWA4;H7C5H5;C9JXQ1	56344.070067068
P50897	372037.939426816
Q96EK9	262662.726100941
H0YCL3;H0YD52;Q14677;H0YDU9	191598.135458432
O60573	283387.991359578
Q99797	176348.79822838
E7EPJ2;F8W719;H7C0L8;Q9NZM3;H7C3E2;H7BZD4	169191.342416219
S4R3Z0;S4R3P9;S4R451;Q9BZH6	153196.125209698
F8WCG5;E9PDC9;H7BZ69;C9JRR5;C9JJ08;Q3SYG4;E7EX43	4597869.45553705
Q96EK6	479008.637023403
Q8N2K0	305681.775052602
P22830	256933.446329258
H0YJD9;G3V2Q5;F6S9Y6;G3V524;H0YJE8;Q9NZ32;G3V4K6;G3V5Y4	271420.141292141
O95786	213999.084429697
Q9NZ01	204835.342139666
Q9Y3B9	37372.0939652658
Q9UNL2	270395.916439115
P46013	208242.214141031
Q9UM11	301021.695782429
K7ERE7;K7EMD4;K7EP22;Q9UMZ2;A8MWU4	115545.022779822
C9J535;H7BZY2;C9JW07;H7BZA2;H7C2P6;Q7Z3E5;H7C3U7	465635.358059082
H7C050;F8W9X7;Q567U6	240103.989041553
P09769	394932.181483002
Q9UBU8	170671.802457811
O00186	434030.862281085
P05107	348836.117488552
Q8TAE8	216686.85575961
Q5JTZ9	129335.601787141
Q9Y6X3	28828.497924205
Q96SB3	222066.490157822
F8VRX9;H0YH12;F5H5W1;F5H457;H0YI01;Q9NVM9;H0YIA9;B4DNK1	132481.237217221
Q9NQZ2	234903.649599846
Q8NEB9	151612.514223569
H7C4Y3;H7C5R8;Q460N5	211527.323622045
Q99570	134483.919260675
O15155	316392.480571742
Q9UHY1	125903.617311875
J3KTD1;J3KT68;Q86XC5;Q5BJF2	333890.844556849
K7ER58;Q6P6C2	150205.238957457
Q9NVE7	90337.6192592421
B5MC22;Q9UDX5;F8WEN7	200552.447117813
H0YKX1;Q92541	473782.920158306
H0YE69;H0YDM4;Q86VS8;H0YDK4	212015.806781719
Q16854	292659.733150418
P04066	81327.1152320211
Q14692	245823.215592009
O14920	311780.59964646
Q9H9Y6	175468.212475235
Q8IVH4	137322.33605027
E7ER68;H0YBR6;Q658Y4;H0YC80;G3V120	210814.076361589
Q9Y5Y5	238628.588626875
B5MDZ7;Q86WJ1	62819.7469459035
P06340	119020.720080737
F8WAM1;B7Z314;H7BYA2;H7BZM2;B1AKV6;B1AKV4;F8WCR2;B1AKV3;H7C611;D6RDV2;B7Z7J8;Q9NVA1;H7C3C3;F5H4C5;B7Z1C6;B1AKV2	394641.799534041
P49642	385379.408823874
O14966	1550942.56442494
Q16537	153915.528181956
O00566;U3KQ48	294697.818631611
P49590	90547.3580695375
O75446	108792.494473131
M0QZM3;M0R1R3;M0R0J2;M0R2P8;M0R3A8;M0R3A4;M0R028;M0QZ61;M0R2H3;M0QYA2;M0QYF4;Q9NWS0;M0QXD5;M0QZZ1	164826.523046774
H7BZC4;P82933	401171.652175472
Q7Z2T5	113198.790629532
B0VJY8;E7EQP8;C9J1N5;F8W9Q9;H7BZP5;C9JMY0;Q96PV6;E7EWC7	211292.124541842
C9JWN1;H7C1J3;H7C149;Q96HY7	21896.0604308986
P55081	405868.712896805
H0YCE8;Q6PD62	179416.626484878
H7C2R2;C9J5H8;Q9UBB6	161934.379902896
Q13523	112548.365050513
P48729	251808.247759948
U3KQ79	289253.407101535
C9JPI6;Q9NYY8	208167.928471687
H0YKV4;Q9H5X1;H0YLH6	160044.229367318
Q96I59	207640.128110803
F5GXW5;U3KQ85;U3KQ07;Q99622	97412.114957042
B0QY51;Q9H6E4	233071.763542582
Q9GZN8;H7BYU9	3828665.39096869
Q9UBM7	262418.035431988
P20839	156372.836414753
Q96ST3	193721.754748072
Q9NVM6	69023.9743965007
Q9UNE7	189230.758374348
H3BLU6;J3QTP8;Q63HN8;I3L3H9	208547.491349191
Q9UHA4	320874.241583341
Q13619	150679.243068888
Q9Y6E0	156326.597839725
Q9BZI7	1665269.27386751
P18887	163539.565127136
Q9H3S7	189653.448065419
B1ALG6;Q9NW36;Q76H82;Q9NRZ9	380175.244439616
Q14344	133920.439788983
Q96A65	132941.453761552
H0Y4J2;Q9BZE1;S4R369;A6NHR2	389899.508194309
P48507	351179.96051529
Q86VX2	165350.074168447
D6RC54;D6RBR1;B7Z468;H0Y7F0;H0YD33;E9PSG1;E7EN75;E7ES10;E7EQA0;E7ESM9;D6RAA8;E9PCH5;E7EVY3;H0Y9H6;H0YA91;F8W7E0;D6RBZ8;P20810;E7EQ12;E7EQK6;H0Y944;E9PDE4;D6RGF7;B7Z574	93378.9696353382
E9PJY9;A6PW30;E9PIR8;M0R2X2;H7C238;Q7Z3K3;H0YCT3;F5H8H4	130712.987835607
P24928	221650.766699709
Q6ZUJ8	650408.218937992
Q9UBB5	139179.198902192
Q9P265;H0YIU5	103223.630740994
H7C603;Q96L92	143637.821306255
Q5W0V1;Q5W0V4;Q5W0V3	107137.30810692
Q96EY1	217667.729381552
P11279	172133.787907191
Q15771	277108.66714299
B4DS61	203646.048755841
O60678	191936.402143373
H0UI80;Q8IXH7	127808.905710527
O43805	322283.123005723
O75607	79938.8623153503
H3BNR2;H3BU67;H3BMR7;H3BT64;Q9H5N1;B4DHR0;H3BNR8	376092.629868123
H0Y8P0;H7C380;H7C0Z7;H0YA01;Q86TI0;B5MCJ2;C9JIE2	12131.7934639878
P63165	212609.91502606
H7C3G3;H7C3K8;C9JLA8;H7C120;H7C2Z8;F8WAR0;E7EQN5;S4R314;S4R352;P98171;E9PCM6;C9J5M2;F5GZW3	110755.563411426
E7ERJ8;Q96MP8;C9JTB6;E9PHB8	257347.615045702
Q9HCG8	125019.4222287
O15270	222928.073707542
Q8TCT9	113811.330682109
Q969Q5	216861.063858199
H7C0I3;H0YFC5;F8WE73;Q96BY6;F8WB48	426432.022556642
P30260	131045.290968812
C9JJ54;Q8IWB7	565478.851736725
Q13427	239540.776104754
Q96AN2	481137.120300966
P51452	408501.803687855
Q9HCS7	262471.403012073
P27361	272711.629004684
J3KPT4;Q9H4I3	229510.118582382
E5RGV5;E5RG67;Q96B58;F8W8I6;C9JTN7;F8WE16;H7BY49;P31483	572233.605110228
Q86Y07	332300.763677778
Q9BTU6	205869.965035906
R4GMS0;R4GMX0;S4R3N5;R4GN55;S4R373	171332.981642877
C9J8B4;B9A053;Q9C0J8	149871.652379871
Q6ZMZ3;G3V533	79835.4949308218
E7EN53;D6RF15;B4DUF5;B4DFQ6;B4DHT5;H0Y8N1;E9PF16;H0Y8Y5;D6RF87;Q96CM8	185279.702251811
F8WCB8;Q9C0B1;B4DHN4	236715.085054533
P22694	122737.152745471
P51532	196953.886441584
E9PLA4;E9PLT5;E9PAN4;Q7Z6I6	170380.250795347
P25325	488307.105735282
Q9NZ43	200881.174429096
F8WCN2;Q92544;F2Z2L1	97458.130265687
F5H3Y4;F5H8E1;Q8IY37	188440.790186706
E5RGP3;E5RHB5;Q9HB19	155487.181784903
Q504Z1	147328.44906377
Q02556	28934.7758565625
Q9NTN9	129799.034510548
H0Y6G3;O15213	188970.440376797
Q7Z3X9;B4DJV5;Q13610;F8VZ56	374544.587397885
P51531	264246.591018723
Q92854	480495.867239306
Q96S52	426206.886422088
P56134	371820.40419648
A6PVP4;B7ZBQ1;B7ZBQ3;B4DE08;Q9H944	219306.050202572
H7BZ40;Q9NS86	330570.531499206
A4UHQ8	65582.9638106459
Q15149	438364.309410473
M0R1B0;O43402	171792.749467955
Q8TCA0	164306.308767284
P04150	109785.794491463
Q92614	39344.9790991238
Q15172	57959.1654515372
J3KRB5;J3QLW1;H3BMV9;J3KNI1;E9PRT5;Q9H9E3;H3BSD2;H3BQB2	87954.1396914011
B3KTU7;F2Z2B9;Q9BSJ2;R4GMM4	88470.8560871155
F8VQS2;F8VZV1;F8VZQ3;F8VZV6;B9EGP5;Q7Z3U7;F8W1Z6;F8VWA6	711429.463843675
P05166	106378.984713138
P21580	264761.951013811
O14782	146253.663541264
Q9BZK7	135201.372764052
H0YG10;Q13823	197390.843081952
P31751	179595.60310123
Q5ST30	174653.78986459
Q9UBP6	33216.6583579457
Q9BZJ0	247988.91783539
Q8WWW0	70973.1963520123
Q99828	184075.968486892
P01111	250297.035929831
E9PS76;E9PRR8;E9PQD0;E9PS30;Q8N9N8;E9PLI6;E9PNH5	276682.065856654
H0Y4V9;Q92615;B5MCU2;H0Y641	94654.2676453086
Q96BM9	211300.444198376
Q96TA2	203148.191209435
Q8N8A6	188730.429118205
M0QXG8;Q92990;M0QX84;B4DJ85	133609.283373753
P49840	169437.328739714
Q5SY38;P41214	296082.00108401
O14976	301580.582704559
H3BPL9;H3BQW2;H3BUB6;H3BV04;H3BMN2;H3BN93;O15127	146838.220822748
P50336	288910.068301719
Q86W50	135518.861802364
J3QQ64;D6RHI9;O00584;D6REQ6	54128.4407299063
F8W9Z3;D6RCR4;Q16643;D6RFI1;D6R9Q9;D6R9W4	141027.380506263
Q9UJX3	186088.854603232
Q5JVZ4;H0YCM7;Q5JVZ5;Q5JW01;Q5JVZ8;Q7Z5G9;B4DZ20;Q96JJ3;B4DRL5;F5GZP8	68485.1796259003
I3L2R8;I3L337;P83436	120755.083679257
Q15125	20000.2019903544
Q9UEU0	454642.388573475
H0Y550;H7C1E5;H7C2F7;H7C0T3;H7C0K3;F8WCB4;H7C1M4;H7C373;Q8WVT3;H7C185	147909.046900696
E7EPN9;Q9Y520;H7C5N8	176964.60416418
P16278	101949.787677919
Q8N6T3	148554.020610477
Q9BQ95	74144.9177081234
U3KQU7;Q9UP83	130814.829014782
D6R944;H0Y9B2;H0Y8Z7;Q8IY21	214671.9990639
E9PKE5;E9PKX7;E9PQD5;H0YEE1;E9PQN6;E9PMB6;H0YDX9;E9PJ36;E9PRV0;Q9UID3;H0YCB7	96733.6021507133
Q5JY17;Q9HCD5	483182.635026477
A3KN83	152692.931821949
P29590	55618.4006950913
S4R450;S4R437;S4R3N8;Q5VW36;S4R400;S4R3S9	154839.509957549
Q15555	233067.980640145
Q92917	77731.0841196207
H7C3Y4;B1AH59;F8WAQ6;H7C395;B1AH60;F2Z2W4;Q9H1I8	137964.869725896
P29372	133563.94194393
Q9Y2Z9	344590.201421982
C9JYI4;F2Z3G4;C9J352;C9JWD9;P52294;C9J4U1	93139.119599041
P35269	502868.198389584
Q9P0N8	152751.313676903
P20936	93520.1989453606
U3KQB9	271188.860794814
P55854	102536.494240644
O75884	348938.810137829
Q14653	1031750.51835341
P62633	140977.934895217
Q8NBQ5;D6RCD0	103124.35556824
H0Y5D2;Q5T7U1;H7BY84;H9KV68;Q9Y5Q8;Q5T7U0;Q5T7U4	202523.030117552
Q6IAN0	32461.9626999785
Q9H078	93122.0768199129
O75352	153551.467294723
P30622	149052.242129929
O15357	113301.704190324
Q96QR8	172108.568497058
O43815	202182.502172242
P35270	48526.1667364815
S4R3D2;S4R3U2;H0YIN8;F8W150;Q8IZ07	118322.037671674
O60934	147352.68794881
O43252	648801.164532741
B7ZLA8;F5H2Q7;H7BZA1;C9JM95;Q9C0E8;C9JL94	165325.015889109
K7ESJ3;K7ENW1;K7ESC1;O14787;K7EMA3;K7ELC3;K7ESG1	67928.1565235936
O14653	440558.079900857
P57678	215048.343134295
Q9NXA8	187800.111630875
P32019	49867.7906024465
H0Y9X0;F5GX82;F2Z2S2;O94915;D6RJI4;D6R9B9	216935.643523275
E7EW68;E7EMV7;E7EPY1;E7EWG2;E7EW15;H0YC17;Q15025;E7ET96	158857.14559628
H7C2R4;Q68CQ4	90229.8267077039
P98175	209951.798910299
Q9UKI8	65845.3911983185
H7C5K1;C9J6P4;Q7Z2W4	88641.3940812399
H0YJN6;G3V5A2;G3V231;G3V4R3;H0YIY8;G3V5Z3;Q6IN85	233626.440009688
Q9BW61	451315.630013563
Q9UKV8	89352.4674484782
Q99661	117303.17090143
Q14139	179233.950829778
Q9NRD1	155967.887019493
O75691	182242.917705117
Q86VM9	67199.9819860161
O15226	170871.288242618
Q14929	195403.026255925
P61962	360091.756886533
Q96BP3	319679.076579528
B8ZZ08;A8MYV2;F8WBC1;B8ZZ10;B8ZZ12;B8ZZ09;Q9NQ29;H7C2U4;F2Z322	159721.694734368
B4DKG3;Q14151;K7EQU4;K7ERX3	311584.55856143
F5H1Z2;H0YGP9;E1B6W4;F5GYD2;Q7L4I2;E9PI52	190606.020969803
H7C0D5;Q9BSR8;H7C3X2	110260.550545901
Q14320	246536.384434225
Q86SF2	56906.2848445871
Q96NC0	278395.019265868
Q96PZ0	307783.376069006
Q9H814	47960.1585350738
Q9ULW3	419491.12395758
Q9BXR0	171448.773777424
Q5JUA8;Q5JUA9;Q9H269;Q5JUB0	1078828.10402976
Q9BUH6	104050.721045411
Q14669	173550.912834232
Q08209	217738.265275842
O43933	196866.621772663
Q5VT94;Q9H3K2	106127.694757336
P85037	171598.896595719
E9PMG1;H0YE73;H0YE89;H0YCF0;J3KP76;F2Z3L2;H0YDT0;H7C225;H0YCR2;Q96D71;H7C1V2	55617.8213561321
C9JHD7;C9JGN4;C9JVY3;B4DKZ7;H7C3H1;C9JMI3;Q86YP4;F5H7D9;C9JJK9	124831.241915347
P49841	162799.67187169
K7ELQ8;K7EQH5;Q08117;K7ELE3	150122.175465818
Q9NV88	190231.645675543
H0YF25;H0YE25;E9PQD8;E9PLI5;Q8NB37;B7Z1J9;H0YER3	128988.450350942
Q8TBX8	189543.584602794
J3KQ96;H0YAB7;E7ETY2;H0YA99;E9PHK9;Q13428;H0Y8Y7	301971.274667343
S4R3J6;H0YH87;F8WB05;F8VZC1;F8VVY6;S4R3R6;F8VRK6;F8VQP2;Q99700;F8W0B5;F8WB06;Q24JQ7	55597.2880305818
O00165;E9PIQ7;Q5VYD6	75150.422111992
Q6P9B9	120718.140065371
P13647	1844123.4220996
Q9BUE0	246273.479039665
O60885	252194.217072282
F8WC86;F8WB59;A8MUY2;C9JF46;F8WE10;P48059	144500.596882868
H0YFB7;F5GXS8;H0YG47;H0YGD6;Q96PU8;F5GYM3;F5GYT7;F5H8C8;F5H5U6	432930.363542707
B4E2N0;K7ES95;Q8WZA0	572748.640329239
O95453	141239.205612523
Q8IYB3	73277.257333356
O76071	175473.792278041
Q8IW19	237201.260717465
B4DY99;H0YG79;Q9H6F5	57410.8252444446
J3QR12;J3KRF7;J3KRY8;C9JAL9;J3QRW3;Q9BZE9;J3QR50;J3QL04;J3KRG1	166284.30411608
