Numerator	Denominator	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
Metabolism	Cellular Processes	42.41	45.68	52.79	27.98	35.32	38.89	13.37	23.5	59.42	24.26	32.67	79.84	16.63	21	31.77	12.53	14.46	27.31	9.859	14.97	18.86	3.392	4.007	5.097	42.95	50.03	106.6
-Membrane Transport	Cellular Processes	1.395	2.46	3.174	5.443	6.468	7.8	0	0.001525	0.02132	0	0	0.01249	0.02022	0.05719	0.1064	0.04014	0.05739	0.09428	0.01891	0.04865	0.06663	0.01171	0.01999	0.02775	3.639	5.141	7.603
-Central Carbon Metabolism	Cellular Processes	6.218	7.925	8.891	5.537	7.231	9.247	6.238	10.88	27.88	8.546	12.5	27.95	3.729	5.065	6.015	3.016	3.542	5.517	2.621	3.857	5.78	0.698	0.8152	1.101	4.576	7.3	14.9
-Energy Metabolism	Cellular Processes	1.091	2.653	3.202	1.519	1.934	2.532	0.661	2.737	11.24	1.592	3.026	13.81	0.8939	1.489	3.747	0.5796	1.29	2.009	1.798	2.158	3.355	0.2228	0.2959	0.5198	6.319	9.989	18.47
-Biosynthesis	Cellular Processes	16.61	20.01	21.87	5.703	7.838	8.481	0.9338	4.088	7.258	4.194	6.695	15.86	5.602	6.567	10.94	3.721	4.397	8.044	1.763	3.245	4.15	0.6498	0.9177	1.217	9.595	12.9	24.51
-Other Enzymes	Cellular Processes	10.94	12.88	16.92	8.009	10.79	13.43	2.808	5.711	15.47	4.937	10.08	22.24	4.136	7.361	10.79	4.011	5.395	12.06	2.699	5.232	7.263	1.441	1.718	2.356	15.51	19.78	32.02
Organismal Systems	Cellular Processes	0	0	0	0	0.0283	0.06687	0.0518	0.5549	1.982	0.03513	0.505	1.128	0.254	0.5418	0.8019	0.4427	0.7056	1.083	0.5088	0.9712	1.184	0.3834	0.5368	0.6849	0	0.1058	0.2072
-Immune System	Cellular Processes	0	0	0	0	0	0	0	0.01775	0.7498	0	0.02413	0.7041	0.02788	0.2157	0.3161	0.02614	0.1921	0.3185	0.0004433	0.05915	0.2421	0.01501	0.0683	0.2323	0	0	0
-Endocrine System	Cellular Processes	0	0	0	0	0.02788	0.06687	0.0004926	0.0097	0.09451	0.00192	0.008187	0.2952	0.03376	0.0707	0.1858	0.03135	0.09981	0.165	0.007938	0.09583	0.3207	0.04254	0.07316	0.1374	0	0	0.1089
-Circulatory System	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0.005262	0	0.04157	0.232	0	0.09574	0.4536	0	0.007114	0.3686	0.001847	0.04975	0.1651	0	0	0
-Digestive System	Cellular Processes	0	0	0	0	0	0	0	0	0.2368	0	0	0.2832	0	0.008734	0.2758	0	0.01862	0.2042	0	0.0001945	0.01328	0.003462	0.04669	0.07049	0	0	0.1707
-Excretory System	Cellular Processes	0	0	0	0	0	0	0	0.01074	0.1026	0.0002169	0.004448	0.06583	0.03321	0.06507	0.08651	0.06339	0.1282	0.1877	0.02579	0.1287	0.2202	0.04112	0.08966	0.1368	0	0	0
-Nervous System	Cellular Processes	0	0	0	0	0	5.708e-08	0	0.001356	0.6035	0	0	0.2936	0	0.0009594	0.04019	0	0.001896	0.02982	0	0.001177	0.05661	0.01334	0.03592	0.1286	0	0	0
-Sensory System	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001547	0	0	0.002771	0	0	0.001363	1.442e-05	0.008711	0.03977	0	0	0
-Development	Cellular Processes	0	0	0	0	0	0	0	0	0.03747	0	0	0.02281	0	0	0.02338	0	0	0.02135	0	0	0.002073	0	0.005178	0.01457	0	0	0
-Environmental Adaptation	Cellular Processes	0	0	0	0	0	0	0	0	0	0	0	0.005955	0	0	0.03168	0	0	0.02178	0.2109	0.3508	0.5054	0	0.0008139	0.04452	0	0	0
Human Diseases	Cellular Processes	0.6753	2.112	3.06	0.2479	0.7662	1.004	0.3278	4.462	11.62	0.9791	5.518	12.38	1.984	3.054	4.735	1.928	3.06	4.702	2.008	2.598	4.833	0.9195	1.267	2.248	0.2951	3.717	7.134
-Cancers	Cellular Processes	0	0	0	0	0.006659	0.105	0	0.004032	0.02358	0	0.002308	0.0474	0.002273	0.02098	0.03698	0	0.03863	0.06204	0.004428	0.04122	0.1129	0.04774	0.06106	0.1203	0	0	0.0726
-Immune System Diseases	Cellular Processes	0	0	0	0	6.239e-08	0.009005	0.01649	0.05476	0.1623	0.1959	0.3765	0.6107	0.07466	0.2167	0.3237	0.2286	0.3993	0.6012	0.247	0.4003	0.5692	0.01684	0.06321	0.09901	0	0	0
-Neurodegenerative Diseases	Cellular Processes	0	2.034	2.283	0	0.3564	0.4889	0.008087	3.146	7.204	0.04123	4.101	8.1	0.5511	1.542	1.995	1.017	1.329	2.079	0.6774	1.674	3.53	0.4057	0.5911	1.011	0	0.2322	0.5581
-Cardiovascular Diseases	Cellular Processes	0	0	0	0	0	0	0	0	0.0001009	0	0	0.000193	0	0	0	0	0	0	0	0	0	0.03265	0.1172	0.1818	0	0	0
-Metabolic Diseases	Cellular Processes	0	0	0.5694	0	0	0.3417	0	0.2041	2.561	0	0.2453	2.371	0	0.2377	0.7499	0	0.2053	0.4705	0	0.006568	0.1643	0	0.007894	0.1157	0	0	4.502
-Infectious Diseases	Cellular Processes	0	0.5694	1.055	0.01155	0.1737	0.5112	0.06079	0.3413	1.513	0.03222	0.5137	1.81	0.6082	0.9656	1.86	0.6083	0.7262	1.888	0.1921	0.3684	0.9139	0.2497	0.4056	0.8683	0	2.785	3.709
Not Mapped	Cellular Processes	1.518	1.584	1.868	5.844	7.35	8.021	1.246	2.513	5.735	2.24	2.668	6.553	11.91	15.21	22.28	15.22	18.16	32.69	29.74	44.13	56.16	7.865	9.331	11.01	63.39	75.27	156.7
-Not Mapped	Cellular Processes	1.518	1.584	1.868	5.844	7.35	8.021	1.246	2.513	5.735	2.24	2.668	6.553	11.91	15.21	22.28	15.22	18.16	32.69	29.74	44.13	56.16	7.865	9.331	11.01	63.39	75.27	156.7
TOTAL	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Hemoglobin	Inf	NaN	NaN	Inf	Inf	Inf	Inf	NaN	NaN	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN	NaN	NaN
Cellular Processes	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Hemoglobin	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-Hemoglobin	NaN	NaN	NaN	Inf	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN	NaN	NaN
-Cytoskeleton	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN	NaN	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	Inf
-Cell Growth and Death	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN
-Cell Communication	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN	NaN	NaN
Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN	Inf	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Hemoglobin	NaN	NaN	NaN	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN
-Immune System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN	NaN	NaN
-Endocrine System	-Hemoglobin	NaN	NaN	NaN	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN
-Circulatory System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN	NaN	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN	Inf	Inf	Inf	NaN	NaN	NaN
-Digestive System	-Hemoglobin	NaN	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	NaN
-Excretory System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN	NaN	NaN
-Nervous System	-Hemoglobin	NaN	NaN	NaN	Inf	NaN	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	Inf	NaN	NaN	NaN
-Sensory System	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN	NaN	NaN	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	Inf	Inf	NaN	NaN	NaN
-Development	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	Inf	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Hemoglobin	NaN	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	NaN	NaN	NaN	NaN
Human Diseases	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Hemoglobin	NaN	NaN	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN
-Immune System Diseases	-Hemoglobin	NaN	NaN	NaN	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN	NaN	NaN
-Neurodegenerative Diseases	-Hemoglobin	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	NaN
-Cardiovascular Diseases	-Hemoglobin	NaN	NaN	NaN	NaN	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	NaN	NaN	NaN	Inf	Inf	Inf	NaN	NaN	NaN
-Metabolic Diseases	-Hemoglobin	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Hemoglobin	Inf	Inf	NaN	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Hemoglobin	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Vesicular Transport	Inf	Inf	Inf	1665	Inf	Inf	36.18	701.8	4692	68.11	326.2	985.3	98.63	206.3	397.1	84.12	128.5	208.2	85.47	120.4	218.5	48.5	65.14	80.43	Inf	Inf	Inf
MAPPED	-Vesicular Transport	Inf	Inf	Inf	1491	Inf	Inf	34.7	672.9	4499	65.44	313.5	946.7	77.54	162.2	312.2	55.37	84.56	137.1	44.06	62.06	112.6	31.11	41.78	51.59	Inf	Inf	Inf
Genetic Information Processing	-Vesicular Transport	Inf	Inf	Inf	601.5	Inf	Inf	13.35	259.2	1853	21.92	104.8	328.4	28.39	59.47	117.5	16.21	25.32	41.95	16.43	23.22	44.34	14.26	20.45	24.88	Inf	Inf	Inf
-Transcription	-Vesicular Transport	Inf	Inf	Inf	46.68	Inf	Inf	0.04437	1.506	10.65	0.0719	0.4007	2.304	0.4035	0.6947	1.521	0.5023	0.8438	1.494	0.8848	1.392	2.384	0.4602	0.7358	0.8585	Inf	Inf	Inf
-Translation	-Vesicular Transport	Inf	Inf	Inf	390.2	Inf	Inf	12.6	243.5	1626	21	100.3	302.4	23.29	48.44	96.7	11.23	16.97	27.49	12.54	17.39	33.39	11.11	15.19	18.37	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Vesicular Transport	Inf	Inf	Inf	112.5	Inf	Inf	0.5488	12.04	82.28	0.6221	3.266	23.05	3.779	8.555	16.58	3.594	6.131	9.912	2.548	4.054	6.6	2.215	4.031	4.364	Inf	Inf	Inf
-DNA Maintenance	-Vesicular Transport	Inf	Inf	Inf	49.86	Inf	Inf	0.09052	1.53	9.99	0.1608	0.678	5.021	0.5217	1.169	2.181	0.8783	1.365	2.643	0.3403	0.6701	1.736	0.4738	0.5848	0.8265	Inf	Inf	Inf
-RNA Family	-Vesicular Transport	NaN	NaN	NaN	0	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN
Environmental Information Processing	-Vesicular Transport	Inf	Inf	Inf	18.02	Inf	Inf	0.005744	2.088	16.19	0.01255	1.459	4.384	0.2098	0.864	1.806	0.1941	0.6606	1.332	0.1624	0.4486	0.6634	0.3618	0.6089	0.8226	Inf	Inf	Inf
-Signal Transduction	-Vesicular Transport	Inf	Inf	Inf	17.89	Inf	Inf	0.002806	2.019	13.86	0.01111	0.7764	4.384	0.05614	0.496	1.137	0.08761	0.2901	0.638	0.1035	0.2394	0.4654	0.1776	0.3603	0.3761	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Vesicular Transport	Inf	NaN	NaN	0.1298	Inf	Inf	0	0	1.715	0	0	0.8051	0.04489	0.4153	0.9741	0.1065	0.3705	0.6591	0.05024	0.121	0.481	0.1575	0.2486	0.5277	NaN	NaN	NaN
Cellular Processes	-Vesicular Transport	Inf	Inf	Inf	23.56	Inf	Inf	1.036	5.698	48.71	1.032	2.008	11.37	1.501	2.284	3.337	1.753	2.178	3.133	1.053	1.354	1.571	1.593	2.413	3.08	Inf	Inf	Inf
-Hemoglobin	-Vesicular Transport	NaN	NaN	NaN	0	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN
-Vesicular Transport	-Vesicular Transport	NaN	NaN	NaN	1	NaN	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NaN	NaN	NaN
-Cytoskeleton	-Vesicular Transport	Inf	Inf	Inf	6.385	Inf	Inf	0	0	11.58	0	0.001431	7.63	0.2083	0.3535	1.473	0.1293	0.5937	0.8558	0.009943	0.1904	0.4911	0.258	0.4805	0.9826	Inf	Inf	Inf
-Cell Motility	-Vesicular Transport	Inf	Inf	Inf	13.72	Inf	Inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf
-Cell Growth and Death	-Vesicular Transport	Inf	Inf	Inf	2.455	Inf	Inf	0.03599	2.772	15.46	0.03146	0.479	2.642	0.165	0.2378	0.5951	0.09994	0.2525	0.3583	0.02851	0.05692	0.1218	0.1278	0.2684	0.3868	Inf	Inf	NaN
-Cell Communication	-Vesicular Transport	NaN	NaN	NaN	0	NaN	NaN	0	0.001519	20.67	0	0.03418	6.715	0.002005	0.2028	1.735	0.01648	0.1248	1.453	0.0007788	0.01741	0.2501	0.06681	0.199	1.207	NaN	NaN	NaN
Metabolism	-Vesicular Transport	Inf	Inf	Inf	832.4	Inf	Inf	15.91	265.8	1941	33.7	138.4	486.4	28.21	61.66	118.4	22.51	36.49	59.48	15.48	21.58	35.66	8.121	10.12	12.04	Inf	Inf	Inf
-Membrane Transport	-Vesicular Transport	Inf	Inf	Inf	134.6	Inf	Inf	0	0.01076	1.298	0	0	0.1254	0.03166	0.1443	0.3288	0.07036	0.1374	0.2595	0.02779	0.0763	0.09889	0.02877	0.05502	0.06037	Inf	Inf	Inf
-Central Carbon Metabolism	-Vesicular Transport	Inf	Inf	Inf	220.2	Inf	Inf	6.463	136.2	1049	11.06	53.91	197.7	7.463	12.24	23.08	6.208	8.633	12.02	4.11	5.005	9.278	1.753	2.154	2.944	Inf	Inf	Inf
-Energy Metabolism	-Vesicular Transport	Inf	Inf	Inf	36.32	Inf	Inf	0.7899	38.16	211.7	2.039	17.27	42.94	1.4	4.599	8.857	1.446	3.426	4.124	2.273	2.966	4.98	0.4848	0.7259	1.631	Inf	Inf	Inf
-Biosynthesis	-Vesicular Transport	Inf	Inf	Inf	186	Inf	Inf	1.116	40.29	205.9	4.976	31.85	109.7	8.409	21.91	33.17	6.834	10.74	15.47	2.577	4.897	6.151	1.794	2.359	2.694	Inf	Inf	Inf
-Other Enzymes	-Vesicular Transport	Inf	Inf	Inf	255.3	Inf	Inf	5.766	58.32	430.4	11.96	31.74	148.6	8.741	18.89	41.95	7.598	15.42	23.5	4.008	6.623	11.64	3.737	4.519	5.55	Inf	Inf	Inf
Organismal Systems	-Vesicular Transport	NaN	NaN	NaN	0.657	Inf	NaN	0.301	4.424	27.72	0.2004	1.48	8.016	0.5632	1.285	2.583	0.9991	1.417	2.777	0.6536	1.38	1.758	0.9109	1.203	2.002	Inf	Inf	NaN
-Immune System	-Vesicular Transport	NaN	NaN	NaN	0	NaN	NaN	0	0.02806	14.67	0	0.1443	3.07	0.06957	0.5475	0.988	0.07547	0.4735	0.7409	0.0005582	0.09278	0.3803	0.03623	0.2049	0.5709	NaN	NaN	NaN
-Endocrine System	-Vesicular Transport	NaN	NaN	NaN	0.657	Inf	NaN	0.001858	0.1109	0.2072	0.004377	0.04106	0.308	0.05825	0.2325	0.4393	0.05496	0.2287	0.3867	0.01179	0.1257	0.4038	0.1166	0.2026	0.3316	Inf	Inf	NaN
-Circulatory System	-Vesicular Transport	NaN	NaN	NaN	0	NaN	NaN	0	0	0	0	0	0.1016	0	0.1422	0.769	0	0.2131	1.377	0	0.01556	0.5471	0.004901	0.1082	0.3501	NaN	NaN	NaN
-Digestive System	-Vesicular Transport	NaN	NaN	NaN	0	NaN	NaN	0	0	0.2453	0	0	0.2922	0	0.02915	0.4461	0	0.05376	0.6733	0	0.0003054	0.02162	0.01005	0.1156	0.2019	Inf	Inf	NaN
-Excretory System	-Vesicular Transport	NaN	NaN	NaN	0	NaN	NaN	0	0.07523	0.8249	0.0002574	0.008934	1.568	0.04985	0.1439	0.3487	0.1581	0.2466	0.5685	0.03829	0.1803	0.4248	0.06706	0.2164	0.3363	NaN	NaN	NaN
-Nervous System	-Vesicular Transport	NaN	NaN	NaN	0	NaN	NaN	0	0.01015	21.2	0	0	2.279	0	0.001952	0.1228	0	0.003657	0.05972	0	0.00156	0.08406	0.03219	0.08977	0.315	NaN	NaN	NaN
-Sensory System	-Vesicular Transport	NaN	NaN	NaN	0	NaN	NaN	0	0	0	0	0	0	0	0	0.003656	0	0	0.005328	0	0	0.002983	2.297e-05	0.02596	0.08808	NaN	NaN	NaN
-Development	-Vesicular Transport	NaN	NaN	NaN	0	NaN	NaN	0	0	0.1674	0	0	0.1301	0	0	0.04758	0	0	0.0412	0	0	0.003078	0	0.01504	0.03471	NaN	NaN	NaN
-Environmental Adaptation	-Vesicular Transport	NaN	NaN	NaN	0	NaN	NaN	0	0	0	0	0	0.0165	0	0	0.105	0	0	0.05709	0.3313	0.4251	0.7504	0	0.001964	0.1061	NaN	NaN	NaN
Human Diseases	-Vesicular Transport	Inf	Inf	Inf	15.2	Inf	Inf	0.3396	35.25	305.6	1.01	16.35	80.16	3.437	6.129	20.84	4.809	7.076	12.03	2.153	3.63	9.298	2.488	3.454	4.892	Inf	Inf	Inf
-Cancers	-Vesicular Transport	NaN	NaN	NaN	0.164	Inf	NaN	0	0.03914	0.344	0	0.00838	0.3149	0.003842	0.0496	0.1226	0	0.09816	0.1351	0.006954	0.05237	0.2469	0.1281	0.1572	0.2852	Inf	Inf	NaN
-Immune System Diseases	-Vesicular Transport	NaN	NaN	NaN	0	Inf	NaN	0.03961	0.5978	5.815	0.3283	0.985	4.281	0.1169	0.4461	1.003	0.4267	0.9291	1.712	0.3173	0.5483	0.8928	0.04337	0.1553	0.2447	NaN	NaN	NaN
-Neurodegenerative Diseases	-Vesicular Transport	Inf	Inf	NaN	9.687	Inf	NaN	0.009664	27.18	248.9	0.04893	11.37	66.62	0.8272	3.221	11.16	2.329	3.237	5.984	0.7136	2.629	6.455	0.9791	1.681	2.239	Inf	Inf	NaN
-Cardiovascular Diseases	-Vesicular Transport	NaN	NaN	NaN	0	NaN	NaN	0	0	0.004914	0	0	0.01253	0	0	0	0	0	0	0	0	0	0.08496	0.2648	0.56	NaN	NaN	NaN
-Metabolic Diseases	-Vesicular Transport	Inf	Inf	NaN	0	Inf	NaN	0	0.2439	31.71	0	0.2911	5.124	0	0.3568	1.76	0	0.4112	0.9723	0	0.006918	0.2179	0	0.01258	0.329	Inf	Inf	NaN
-Infectious Diseases	-Vesicular Transport	Inf	Inf	NaN	2.836	Inf	Inf	0.2571	4.883	22.31	0.3243	2.098	4.719	1.389	2.747	4.913	1.605	2.275	3.643	0.2853	0.5778	1.048	0.7122	1.008	1.676	Inf	Inf	Inf
Not Mapped	-Vesicular Transport	Inf	Inf	Inf	173.2	Inf	Inf	1.488	28.87	193	2.668	12.78	38.6	21.09	44.11	84.91	28.76	43.92	71.19	41.41	58.34	105.9	17.39	23.36	28.84	Inf	Inf	Inf
-Not Mapped	-Vesicular Transport	Inf	Inf	Inf	173.2	Inf	Inf	1.488	28.87	193	2.668	12.78	38.6	21.09	44.11	84.91	28.76	43.92	71.19	41.41	58.34	105.9	17.39	23.36	28.84	Inf	Inf	Inf
