KO number	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
K02737	NaN	NaN	NaN	NaN	5748992	4745312	101514.96	48904.852	NaN
K02734	NaN	NaN	NaN	NaN	7387800	3194100	58204.867	362337.5	NaN
K06699	NaN	NaN	NaN	370739	NaN	NaN	999.25	NaN	NaN
K02739	NaN	NaN	2486547	NaN	3609088	2317658	149555.73	123449.79	NaN
K11599	NaN	NaN	NaN	NaN	319998	336224	753.2	18005.312	NaN
K10881	NaN	NaN	NaN	NaN	NaN	NaN	209510	187926.9	NaN
K03039	NaN	NaN	NaN	NaN	6075495	2090735	28959	76012.652	NaN
K03037	NaN	NaN	NaN	NaN	4098808	3503088	43928.5	68767.031	NaN
K03035	NaN	NaN	5652390	NaN	11677162	3012387	69887.42	125309.24	NaN
K03033	NaN	NaN	NaN	NaN	8301093	3248435	100065.7	NaN	NaN
K03032	NaN	NaN	NaN	NaN	11917864	5094994	33027.4	258491.46	NaN
K03030	NaN	NaN	NaN	NaN	6802496	4473558	45318	175206.11	NaN
K06700	NaN	NaN	NaN	NaN	NaN	NaN	55855.1	37938.95	NaN
K02736	NaN	NaN	NaN	NaN	5406450	5924800	45974.694	158218.89	NaN
K03064	NaN	NaN	NaN	NaN	7864560	3283632	59226.223	9323.548	NaN
K03066	NaN	NaN	NaN	NaN	8410676	3828649	61934.165	154028.22	NaN
K03061	NaN	NaN	NaN	NaN	6616705	4327180	83925.746	205391.39	NaN
K03062	NaN	NaN	NaN	NaN	7186725	5770765	46202.037	127791.58	NaN
K03036	NaN	NaN	NaN	NaN	8418970	3896230	33062.033	119244.54	NaN
K03038	NaN	NaN	1709266	NaN	9406729	6097917	41260.73	120467.93	NaN
K03031	NaN	NaN	NaN	NaN	7707268	3571791	38815.669	92983.646	NaN
K03029	NaN	NaN	NaN	NaN	2648436	1960374	166892.5	474326.82	NaN
K03028	NaN	NaN	1024776	NaN	25600850	9136740	91519.065	146507.9	NaN
K03065	NaN	NaN	NaN	NaN	7503600	4638024	126132.51	266421.79	NaN
K03063	NaN	NaN	5583688	12017384	6540336	4151268	161554.51	217934.32	NaN
K06696	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06697	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97418.615	NaN
K02731	NaN	NaN	NaN	NaN	5183433	6672234	80521.084	194819.34	NaN
K02738	NaN	NaN	NaN	NaN	10668097	4679878	22014.954	97461.504	NaN
K02735	NaN	NaN	8892900	NaN	2469116	3437522	22620.744	99348.74	NaN
K02732	NaN	NaN	NaN	NaN	5499816	4052016	39390.72	130379.65	NaN
K02733	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02740	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11598	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01358	1197842.8	529299	NaN	NaN	NaN	NaN	53512.286	NaN	398311.66
K01338	391874.56	798896	NaN	NaN	NaN	NaN	10843.368	NaN	NaN
K11540	NaN	NaN	NaN	NaN	NaN	NaN	NaN	144495.5	NaN
K01380	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08565	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04505	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29407.678	NaN
K09595	NaN	NaN	NaN	NaN	NaN	NaN	6774.95	8871.923	NaN
K01355	66192.77	117607	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01366	NaN	NaN	NaN	NaN	NaN	NaN	28789.644	NaN	NaN
K08568	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08582	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4026.444	NaN
K08585	NaN	NaN	NaN	NaN	NaN	NaN	NaN	132111.11	NaN
K01369	NaN	NaN	NaN	NaN	NaN	NaN	2692.265	NaN	NaN
K01370	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02187	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04396	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04397	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04398	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04489	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26763.885	NaN
K07369	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01307	NaN	NaN	NaN	NaN	NaN	NaN	18315.15	NaN	NaN
K01948	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00764	1832205.7	64640	6244440	5451390	13741158	5466381	30992.85	34420.095	4801.005
K02365	NaN	NaN	NaN	286880	725043	NaN	47.25	1497.508	NaN
K05520	NaN	149800	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03152	NaN	58212	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13718	NaN	NaN	NaN	NaN	NaN	NaN	NaN	387.262	NaN
K12348	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13721	NaN	NaN	NaN	5007520	20143221	21003780	NaN	NaN	NaN
K08776	NaN	NaN	NaN	NaN	NaN	NaN	125558.12	240431.28	NaN
K01257	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01283	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65712.675	NaN
K09708	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01392	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01393	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01405	NaN	NaN	1490216	NaN	NaN	NaN	NaN	NaN	NaN
K01414	339870.8	401880	NaN	NaN	NaN	NaN	NaN	NaN	148375.3
K01284	234788.37	353439	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01410	NaN	NaN	NaN	582860	NaN	NaN	NaN	NaN	NaN
K01403	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07763	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08606	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13045	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1249.457	NaN
K13046	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4264.632	NaN
K06704	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5651.549	NaN
K06059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	661.728	NaN
K01389	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08635	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1109.643	NaN
K08780	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01298	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07752	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26538.25	NaN
K01294	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01408	NaN	NaN	NaN	239291	5346693	1559070	NaN	75974.58	NaN
K01412	NaN	NaN	NaN	NaN	25944283	16308979	219681.35	NaN	NaN
K07263	71165.5	8750	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07751	NaN	583709	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01268	NaN	NaN	NaN	2078616	NaN	NaN	NaN	NaN	NaN
K01293	NaN	NaN	NaN	1.4087923e+08	NaN	NaN	NaN	NaN	NaN
K01258	NaN	172176	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05604	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14262	NaN	NaN	4328540	NaN	NaN	NaN	NaN	NaN	NaN
K01270	149835.9	836140	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01409	NaN	NaN	NaN	NaN	2264053	1746943	NaN	NaN	NaN
K01265	63856.32	162888	NaN	NaN	28138879	9517771	112383.86	154019.71	NaN
K01271	584950.49	444329	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14213	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26656.39	NaN
K01262	58000.32	337806	455392	NaN	NaN	NaN	16882.25	105936.82	141554.39
K14208	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01264	NaN	NaN	1120104	963876	NaN	NaN	NaN	NaN	NaN
K14592	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08955	NaN	NaN	1096596	2426256	NaN	NaN	NaN	NaN	NaN
K07387	NaN	22680	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	278390.2	NaN
K01310	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27333.843	NaN
K09614	NaN	NaN	NaN	NaN	NaN	NaN	NaN	509.905	NaN
K01352	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01346	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01345	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01324	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03993	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01335	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01334	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01313	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01321	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01314	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01343	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01348	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01315	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04772	NaN	411775	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08670	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09635	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01278	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K14349	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09645	NaN	NaN	NaN	NaN	NaN	NaN	6526.8	NaN	NaN
K09646	NaN	NaN	NaN	NaN	NaN	NaN	6337.367	NaN	NaN
K09757	NaN	NaN	NaN	NaN	NaN	NaN	6824.513	NaN	NaN
K09756	NaN	NaN	NaN	NaN	NaN	NaN	51.615	NaN	NaN
K07258	NaN	693726	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08675	NaN	NaN	NaN	NaN	7581574	3442054	63472.012	NaN	NaN
K01356	NaN	18180	NaN	NaN	NaN	NaN	NaN	NaN	1908956.7
K01285	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01259	NaN	NaN	NaN	NaN	NaN	NaN	15887.42	NaN	NaN
K13700	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03797	NaN	293260	NaN	NaN	NaN	NaN	NaN	NaN	23059.422
K04773	NaN	NaN	NaN	NaN	NaN	NaN	5257.08	NaN	97947.7
K04774	NaN	15705	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05995	NaN	70990	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09650	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1010.8	NaN
K01297	NaN	17632	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01419	NaN	94336	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08657	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2025.02	NaN
K00681	190617.72	179447	1492260	NaN	3235704	4727184	26553.38	2210.95	NaN
K08303	NaN	26727	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08658	NaN	NaN	NaN	641970	NaN	NaN	56.291	1547.146	NaN
K03592	130851	276300	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03568	74718.54	100048	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03679	NaN	NaN	NaN	NaN	2296700	317100	3610.95	20480.05	NaN
K03678	NaN	NaN	NaN	NaN	1531950	831950	2033.5	8566.716	NaN
K14442	NaN	NaN	NaN	NaN	NaN	NaN	1975.4	2277.45	NaN
K14443	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2261	NaN
K07573	NaN	NaN	NaN	NaN	1226456	602549	817.95	2152.404	NaN
K12617	NaN	NaN	NaN	NaN	3245900	967400	10555.65	41695.632	NaN
K01072	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3486.35	NaN
K08300	677671.31	929436	NaN	NaN	NaN	NaN	NaN	NaN	377203.43
eco_b4255	NaN	1664950	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13126	NaN	NaN	12458250	5782350	30681350	9552200	306053.3	313219.9	NaN
K12589	NaN	NaN	NaN	NaN	925400	1699600	948.85	7674.984	NaN
K03681	NaN	NaN	NaN	NaN	1468600	1554350	2560.95	30370.192	NaN
K12606	NaN	NaN	NaN	NaN	1046528	NaN	2235.1	9347.8	NaN
K12607	NaN	NaN	NaN	NaN	NaN	NaN	24389.75	8673.35	NaN
K12604	NaN	NaN	NaN	1130424	8165814	6281064	7562.1	113957.46	NaN
K12605	NaN	NaN	NaN	NaN	1098630	842596	607.25	22970.61	NaN
K12602	NaN	NaN	NaN	NaN	NaN	NaN	7529.055	23838.5	NaN
K12603	NaN	NaN	385020	NaN	3086218	1292228	12133.1	15744.456	NaN
K12600	NaN	NaN	NaN	770416	1104600	316400	478.45	2014.6	NaN
K12608	NaN	NaN	NaN	NaN	1372856	71000	4765.6	NaN	NaN
K04077	6383794.5	4892544	36348312	26993824	51209340	25354940	546447.65	2147817.2	5883691.1
K12614	NaN	NaN	NaN	NaN	10373340	5736462	31301.55	92156.184	NaN
K12611	NaN	NaN	NaN	NaN	NaN	NaN	11749.85	33081.216	NaN
K12574	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93376.15
K12572	NaN	NaN	NaN	NaN	408100	NaN	NaN	2558.15	NaN
K12592	NaN	NaN	1662992	NaN	817950	863450	583.45	5280.1	NaN
K12593	NaN	NaN	NaN	NaN	NaN	734650	3478.3	4526.604	NaN
K12590	NaN	NaN	NaN	NaN	587148	1065364	3629.85	15375.204	NaN
K12591	NaN	NaN	1581814	NaN	2734226	946682	4034.45	21060	NaN
K12598	NaN	NaN	NaN	NaN	7198026	1607838	9742.6	75148.705	NaN
K12599	NaN	NaN	NaN	254826	373800	348950	225.75	3272.598	NaN
K12620	NaN	NaN	NaN	NaN	904197	739704	5432.35	14040.171	NaN
K12621	NaN	NaN	NaN	NaN	1000600	613200	100017.75	126286.3	NaN
K12622	NaN	NaN	NaN	NaN	883185	839341	30964.85	7588.525	NaN
K12623	NaN	NaN	NaN	6429995	641214	1328670	9622.9	64501.85	NaN
K12624	NaN	NaN	NaN	NaN	339440	1262720	14534.696	33098.45	NaN
K12625	NaN	NaN	180514	NaN	761368	282720	15023.05	34700.4	NaN
K12626	NaN	NaN	NaN	NaN	NaN	562800	126280.35	25557.84	NaN
K12627	NaN	NaN	NaN	NaN	571008	537312	18543.35	12950.7	NaN
K03514	NaN	NaN	1941216	1221144	500544	282978	1981.35	5198.193	NaN
K12585	NaN	NaN	NaN	NaN	6515000	1626000	6569.85	42827.344	NaN
K12584	NaN	NaN	NaN	1539650	2307008	875655	NaN	10269.7	NaN
K12587	NaN	NaN	NaN	NaN	1267000	742000	2066.4	21450.1	NaN
K12586	NaN	NaN	NaN	NaN	1688750	1446550	5364.8	NaN	NaN
K12581	NaN	NaN	NaN	NaN	3849890	560945	448	12152.28	NaN
K12580	NaN	NaN	1833348	NaN	1390744	3386303	27890.1	99854.484	NaN
K10643	NaN	NaN	NaN	NaN	2780232	1805076	256.9	6275.5	NaN
K01148	NaN	NaN	NaN	NaN	NaN	NaN	837.9	NaN	NaN
K12616	NaN	NaN	NaN	NaN	NaN	NaN	96718.832	54090.946	NaN
K11600	NaN	NaN	NaN	NaN	NaN	398300	122.428	24566.79	NaN
K12597	NaN	NaN	NaN	510840	156009	NaN	NaN	NaN	NaN
K12601	NaN	NaN	NaN	NaN	1395134	631189	NaN	NaN	NaN
K12609	NaN	NaN	3375040	864388	NaN	NaN	NaN	NaN	NaN
K12571	NaN	NaN	1547620	NaN	2550375	NaN	NaN	NaN	NaN
K12610	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12613	NaN	NaN	NaN	NaN	1409940	1040256	4100.092	2417.184	NaN
K12615	NaN	NaN	NaN	NaN	1063860	685251	NaN	12958.76	NaN
K03732	NaN	157875	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12573	NaN	92682	NaN	NaN	NaN	NaN	NaN	NaN	36536.604
K03628	1930844.2	760066	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00937	NaN	44032	NaN	NaN	NaN	NaN	NaN	NaN	286544.44
K02212	NaN	NaN	NaN	NaN	1348886	353126	22539.3	136914.6	NaN
K10745	NaN	NaN	NaN	NaN	1398250	NaN	305.9	17177.65	NaN
K10744	NaN	NaN	NaN	NaN	597800	NaN	NaN	21873.95	NaN
K10747	NaN	NaN	1151375	NaN	861456	NaN	3805.9	14366.45	NaN
K10740	NaN	NaN	NaN	NaN	NaN	NaN	3741.5	195658.75	NaN
K10743	NaN	NaN	NaN	NaN	66466	NaN	NaN	13582.1	NaN
K10742	NaN	NaN	27316856	18956510	138904	NaN	NaN	2821.35	NaN
K02209	NaN	NaN	NaN	NaN	NaN	NaN	9323.3	115381.53	NaN
K02685	NaN	NaN	NaN	NaN	589968	NaN	1331.05	3598.7	NaN
K02684	NaN	NaN	NaN	NaN	331344	NaN	686.873	7175	NaN
K02324	NaN	NaN	NaN	326634	1509129	NaN	7644.939	3699.15	NaN
K02326	NaN	NaN	NaN	NaN	NaN	NaN	1821.75	NaN	NaN
K02327	NaN	NaN	227079	NaN	1330692	1925352	1695.4	15496.95	NaN
K02335	NaN	255500	NaN	NaN	NaN	NaN	138.6	NaN	NaN
K03111	NaN	372146	NaN	NaN	NaN	NaN	3908.1	NaN	63432.798
K04799	NaN	NaN	NaN	567270	1392231	754271	3474.45	17721.55	NaN
K04802	NaN	NaN	6362796	3427530	3880302	4320564	124146.18	109788.87	NaN
K07466	NaN	NaN	NaN	NaN	6031536	4170822	184034.08	189602.5	NaN
K02540	NaN	NaN	NaN	182280	1860501	NaN	28576.8	114878.03	NaN
K02541	NaN	NaN	3527643	NaN	8441130	1208025	8615.6	132620.67	NaN
K02542	NaN	NaN	NaN	NaN	1861336	1168872	7158.9	94801.412	NaN
K02320	NaN	NaN	214328	NaN	965816	NaN	1125.95	7425.6	NaN
K02321	NaN	NaN	NaN	NaN	980023	762564	11969.1	9174.55	NaN
K02328	NaN	NaN	NaN	NaN	223214	344374	550.809	3868.2	NaN
K10756	NaN	NaN	303732	NaN	2899267	1703883	5693.1	72435.737	NaN
K10755	NaN	NaN	NaN	NaN	2363528	2243948	10062.5	113445	NaN
K03763	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02343	NaN	19290	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02338	213235.26	126636	NaN	NaN	NaN	NaN	NaN	NaN	152378.96
K02314	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1024.974	NaN
K03471	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01972	186497.74	59719	NaN	NaN	NaN	NaN	NaN	NaN	23514.62
K03504	NaN	NaN	NaN	487900	NaN	NaN	5511.961	NaN	NaN
K03505	NaN	NaN	NaN	NaN	NaN	NaN	340.008	NaN	NaN
K02325	NaN	NaN	NaN	NaN	664768	NaN	171.15	4673.025	NaN
K03506	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3255.155	NaN
K02210	NaN	NaN	15543775	7975110	2673208	3559350	29516.384	81115.2	NaN
K10739	NaN	NaN	NaN	NaN	3039864	NaN	7463.529	103015.7	NaN
K10754	NaN	NaN	NaN	NaN	3066280	2259760	15785	67128.852	NaN
K02603	NaN	NaN	5111088	NaN	405705	NaN	2644.689	9165.156	NaN
K02604	NaN	NaN	NaN	NaN	NaN	NaN	737.253	5940.216	NaN
K02605	NaN	NaN	NaN	NaN	338520	NaN	457.282	22681.218	NaN
K02606	NaN	NaN	14208940	2121290	NaN	NaN	NaN	8783.424	NaN
K02607	NaN	NaN	NaN	NaN	285760	NaN	195.444	9971.88	NaN
K10727	NaN	NaN	NaN	NaN	NaN	NaN	4787.586	27275.53	NaN
K02213	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6327.396	NaN
K06627	NaN	NaN	NaN	NaN	NaN	NaN	159.6	10136.204	NaN
K06626	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2749.744	NaN
K02206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02309	NaN	NaN	3056768	NaN	NaN	NaN	NaN	NaN	NaN
K10732	NaN	NaN	517920	NaN	NaN	NaN	360.996	1505.102	NaN
K10733	NaN	NaN	NaN	207036	138904	NaN	159.485	NaN	NaN
K10734	NaN	NaN	NaN	NaN	NaN	NaN	430.495	276.872	NaN
K10735	NaN	NaN	NaN	NaN	312806	NaN	530.64	2373.252	NaN
K10728	NaN	NaN	NaN	NaN	NaN	NaN	320.76	17611.575	NaN
K10730	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6017.569	NaN
K06628	NaN	NaN	NaN	NaN	48618	NaN	167.476	3426.425	NaN
K10737	NaN	NaN	NaN	NaN	NaN	NaN	66.822	NaN	NaN
K10738	NaN	NaN	NaN	NaN	NaN	NaN	49.096	NaN	NaN
K10736	NaN	NaN	NaN	2751649	90145	NaN	72.864	3089.256	NaN
K02332	NaN	NaN	2836480	670720	NaN	NaN	NaN	8227.97	NaN
K10749	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28051.776	NaN
K05868	NaN	NaN	NaN	NaN	NaN	NaN	451.5	13160.555	NaN
K02087	NaN	NaN	NaN	NaN	NaN	NaN	27573.378	42539.013	NaN
K11118	NaN	NaN	2697728	NaN	NaN	NaN	NaN	NaN	NaN
K11123	NaN	NaN	1715154	NaN	NaN	NaN	NaN	NaN	NaN
K11126	NaN	NaN	NaN	NaN	NaN	NaN	60.55	NaN	NaN
K11132	NaN	NaN	302328	564093	NaN	NaN	NaN	NaN	NaN
K11134	NaN	NaN	NaN	NaN	605406	NaN	NaN	NaN	NaN
K10865	NaN	NaN	NaN	NaN	NaN	NaN	6006.24	38584.46	NaN
K10866	NaN	NaN	NaN	1630816	1884768	695956	1896.356	NaN	NaN
K04728	NaN	NaN	NaN	NaN	NaN	NaN	964	10946.252	NaN
K06642	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10848	NaN	NaN	275000	NaN	123896	NaN	999.976	3845.922	NaN
K10799	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2569.856	NaN
K03163	NaN	NaN	NaN	NaN	1654198	710528	NaN	91334.902	NaN
K03164	NaN	NaN	NaN	NaN	3101850	754875	19338.224	547465.22	NaN
K04764	279248.31	844767	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05788	94621.34	586654	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02313	NaN	14477	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03645	46980.36	68599	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02469	1065942.5	585375	NaN	NaN	NaN	NaN	NaN	NaN	151599.79
K02470	NaN	339288	NaN	NaN	NaN	NaN	NaN	NaN	220675.22
K02621	254273.76	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03168	NaN	280260	NaN	NaN	NaN	NaN	NaN	NaN	186287.41
spo_SPAC3C7.14c	NaN	NaN	NaN	NaN	56580650	36405250	NaN	NaN	NaN
K06636	NaN	NaN	NaN	NaN	847928	824942	12813.738	46047.41	NaN
K06669	NaN	NaN	453870	NaN	1591040	1414534	70405.104	71619.516	NaN
K06670	NaN	NaN	NaN	406954	106568	NaN	40470.874	14378.65	NaN
K06671	NaN	NaN	NaN	NaN	726615	2732595	18268.524	10729.04	NaN
K06672	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53364.361	NaN
K06673	NaN	NaN	1088256	NaN	NaN	NaN	NaN	NaN	NaN
K11267	NaN	NaN	NaN	NaN	454320	580520	NaN	51194.976	NaN
K11268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1916.744	NaN
K11269	NaN	NaN	NaN	NaN	175686	NaN	NaN	13794.756	NaN
K11271	NaN	NaN	NaN	307800	NaN	NaN	NaN	NaN	NaN
K10997	NaN	NaN	222840	NaN	397947	NaN	NaN	NaN	NaN
K11272	NaN	NaN	NaN	470184	NaN	206850	NaN	NaN	NaN
K11274	NaN	NaN	NaN	NaN	151158	NaN	NaN	NaN	NaN
K11275	NaN	NaN	625650	855270	NaN	NaN	825.481	NaN	NaN
K11251	NaN	NaN	792610	20099244	1446830	8663850	980615.34	45615.897	NaN
K11252	NaN	NaN	1393971	8367232	12740500	8730750	715069.25	NaN	NaN
K11253	NaN	NaN	NaN	NaN	1043056	3610386	21850.428	53810.576	NaN
K11254	NaN	NaN	NaN	NaN	7526584	6810232	176572.55	17493.211	NaN
K11278	NaN	NaN	NaN	NaN	NaN	NaN	NaN	265395.19	NaN
K11279	NaN	NaN	NaN	NaN	24775270	11847730	2205535.2	193262.47	NaN
K11290	NaN	NaN	NaN	NaN	NaN	NaN	60831.792	70153.855	NaN
K10750	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86164.988	NaN
K10751	NaN	NaN	1626768	NaN	734976	NaN	100.809	26593.947	NaN
K10752	NaN	NaN	NaN	NaN	9437235	4564560	326076.84	139302.37	NaN
K10753	NaN	NaN	NaN	NaN	267267	780174	2596.506	6327.45	NaN
K11292	NaN	NaN	3213965	NaN	6251784	5327868	43991.37	53205.198	NaN
K11293	NaN	NaN	NaN	NaN	1702919	1305612	854.864	3959.754	NaN
K10802	NaN	NaN	NaN	NaN	NaN	NaN	68439.042	145686.3	NaN
K11303	NaN	NaN	NaN	NaN	1582800	3508800	46109.712	NaN	NaN
K06062	NaN	NaN	NaN	NaN	810896	NaN	4699.632	1485.351	NaN
K11304	NaN	NaN	NaN	NaN	279110	NaN	NaN	NaN	NaN
K11308	NaN	NaN	NaN	NaN	NaN	NaN	1485.324	19201.286	NaN
K11307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	896.966	NaN
K11306	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10304.918	NaN
K07739	NaN	NaN	NaN	NaN	3088190	NaN	3799.06	13326.936	NaN
K11309	NaN	NaN	786108	NaN	324170	NaN	NaN	NaN	NaN
