KO number	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
K05730	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12330	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07532	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05732	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13710	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06270	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10351	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12754	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12755	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12757	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12758	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05740	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05742	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05743	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2837.049	NaN
K05744	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05627	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05746	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05747	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6556.407	NaN
K05748	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05750	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05751	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05753	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05754	NaN	NaN	NaN	NaN	9966573	6371073	879.112	64637.966	NaN
K05755	NaN	NaN	NaN	NaN	2042550	2535432	415.008	65868.6	NaN
K05756	NaN	NaN	NaN	NaN	4313520	5012280	137.808	50462.532	NaN
K05757	NaN	NaN	NaN	NaN	27802656	12862584	316.008	52222.04	NaN
K05758	NaN	NaN	NaN	NaN	7656096	8049888	42.262	70840.35	NaN
K08007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05762	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05763	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05765	NaN	NaN	36036000	29131440	10459862	11294538	2875.05	457543.63	NaN
K05700	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05767	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05768	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05699	NaN	NaN	NaN	NaN	NaN	NaN	NaN	482210.77	NaN
sce_YKR037C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YPL124W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YLR212C	NaN	NaN	674971	NaN	NaN	NaN	NaN	NaN	NaN
eco_b2516	NaN	164150	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YGL093W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YBL063W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YDR016C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YDR130C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YPL255W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YGR113W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07374	NaN	NaN	NaN	NaN	47596833	16807680	843490.2	825734.7	NaN
K07375	NaN	NaN	NaN	NaN	20902746	20353619	796869.9	1539851.9	NaN
sce_YML104C	NaN	NaN	NaN	54600	NaN	NaN	NaN	NaN	NaN
sce_YAL047C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YOR257W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YKL052C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YMR294W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05692	NaN	NaN	1.545735e+08	1.4403262e+08	1.266834e+08	78731944	NaN	2916674.9	NaN
sce_YNL126W	NaN	NaN	NaN	96950	NaN	NaN	NaN	NaN	NaN
sce_YHR172W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YER018C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YOL069W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YKR083C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YML124C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YMR117C	NaN	NaN	4272567	997266	NaN	NaN	NaN	NaN	NaN
sce_YJL042W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YDR201W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YNL225C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YLR045C	NaN	NaN	NaN	188650	NaN	NaN	NaN	NaN	NaN
sce_YDR106W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YKL042W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YER016W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YIL144W	NaN	NaN	229412	NaN	NaN	NaN	NaN	NaN	NaN
K03569	NaN	621130	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YGL061C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YOR373W	NaN	NaN	891100	1807050	NaN	NaN	NaN	NaN	NaN
sce_YDR356W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YHR129C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03608	289506.8	127072	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03609	99314.1	584280	NaN	NaN	NaN	NaN	644	NaN	84769.74
sce_YBL034C	NaN	NaN	79800	310800	NaN	NaN	NaN	NaN	NaN
sce_YGL075C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03610	NaN	18942	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YFL037W	NaN	NaN	12392926	31226810	NaN	NaN	NaN	NaN	NaN
K03531	1091994.3	680591	NaN	NaN	NaN	NaN	7914.807	NaN	470648.76
sce_YML085C	NaN	NaN	7500416	5478592	NaN	NaN	NaN	NaN	NaN
K12313	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10355	NaN	NaN	NaN	NaN	NaN	NaN	883054.27	NaN	NaN
K10356	NaN	NaN	NaN	NaN	22017681	21424608	NaN	135619.18	NaN
K08834	NaN	NaN	NaN	NaN	NaN	NaN	NaN	340896.61	NaN
K10357	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14063.4	NaN
K10359	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29052.969	NaN
K10362	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9519.766	NaN
K10352	NaN	NaN	188944	271848	NaN	NaN	NaN	3998322.7	NaN
K12749	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12750	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12751	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12752	NaN	NaN	NaN	NaN	NaN	NaN	NaN	217540.3	NaN
K12759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74158.104	NaN
K10364	NaN	NaN	NaN	NaN	3861479	4127601	NaN	98662.278	NaN
K10365	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50780.688	NaN
K10366	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1193318.3	NaN
K02184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10240.164	NaN
K10370	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28445.028	NaN
K12044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12045	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12046	NaN	NaN	NaN	NaN	NaN	NaN	NaN	296378.36	NaN
K10373	NaN	NaN	NaN	NaN	NaN	NaN	NaN	985605.97	NaN
K10374	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1208606.6	NaN
K09290	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07610	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07607	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07606	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04572	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04573	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04574	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07611	NaN	NaN	NaN	NaN	NaN	NaN	NaN	583908.23	NaN
K10380	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62743.794	NaN
K10381	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10389	NaN	NaN	NaN	NaN	NaN	1382500	27744.302	NaN	NaN
K10392	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3837.66	NaN
K10394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3596.089	NaN
K10395	NaN	NaN	NaN	NaN	NaN	NaN	143.865	44208.516	NaN
K10396	NaN	NaN	NaN	NaN	NaN	NaN	NaN	286887.9	NaN
K10398	NaN	NaN	NaN	NaN	388150	943759	NaN	109413.17	NaN
K10400	NaN	NaN	NaN	NaN	NaN	NaN	845.155	NaN	NaN
K10401	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18157.084	NaN
K10405	NaN	NaN	NaN	NaN	447407	NaN	2316.016	71388.8	NaN
K10407	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55181.5	NaN
K10418	NaN	NaN	NaN	NaN	211909	NaN	NaN	90145.432	NaN
K10419	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13385.03	NaN
K10420	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29023.172	NaN
K04648	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45715.835	NaN
K10424	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56654.58	NaN
K10425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31308.864	NaN
K10426	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10427	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10428	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11022.3	NaN
K10436	NaN	NaN	NaN	NaN	NaN	NaN	NaN	178868.25	NaN
K02424	738152.66	1645476	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10439	309192.72	2345504	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03414	NaN	106144	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02410	NaN	11254	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02417	NaN	26304	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02406	NaN	4444110	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02411	NaN	9804	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02393	NaN	17864	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02396	NaN	56888	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02397	NaN	73861	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02407	57006.3	67210	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02398	NaN	38121	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02399	NaN	15456	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02669	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	407640.89
K02652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	519659.03
K02653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38731.682
K02666	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	532304.58
K02662	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86607.963
K06630	NaN	NaN	92651650	45635800	NaN	NaN	NaN	1028560	NaN
K09892	3868781	836500	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YOR230W	NaN	NaN	18316200	7537950	NaN	NaN	NaN	NaN	NaN
K02608	NaN	NaN	317550	NaN	319200	NaN	NaN	6023.566	NaN
K02089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	492.935	NaN
K02091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06622	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06624	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06632	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7180.11	NaN
K06639	NaN	NaN	NaN	NaN	228646	911849	NaN	2180.796	NaN
K06644	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04563	NaN	NaN	NaN	NaN	1686984	843960	NaN	NaN	NaN
K06650	NaN	NaN	1270940	465430	NaN	NaN	NaN	NaN	NaN
K06647	NaN	NaN	282387	NaN	NaN	NaN	NaN	NaN	NaN
K06651	NaN	NaN	NaN	441525	NaN	NaN	NaN	NaN	NaN
K12414	NaN	NaN	NaN	347300	NaN	NaN	NaN	NaN	NaN
K06657	NaN	NaN	1395240	NaN	NaN	NaN	NaN	NaN	NaN
K06655	NaN	NaN	NaN	NaN	1911789	2373327	NaN	NaN	NaN
K06659	NaN	NaN	NaN	503700	NaN	NaN	NaN	NaN	NaN
K12575	NaN	NaN	166663	NaN	NaN	NaN	NaN	NaN	NaN
K06687	NaN	NaN	NaN	727668	NaN	NaN	NaN	NaN	NaN
K06682	NaN	NaN	401065	NaN	NaN	NaN	NaN	NaN	NaN
K06683	NaN	NaN	2774926	NaN	NaN	NaN	NaN	NaN	NaN
K02220	NaN	NaN	294109	NaN	1827090	1349360	NaN	NaN	NaN
K02219	NaN	NaN	451200	NaN	554124	684542	NaN	NaN	NaN
K03114	NaN	NaN	8093412	NaN	NaN	NaN	NaN	NaN	NaN
K02515	NaN	NaN	NaN	371910	NaN	NaN	NaN	NaN	NaN
K12578	NaN	NaN	5465799	277137	NaN	NaN	NaN	NaN	NaN
K06665	NaN	NaN	NaN	NaN	2906832	2413344	NaN	NaN	NaN
K06666	NaN	NaN	NaN	NaN	13103209	5435444	NaN	NaN	NaN
spo_SPAC1F5.04c	NaN	NaN	NaN	NaN	10500	130200	NaN	NaN	NaN
spo_SPAC24B11.11c	NaN	NaN	NaN	NaN	1160950	1417850	NaN	NaN	NaN
K08825	NaN	NaN	NaN	NaN	1738000	NaN	NaN	NaN	NaN
spo_SPAC9G1.06c	NaN	NaN	NaN	NaN	1086400	1414000	NaN	NaN	NaN
spo_SPCC613.04c	NaN	NaN	NaN	NaN	162750	NaN	NaN	NaN	NaN
spo_SPCC645.05c	NaN	NaN	NaN	NaN	391300	967050	NaN	NaN	NaN
spo_SPCC1739.11c	NaN	NaN	NaN	NaN	364000	NaN	NaN	NaN	NaN
spo_SPAC27F1.02c	NaN	NaN	NaN	NaN	12127850	13332550	NaN	NaN	NaN
K06631	NaN	NaN	NaN	NaN	973674	NaN	NaN	92115.072	NaN
K05759	NaN	NaN	NaN	NaN	5890892	7392590	15090.096	383897.93	NaN
spo_SPBC19G7.05c	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
spo_SPCC4B3.15	NaN	NaN	NaN	NaN	374150	155400	NaN	NaN	NaN
spo_SPAP8A3.08	NaN	NaN	NaN	NaN	5920600	6893250	NaN	NaN	NaN
spo_SPBC244.01c	NaN	NaN	NaN	NaN	638400	340550	NaN	NaN	NaN
spo_SPAC4F8.13c	NaN	NaN	NaN	NaN	191100	NaN	NaN	NaN	NaN
K12761	NaN	NaN	NaN	NaN	2514602	2225884	NaN	NaN	NaN
K12765	NaN	NaN	347010	NaN	228045	NaN	NaN	NaN	NaN
K12767	NaN	NaN	315060	NaN	180225	NaN	NaN	NaN	NaN
K12768	NaN	NaN	NaN	1015875	NaN	NaN	NaN	NaN	NaN
K12773	NaN	NaN	459776	NaN	NaN	NaN	NaN	NaN	NaN
K12783	NaN	NaN	242675	NaN	NaN	NaN	NaN	NaN	NaN
K08836	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68739.892	NaN
K02373	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03171	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08738	NaN	NaN	NaN	NaN	NaN	NaN	NaN	264534.2	NaN
K02084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02310	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04727	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50067.25	NaN
K01173	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02861	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04729	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04733	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K04739	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10134	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10139	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YJR151C	NaN	NaN	1893500	NaN	NaN	NaN	NaN	NaN	NaN
sce_YKL096W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YKR042W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YOR383C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YGR282C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YJL078C	NaN	NaN	NaN	1131900	NaN	NaN	NaN	NaN	NaN
sce_YEL040W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YJR150C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YOR214C	NaN	NaN	NaN	3129350	NaN	NaN	NaN	NaN	NaN
sce_YKR102W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YIL123W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YHR126C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YLR110C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YDR055W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YKL163W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YBR078W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YJL174W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YCR089W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YOL030W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YNL327W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YDR077W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YGR279C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YAR050W	NaN	NaN	5633950	1112650	NaN	NaN	NaN	NaN	NaN
sce_YGR189C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YLR390W-A	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YJR004C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YHR143W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YKL164C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YLR300W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YKL096W-A	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YLR037C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YNL322C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YOR009W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YMR215W	NaN	NaN	NaN	826350	NaN	NaN	NaN	NaN	NaN
sce_YOR382W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YIL011W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YNL066W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YJL160C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YDL049C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YNR044W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YMR305C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YOR247W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YBR067C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YJL159W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YIR019C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YDR534C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YER011W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YMR307W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YOR010C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YJL158C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YNL300W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YNR067C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YLR286C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YGL028C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YOL155C	NaN	NaN	1043000	429100	NaN	NaN	NaN	NaN	NaN
sce_YPL130W	NaN	NaN	1867250	NaN	NaN	NaN	NaN	NaN	NaN
sce_YER150W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YHR211W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YBR301W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YAL063C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YLR040C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sce_YMR006C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13709	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06271	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06272	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17829.952	NaN
K06273	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06274	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06275	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05702	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05701	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05690	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05691	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05696	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18804.072	NaN
K05705	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06068	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9255.766	NaN
K06095	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06096	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06097	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06098	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06103	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18409.768	NaN
K06106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06111	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05631	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05629	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K06112	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07372	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07376	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19955.072	NaN
K01104	NaN	NaN	22505000	3896900	320866	NaN	NaN	143052.06	NaN
K10108	735407.64	3327588	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K15040	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
eco_b0957	NaN	1072400	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09475	NaN	331256	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09476	NaN	685125	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10540	224687.64	3992632	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12368	1094155.2	6122540	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01535	NaN	NaN	19562179	45482516	1.3170728e+08	86839808	426559.42	NaN	NaN
K01537	NaN	NaN	NaN	4187600	3048702	3363038	233171.13	7643.214	NaN
K08139	NaN	NaN	8046960	3916458	20680922	4832748	NaN	NaN	13973.076
K05641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05643	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.6	NaN
K05649	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K05650	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
